prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Jawa Tengah,Kab. Banyumas,Purwokerto Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5AA094B3-D483-4B8E-BBED-BC7A90BECAC0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69953149,Assalafiyah,69953149,Jl. Dr. Soeparno No.18,KEC. PURWOKERTO UTARA,KAB. BANYUMAS,PROV. JAWA TENGAH,INDONESIA,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Banyumas,Purwokerto Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/832FCBAC-B775-4D2A-AEF0-3BE189E7ED53,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0564162,LKP American English Course,K0564162,Jl. Pol. Sumarto No. 279 Purwanegara Kec. Purwokerto Utara,PURWANEGARA,KEC. PURWOKERTO UTARA,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/282/2014,23-10-2014,421.9/282/2014,23-10-2014,Silakan Upload SK,,Terakreditasi,0,,2.,,,0281631563,aecpurwokerto@yahoo.com,www.amecindo.com,-7.409300000000,109.230900000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Jawa Tengah,Kab. Banyumas,Purwokerto Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E90B368-C1F8-4A93-9765-3EACCF0F0778,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0564189,LKP Bina Pratama,K0564189,Jl. Karel Sasuit Tubun Utara No. 8 A Rt. 08 Rw. 03 Bobosan Kec. Purwokerto Utara,BOBOSAN,KEC. PURWOKERTO UTARA,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/105/2015,22-01-2015,421.9/105/2015,22-01-2015,Silakan Upload SK,,Tidak Terakreditasi,480,,2.,,,,just_lilyindrajaya@yahoo.com,LKP Bina Pratama,-7.403245800000,109.217241700000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Jawa Tengah,Kab. Banyumas,Purwokerto Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9C542C13-2E30-48A4-AE53-FF124D7E35EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0564218,LKP Hikari Pusat Studi Dan Budaya Jepang,K0564218,Jl. Jaelani Rt. 03 Rw. 02 Karangwangkal,KARANGWANGKAL,KEC. PURWOKERTO UTARA,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,503/4782.1/2014,16-09-2014,503/4782.1/2014,16-09-2014,Silakan Upload SK,,,0,,2.,,,02817772238,hikari_purwokerto@yahoo.com,,-7.403600000000,109.256300000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Jawa Tengah,Kab. Banyumas,Purwokerto Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D609582E-C537-4FAA-A81A-A9A2F39157D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989739,LKP KARUNIA CINTA BAHASA,K9989739,"Jl. HR. Bunyamin Limas Agung H-P 1/4 RT. 01 RW. 012 Bancarkembar, Purwokerto Uta",BANCARKEMBAR,KEC. PURWOKERTO UTARA,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/284/2019,12-07-2019,421.9/284/2019,12-07-2019,Lihat SK Operasional,2019-09-24 10,,0,,2.,,,0281634989,karuniacintabahasa@gmail.com,,-7.414170900000,109.243272000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,KBK Bahasa,
Jawa Tengah,Kab. Banyumas,Purwokerto Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E6B2B0CA-55BD-499E-A8FF-17DFEAA823C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668471,LKP KHAZANAH INSTITUTE,K5668471,Jl. HR. Boenyamin 11 B Rt. 04 Rw. 16 Sumampir Kec. Purwokerto Utara,SUMAMPIR,KEC. PURWOKERTO UTARA,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/468/2017,29-08-2017,421.9/468/2017,29-08-2017,Lihat SK Operasional,2017-12-05 14,,0,,2.,,,02816512785,khazanahinstitute@yahoo.com,http,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Banyumas,Purwokerto Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/92A41452-99FD-4C5A-81AD-92608D09A4CB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650795,LKP LP3I Purwokerto,K5650795,"Jl. HR. Bunyamin Komplek Purwokerto City Walk Blok A 15-17 Kab. Banyumas, Jawa T",BANCARKEMBAR,KEC. PURWOKERTO UTARA,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/359/2014,18-12-2014,421.9/359/2014,18-12-2014,Silakan Upload SK,,A,0,,2.,,0281641336,0281641335,education.purwokerto@yahoo.com,www.lp3i.ac.id,-7.403862600000,109.244038200000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,KBK Bisnis dan Manajemen,
Jawa Tengah,Kab. Banyumas,Purwokerto Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/908F2D70-C096-4317-9540-A88ED23F2B6A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0564223,LKP Satsa Mafaza,K0564223,Jl. H. Madrani Komp. Masjid Fatimatuzzahra Grendeng Banyumas Jawa Tengah 53122,GRENDENG,KEC. PURWOKERTO UTARA,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/ 487 /2015,20-10-2015,421.9/ 487 /2015,20-10-2015,Silakan Upload SK,,,0,,2.,,085327241457,,mafazasatsa@gmail.com,masjidfatimatuzzahra.com,-7.405600000000,109.250300000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Jawa Tengah,Kab. Banyumas,Purwokerto Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9172E89E-412F-4494-AA93-ADD55D3455FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0564226,LKP Spec Purwokerto,K0564226,"Jl. H.R. Bunyamin P2/7 Purwokerto Banyumas, Jawa Tengah",BANCARKEMBAR,KEC. PURWOKERTO UTARA,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,132 Tahun 2013,30-01-2013,132 Tahun 2013,30-01-2013,Silakan Upload SK,,C,0,,2.,,0281621662,0281621662,specpurwokerto052@gmail.com,,-7.413500000000,109.244900000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Jawa Tengah,Kab. Banyumas,Purwokerto Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6BE7FE2-1586-4A26-9718-F0DC9F85BFEA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984932,PKBM ALAM PURWOKERTO,P9984932,"Jl. Raya Baturraden, Rt. 01 Rw. 01 Pabuaran Kecamatan Purwokerto Utara",PABUARAN,KEC. PURWOKERTO UTARA,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan MASYARAKAT MADANI INDONESIA BARU,AA1648,421.9/400/2019,13-11-2019,421.9/400/2019,13-11-2019,Silakan Upload SK,,,0,1. Telkom Speedy,2. Telkom Speedy,PLN,,,pkbm.alam.purwokerto@gmail.com,,-7.385657000000,109.242376700000,2,0,0,6,Sehari Penuh/5 hari,,2022/2023-2,"1,300",5,0,1,2,0,0,7,0,2,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,2,0,5,0,0,0,1,0,0,0,Paket B dan Paket C,2013,Telkom Speedy
