prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Jawa Timur,Kota Malang,Blimbing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4B36C136-6C7E-41F7-AF3B-C8EFAC5AE497,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668875,LKP Akupuntur dan Penyehat Tradisional Mandiri,K5668875,Jl. S. Parman III/18 Malang,PURWANTORO,KEC. BLIMBING,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.8/0157/35.73.301/2017,17-01-2017,421.8/0157/35.73.301/2017,17-01-2017,Lihat SK Operasional,2018-03-13 14,,251,,2.,,,,bambangermanadji@gmail.com,,.000000000000,.000000000000,0,0,0,0,KBK Kesehatan,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Timur,Kota Malang,Blimbing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/78CF3FD2-2913-4286-AEFB-28F495F67F17,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998014,LKP DIKLATKES CITA GEMILANG INDONESIA,K9998014,Jl. Simpang LA Sucipto,PANDANWANGI,KEC. BLIMBING,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01,10-01-2020,188.4/0554/35.73.401/2020,19-02-2020,Lihat SK Operasional,2022-05-11 20,,114,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Jawa Timur,Kota Malang,Blimbing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/57F7A7F4-3A60-41AD-80F9-11CAA208DC88,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5664146,LKP Elanda,K5664146,Jl. Untung Suropati Utara Ruko Zeni Kavling 7 Rt.01 Rw.IX,KESATRIAN,KEC. BLIMBING,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,23/I04.100/MS/krt/2000,02-05-2000,421.8/2247/35.73.301/2017,19-07-2017,Lihat SK Operasional,2019-09-10 09,Terakreditasi,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Timur,Kota Malang,Blimbing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9BC85A86-F51E-41AC-9A6F-63A7B403245D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5664142,LKP Elisa,K5664142,Jl. Cimanuk No. 50,PURWANTORO,KEC. BLIMBING,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,-6-,06-09-2012,800/2139/35.73.301/2017,10-07-2017,Lihat SK Operasional,2017-12-04 07,,0,,2.,,0341494605,0341494605,elisamariakursus@gmail.com,,.000000000000,.000000000000,0,0,0,2,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Timur,Kota Malang,Blimbing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2382D62-DA4E-493F-800C-67E4C8D3A604,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669371,LKP Goldengate Tourism Academy,K5669371,Jl. Kepuh Utara no 18 RT 05/ rw 04 Malang,PURWODADI,KEC. BLIMBING,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.8/4104/35.73.301/2017,27-12-2017,421.8/4104/35.73.301/2017,27-12-2017,Lihat SK Operasional,2022-04-06 09,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,3,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Timur,Kota Malang,Blimbing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD6133BD-B3FE-4874-AD01-91C634266DE7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5664129,LKP Justine Salon,K5664129,Jl. Hamid Rusdi No.53,BUNULREJO,KEC. BLIMBING,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 2,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/1427/35.73.307/2010,05-04-2010,421.8/3738/35.73.301/2018,26-09-2018,Lihat SK Operasional,2019-09-06 09,,164,,2.,,,0341-323887,salonjustine53@gmail.com,,-7.968200000000,112.641800000000,0,0,0,4,KBK Kesehatan,,,2022/2023-2,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Timur,Kota Malang,Blimbing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CFA68DF4-8827-42C9-B78A-4FB6C1A05770,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669075,LKP MERACHEL ART & FASHION COURSE,K5669075,Jl. Laksda Adi Sucipto No. 190 Malang,BLIMBING,KEC. BLIMBING,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 2 dan KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,188.4/0075/35.73.301/2017,08-03-2017,421.8/0816/35.73.301/2018,08-03-2018,Lihat SK Operasional,2018-04-18 14,,"1,608",,2.,,,,info@merachel.com,www.merachel.com,.000000000000,.000000000000,0,0,0,7,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Timur,Kota Malang,Blimbing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/04460548-4B16-45ED-8BF0-B78D531417D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980841,LKP Perpajakan Brevet A & B,K9980841,Jl. Tumenggung Suryo No. 40 Kav A Malang,BUNULREJO,KEC. BLIMBING,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.8/2356/35.73.301/2017,01-10-2018,188.4/0913/35.73.301/2018,01-10-2018,Lihat SK Operasional,2018-11-12 08,,0,,2.,,,0341417240,ariantaschool@gmail.com,ariantaschool.com,.000000000000,.000000000000,0,0,0,0,KBK Bisnis dan Manajemen,,,2022/2023-2,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Timur,Kota Malang,Blimbing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8583628-4CB6-435D-B25A-8F9C976796D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996554,LKP SAILING INTERNATIONAL CRUISE LINE,K9996554,JL. L.A Sucipto No. 458-460,PANDANWANGI,KEC. BLIMBING,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,65,11-06-2015,188.4/35.73.301/2019,11-11-2019,Lihat SK Operasional,2020-09-28 07,,395,,2.,,,,,,-7.950200000000,112.664000000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Timur,Kota Malang,Blimbing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6B87613-999A-4DB9-838F-5CC51BFB2A7D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996518,LKP THETA INSTITUTE OF CLINICAL HYPNOTHERAPY,K9996518,PERUM. PONDOK BLIMBING INDAH P1/20,PANDANWANGI,KEC. BLIMBING,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,1,07-07-2020,420.3/0011/35.73.406/2020,22-07-2020,Lihat SK Operasional,2020-07-27 21,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,KBK Umum,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
