prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F88E04F5-0A32-4758-B3CF-7C07736CD7EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653972,LKP Al FATAH ENGLISH COURSE,K5653972,Kauman Utara Gg 2B/ 40 Jombang Jatim,DAPURKEJAMBON,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,563/3607/415.21/2016,17-11-2016,563/3607/415.21/2016,17-11-2016,Lihat SK Operasional,2017-02-14 08,C,0,,2.,,,,alfattahenglishcourse.aec@gmail.com,www.alfattahenglishcourse.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44F674BA-FCB2-4FC9-8283-6E9785F2C4BE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5654055,LKP Alfakom,K5654055,"Jl. Juanda No.25 Kepanjen  Kab. Jombang, Jawa Timur 61411",KEPANJEN,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,563/012/415.35/2017,10-02-2017,421.9/2367.4/415.16/2017,18-09-2017,Lihat SK Operasional,2019-04-25 18,B,0,,2.,,,,Alfakom_jbg@yahoo.com,www.alfakom.or.id,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A5551563-A32E-41FF-BDE0-FABB9FB87C99,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5654019,LKP ANDINI,K5654019,"Jl. Sisingamangaraja I/40, Jombang, Jatim 61417",KEPATIHAN,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,563/806/415.35/2018,24-05-2018,341.9/3357/415.16/2020,25-08-2020,Lihat SK Operasional,2021-12-13 17,Terakreditasi,0,,2.,,,0321862437,andinisalon@yahoo.com,andiniwedding.com,-7.533500000000,-112.230400000000,0,0,0,3,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Pariwisata,
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4E6BB266-68E7-47CB-A060-63B1887C7AB5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653970,LKP Bangun Karya,K5653970,"Jl. Anusapati No. 18, Kel. Kepanjen, Kec./Kab. Jombang, JATIM, Kode Pos 61411",KEPANJEN,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 1,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/36/415.30/2008,23-05-2008,421.9/262/415.35/2023,15-03-2023,Lihat SK Operasional,2023-03-16 13,C,0,,2.,,0321850942,0321850942,mahmudin.jmb@gmail.com,,.000000000000,.000000000000,0,0,0,6,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Seni Rupa dan Kriya,
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C3E8AEAE-0ACA-4A96-A8C3-C2CB8847CE08,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5654034,LKP Griya Paes Gandes Luwes,K5654034,"Jl Tanjung 5 Sambongdukuh, Jombang",SAMBONGDUKUH,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,214.9/354/416.16/2017,16-03-2017,421.9/354/415.16/2017,16-03-2017,Lihat SK Operasional,2018-05-02 12,C,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Pariwisata,
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5991F596-5B93-4105-A0CA-657CBE3D63F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653959,LKP Istikom,K5653959,"Jl. Jaksa Agung Suprapto No.01, Desa Kepanjen, Kab.Jombang",KEPANJEN,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AB0968,No. 07,05-09-2016,No. 421.9/2367/415.16/2017,18-09-2017,Lihat SK Operasional,2018-10-02 09,Terakreditasi,0,,2.,,,0321861715,istikomjombang@gmail.com,istikom.ac.id,-7.554700000000,112.235000000000,0,0,0,3,,,2022/2023-2,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D1AEE3AB-6FBD-4E09-9B8D-786619E81A98,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653973,LKP JASMINE,K5653973,Jl. Airlangga 40 Jelakombo Jombang Jatim,JELAKOMBO,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,563/0845/415.21/2014,20-04-2007,421.9/12/415.30/c/KHs/2007,20-03-2014,Lihat SK Operasional,2017-02-03 09,,0,,2.,,,0321850443,deddymister77@gmail.com,www.airlanggajasmine.blogspot.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A3BF478A-1980-41A3-BB38-6CD57F6A84D7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5654053,LKP Karina,K5654053,"Perum. Pulo Asri Sejahtera E-9 RT.04 RW.08 Ds. Pulolo, Kab. Jombang - Jawa Timur",PULO LOR,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,563/0668/415.21/2015,02-03-2015,563/0668/415.21/2015,02-03-2015,Lihat SK Operasional,2017-02-10 11,A,0,,2.,,081553528774 (WA),,karinajombang@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Pariwisata,
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/46B21D2A-B536-48F3-9AD8-2EB00D436E35,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5654052,LKP Macyndra,K5654052,"Jl. KH. Abdurrahman Wahid (Gus Dur) Ruko Simpang Tiga D-6, Mojongapit, Jombang",MOJONGAPIT,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,563/2910/415.21/2014,04-09-2014,563/2910/415.21/2014,04-09-2014,Lihat SK Operasional,2017-02-10 11,C,0,,2.,,,,imajbg2000@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/24CAAD58-0CA8-410E-9FBC-5025F34D3E57,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653957,LKP Modes Kurniarum,K5653957,Jl. Empu Gandring No.03 Jalakombo Jombang Jawa Timur 61412,JELAKOMBO,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/4020/415.16/2020,16-03-2016,421.9/4020/415.16/2020,05-10-2020,Lihat SK Operasional,2021-12-14 16,C,0,,2.,,,,kurniarumjombang@gmail.com,,-7.551600000000,112.240300000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Pariwisata,
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E93FE4FB-1821-431B-AC47-1489152C56B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653961,LKP Modes Sri Rejeki,K5653961,"Jl. Hasyim Ashari Parimono IV/3, Desa Plandi Kec. Jombang Kab. Jombang, Jawa Ti",PLANDI,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 2,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,563/3168/415.21/2015,22-10-2015,563/3168/415.21/2015,22-10-2015,Lihat SK Operasional,2017-02-08 08,C,0,,2.,,,0321865303,srrejeki@gmail.com,,-7.566600000000,112.236300000000,0,0,0,4,,,2022/2023-2,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Pariwisata,
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D01CDC27-37DA-4F04-BBB9-8F21F8F24032,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998392,LKP Pesantren Teknologi Informasi dan Komunikasi (PeTIK) II,K9998392,"Jl. KH. Bisri Syansuri RT 001 RW 005, Ds. Plosogeneng, Kec. Jombang",JOMBANG,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/014/415.35/2022,22-08-2022,421.9/107/415.35/2022,15-09-2022,Lihat SK Operasional,2022-12-30 09,,"3,740",,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/19BE2A23-1D16-4942-98F4-554CB4E61B1B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653966,LKP TOPSY,K5653966,Jl. KH. Wahid Hasyim No. 147,KEPANJEN,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,563/066/415.21/2015,07-04-2015,563/066/415.21/2015,07-04-2015,Lihat SK Operasional,2017-02-08 08,C,0,,2.,,,,lkptopsy@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Kesehatan,
Jawa Timur,Kab. Jombang,Jombang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6018B780-DE90-42CE-9355-EA3626463F76,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996637,LKP Yayasan Syafaat,K9996637,KH.Wahab Hasbullah No.228 Tambakrejo Jombang,TAMBAK REJO,KEC. JOMBANG,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,9120004390661,06-03-2019,421.9/4996/415.16/2019,18-10-2019,Lihat SK Operasional,2020-09-16 17,,101,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
