prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Nusa Tenggara Barat,Kab. Lombok Tengah,Kopang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10656DF5-688E-47B7-8685-8EFE612340D7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69898648,ABDUL QADIR,69898648,Montong Gamang Kopang,MONTONG GAMANG,KEC. KOPANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,2015,01-07-2015,2015,01-07-2015,Lihat SK Operasional,2016-01-24 22,,0,,2.,,,,,,-8.634724100000,116.371363700000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Kopang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/21CF9DC1-DDC8-437B-B458-815517D0639F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997971,LKP ALL PRINTING COURSE,K9997971,Jalan Purbaya No. 15,KOPANG REMBIGA,KEC. KOPANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,0004/LKP/IV/2022/DPMPTSP,07-04-2022,0004/LKP/IV/2022/DPMPTSP,07-04-2022,Lihat SK Operasional,2022-04-14 09,,380,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Kopang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8B871323-BD52-40A1-9F59-99A165C7251B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996945,LKP ARTA PRATAMA SALON,K9996945,Dusun Lingkung,KOPANG REMBIGA,KEC. KOPANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/10/Disdik,05-01-2021,421.9/10/Disdik,05-01-2021,Lihat SK Operasional,2021-01-28 13,,110,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Kopang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/52E72A76-34A8-4BFD-891F-88841641FD72,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989971,LKP AYU SALON,K9989971,Dusun Repok Bijang,WAJA GESENG,KEC. KOPANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/1295/Disdik,13-11-2019,421.9/1295/Disdik,13-11-2019,Silakan Upload SK,,,120,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,KBK Umum,
Nusa Tenggara Barat,Kab. Lombok Tengah,Kopang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B1C1407D-2A21-46DC-91D3-B706ED97997D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990326,LKP DIANA,K9990326,Dusun Anyar,DASAN BARU,KEC. KOPANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/295/Disdik,08-04-2020,421.9/295/Disdik,08-04-2020,Lihat SK Operasional,2020-04-28 20,,133,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Kopang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DF27D183-B284-4DBF-A23C-538070E0E824,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996709,LKP HOME SALON,K9996709,Dusun Lanji,DARMAJI,KEC. KOPANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/676/Disdik,24-09-2020,421.9/676/Disdik,24-09-2020,Lihat SK Operasional,2020-10-13 12,,260,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Kopang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/12A86A5E-126D-4D69-BC68-D127B42D2CE7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5656029,LKP KANTI SALON,K5656029,Jl. Raya Renggung Kopang,KOPANG REMBIGA,KEC. KOPANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/564/Dikpora,18-06-2014,421.9/564/Dikpora,18-06-2014,Silakan Upload SK,,C,200,,2.,,,,kantisalon@yahoo.co.id,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Kopang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FE5FAF26-C5A7-459B-9336-093543E2FDB7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669448,LKP LALAK SALON,K5669448,Dusun Peresak,KOPANG REMBIGA,KEC. KOPANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/1581/Disdik,03-09-2018,421.9/1581/Disdik,03-09-2018,Lihat SK Operasional,2018-09-20 11,C,157,,2.,,,,salonlala0@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Kopang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/220D1A6B-C548-41EF-B2F9-78CA252F3FDA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5655984,LKP MODES KARTINI MUDA,K5655984,Jl.Bung Karno No.12 Jelojok,KOPANG REMBIGA,KEC. KOPANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/115.IV/Dikpora,13-07-2005,421.9/501/Dikpora,09-08-2016,Lihat SK Operasional,2017-04-10 15,,270,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Nusa Tenggara Barat,Kab. Lombok Tengah,Kopang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C76F3421-47BE-4BB5-B486-F3AC50979BBF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997853,LKP RIYA SALON,K9997853,Dusun Bebuak,BEBUAQ,KEC. KOPANG,KAB. LOMBOK TENGAH,PROV. NUSA TENGGARA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,13012200168910001,11-02-2022,13012200168910001,11-02-2022,Lihat SK Operasional,2022-02-24 14,,220,,2.,,085954401715,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
