prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Jawa Barat,Kab. Cianjur,Sukaluyu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/21B7EA6C-3D54-4E7A-9B00-27C2489E75E8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997595,LKP DETRIA EDUCATION & TRAINING CENTER,K9997595,Jl. Terusan Sodong No.18 Pasir Goong Rt. 02 Rw. 01,TANJUNGSARI,KEC. SUKALUYU,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,DS/YYS-21/KAB/2021,11-02-2021,421.9/049/PAUDNI-K/Kab/2021,19-03-2021,Lihat SK Operasional,2021-11-08 08,,150,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Sukaluyu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C58C669F-9257-4ABD-9812-6C8764F612B2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997148,LKP SAUNG BUNDA,K9997148,Jln Baru Tungturunan Kp Pair Loji,SUKASIRNA,KEC. SUKALUYU,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,270/294/Pem/II/2021,16-03-2021,421.9/ 1414.a / PAUDNI-K/KAB/2020,24-09-2019,Lihat SK Operasional,2021-03-29 21,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Sukaluyu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD35A879-127E-4C0B-ADDA-CC17CEE95334,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998629,PKBM AL - ARDI,P9998629,Kp. Garduh Rt.001 Rw. 001,SUKALUYU,KEC. SUKALUYU,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan INSAN MAHARDIKA PINANGGIH,AI0888,400/14/PM/XII/2022,20-12-2022,421.9/ 1489 /PAUDNI/KAB/2022,11-11-2022,Lihat SK Operasional,2022-12-20 14,,"2,000",1. Telkom Speedy,2. Telkom Speedy,PLN,,,pkbmalardi@gmail.com,,.000000000000,.000000000000,3,0,0,2,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,0,0,1,2,3,0,0,0,0,3,0,1,2,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2013,Telkom Speedy
Jawa Barat,Kab. Cianjur,Sukaluyu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B5EFC44-0E80-4C61-A290-AD6D5D5D3F39,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997692,PKBM AL-AWWAL,P9997692,Kp. Tonjong Rt.02 Rw. 05,TANJUNGSARI,KEC. SUKALUYU,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,474/DS/Pem/2021,02-02-2021,421.9/ 01 / PAUDNI-K/KAB/2021,16-04-2021,Lihat SK Operasional,2021-09-20 13,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Sukaluyu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23E2EAC1-596C-49A9-904E-94C5020553F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997478,PKBM AL-IKHLAS,P9997478,Kp. Pasir Oray RT. 02 RW. 02,PANYUSUHAN,KEC. SUKALUYU,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AL IKHLAS ASSUPIYUDIN,AX4539,421.9/154/PAUDNI-K/KAB/2021,23-02-2021,421.9/154/PAUDNI-K/KAB/2021,23-02-2021,Lihat SK Operasional,2021-06-22 06,,500,,2.,,,,,,.000000000000,.000000000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Paket C IPS 2013,
Jawa Barat,Kab. Cianjur,Sukaluyu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE48AE6D-4A78-4A5B-B204-243292338E76,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2962893,PKBM AL-ISTIQLAL,P2962893,JL RAYA BANDUNG KM 11,HEGARMANAH,KEC. SUKALUYU,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9.429.b/PAUDNI-K/KAB/2018,03-04-2018,421.9/1118 / PAUDNI-KAB/2022,26-09-2022,Lihat SK Operasional,2022-10-06 08,B,800,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,pkbm.istiqlal@gmail.com,,-6.806800000000,107.235500000000,20,0,0,6,Siang/6 hari,,2022/2023-2,"1,400",3,0,1,2,0,0,0,20,20,0,0,0,0,20,0,2,18,2,2,6,8,1,1,0,17,3,0,3,0,0,0,0,1,0,Paket C IPS 2013,Telkomsel Flash
Jawa Barat,Kab. Cianjur,Sukaluyu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3DB7A4AB-D9B9-4FD7-888D-5E953BD46972,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998866,PKBM AL-MANAN,P9998866,Kp. Cisirih RT/RW 003/004,SUKASIRNA,KEC. SUKALUYU,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,02/YAJK/PKBM-A/2020,10-06-2020,421.9/152/PAUDNI-K/Kab/2021,23-02-2021,Lihat SK Operasional,2023-05-19 09,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Sukaluyu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E780661D-58D3-4027-8056-45605DD22693,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998693,PKBM BINA INSAN CENDEKIA,P9998693,KP. PASIR ORAY RT 05 RW 08,SINDANGRAJA,KEC. SUKALUYU,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,434.09/sk.pkbm/xi/2022,01-11-2022,421.9/1490/PAUDNI/KAB/2022,18-11-2022,Lihat SK Operasional,2023-01-30 15,,102,1. XL (GSM),2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,3,0,0,2,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,2,1,2,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,2013,XL (GSM)
Jawa Barat,Kab. Cianjur,Sukaluyu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/53FE7BE3-20B3-4355-918A-163C19B5B312,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998828,PKBM KRIYA KENCANA,P9998828,Kp. Paseban Rt. 005Rw. 001,HEGARMANAH,KEC. SUKALUYU,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,SK/KK/01-PKBM/2023,16-02-2023,421.9/ 354 /PAUDNI/KAB/2023,24-03-2023,Lihat SK Operasional,2023-04-29 18,,0,,2.,,,,,,.000000000000,.000000000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Sukaluyu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E7251B0D-9FAE-4B67-98B6-8C4595A17C55,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997480,PKBM PASIR PARAHU,P9997480,Kp. Pasirparahu RT. 01 RW. 05,SELAJAMBE,KEC. SUKALUYU,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/80/PAUDNI K/KAB/2021,07-04-2021,421.9/80/PAUDNI K/KAB/2021,07-04-2021,Lihat SK Operasional,2021-06-22 06,,300,1. -,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,7,0,0,4,Sore/6 hari,,2022/2023-2,"1,300",4,0,0,0,0,0,7,2,7,0,0,0,0,7,0,1,6,4,0,0,0,2,1,0,2,5,0,4,0,0,0,0,0,0,Paket C IPS 2013,Tidak Ada
