prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Sumatera Utara,Kab. Langkat,Sei Lepan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A1C9D946-C7D0-451B-9DF8-40741A3C6614,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69971211,Darul 'Ulum Nizamuddin,69971211,Dusun VI Suka Ramai Hulu,TELAGA SAID,KEC. SEI LEPAN,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Pondok Pesantren,Kementerian Agama,,,Nomor 153 Tahun 2017,14-08-2017,Nomor 153 Tahun 2017,14-08-2017,Silakan Upload SK (link file tidak valid) => [-],2017-12-22 10,,0,,2.,,,,,,3.514200000000,98.163430000000,0,10,6,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Utara,Kab. Langkat,Sei Lepan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2457FB2-E520-46AA-AFB9-6887A3B80171,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981510,LKP AL-HABIB COM,K9981510,LINGKUNGAN KAMPUNG BARU,ALUR DUA,KEC. SEI LEPAN,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,67,21-03-2018,421.9/1077.3/K/2018,21-08-2018,Lihat SK Operasional,2019-07-08 14,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Sei Lepan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BF3FBEA0-45F6-487D-8F63-C5CFCB665519,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996629,LKP AN-NAJAH,K9996629,Lingkungan Jasa Makmur Kel. Harapan Jaya Kec. Sei Lepan Kab. Langkat,HARAPAN JAYA,KEC. SEI LEPAN,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,02,16-07-2012,421.9/4625.III/K/2018,23-08-2018,Lihat SK Operasional,2020-09-11 22,,400,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Utara,Kab. Langkat,Sei Lepan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8030070B-13D7-4EB0-91D9-2AAEF890158A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989863,LKP AYUDHYA,K9989863,Lingkungan Sidodadi Kel Harapan Jaya Kec. Sei Lepan,HARAPAN JAYA,KEC. SEI LEPAN,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,01,03-05-2011,421.9/2199.III/K/2017,03-11-2017,Lihat SK Operasional,2019-11-01 10,,600,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,KBK Teknologi Informasi dan Komunikasi,
Sumatera Utara,Kab. Langkat,Sei Lepan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/982F7186-E8EB-440D-B715-57299373F500,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669483,LKP BINIKA,K5669483,Dusun V Sukaramai Desa Telagah Said,TELAGA SAID,KEC. SEI LEPAN,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,108/SK/TS/IX/2018,28-09-2018,421.9/2798.III/K/2018,23-07-2018,Lihat SK Operasional,2018-10-02 11,,260,,2.,,,,lkpbinika@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Sumatera Utara,Kab. Langkat,Sei Lepan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0889A08C-E436-47E3-92BB-787F5BF55D8B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997174,LKP CAHAYA BUNDA,K9997174,Dusun I Sei Minyak Sei Hulu Pos III Desa Harapan Maju,HARAPAN MAJU,KEC. SEI LEPAN,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,140,19-12-2019,42.9-005/PNF-LKP/DPMP2TSP/2021,16-03-2021,Lihat SK Operasional,2021-04-06 22,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Utara,Kab. Langkat,Sei Lepan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/425950DA-0BC5-4EB5-9153-D507FB6B802F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984262,PKBM AN-NAJAH,P9984262,Lingkungan Jasa Makmur Kel. Harapan Jaya Kec. Sei Lepan Kab. Langkat,HARAPAN JAYA,KEC. SEI LEPAN,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN AN-NAJAH SEI LEPAN,AB6596,043/SK/HJ/III/2019,04-03-2019,421.9/02720.III/K/2018,28-08-2018,Lihat SK Operasional,2019-03-18 10,,"2,500",1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,,,pkbmannajah@gmail.com,,3.787606600000,98.037248400000,5,0,0,4,Sehari Penuh/6 hari,,2022/2023-2,"1,289",9,0,0,0,0,0,7,0,5,0,0,0,0,5,0,2,3,2,1,1,0,1,0,0,1,4,0,9,0,0,0,0,0,0,Paket B dan Paket C,Paket C IPS 2013,Telkomsel Flash
Sumatera Utara,Kab. Langkat,Sei Lepan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ECC000B4-68E5-4E12-B3A6-7E601A2AECE5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2965171,PKBM BINIKA,P2965171,DUSUN V SUKA RAMAI,TELAGA SAID,KEC. SEI LEPAN,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,06,09-01-2014,421.9-0071/PNF-PKBM/DPMP2TSP/2020,06-03-2020,Lihat SK Operasional,2020-03-24 12,B,"2,364",1. Axis,2. Lainnya (Kabel),PLN,,,pkbmbinika@yahoo.com,,3.911277500000,98.281509100000,8,0,0,8,Siang/6 hari,,2022/2023-2,"2,200",6,0,0,0,0,0,10,1,8,0,0,0,0,8,0,4,4,3,1,2,0,1,0,1,2,6,0,6,0,0,0,0,0,0,Paket B dan Paket C,Paket C IPS 2013,Axis
Sumatera Utara,Kab. Langkat,Sei Lepan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A6795D32-ACF2-4464-B889-FD784356836A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996948,PKBM MUHAMMAD YAASIIN,P9996948,Lingkungan Sidodadi Kel Harapan Jaya Kec. Sei Lepan,HARAPAN JAYA,KEC. SEI LEPAN,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,05,20-02-2015,421.9-0078/PNF-PKBM/DPMP2TSP/2020,20-10-2020,Lihat SK Operasional,2021-04-14 14,,"6,000",1. Telkom Speedy,2. Telkomsel Flash,PLN,,,pkbmyaasiin@gmail.com,http,3.834214800000,98.077889000000,6,0,0,4,Pagi/6 hari,,2022/2023-2,"2,200",6,0,0,0,0,0,5,2,6,0,0,0,0,6,0,1,5,5,0,1,0,0,0,0,4,2,3,3,0,0,0,0,0,0,Paket B dan Paket C,Paket C IPS 2013,Telkom Speedy
Sumatera Utara,Kab. Langkat,Sei Lepan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/820570A7-8D7D-4839-8BC5-74337B349FAD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951014,PPS Darurrosyid,69951014,Lingkungan Sidodadi Kelurahan Harapan Jaya,LAMA BARU,KEC. SEI LEPAN,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,3.944252000000,98.256217000000,0,26,4,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
