prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5D0E4325-C797-4A0A-B956-2E80D7C287D5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665353,LKP AL-AZHAR,K5665353,Jl. KH. Mansyur No. 41A RT. 01 RW.01 Kota Pasuruan,TEMBOKREJO,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,88,23-02-2015,420/020/423.207/2016,08-11-2016,Lihat SK Operasional,2016-12-15 13,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E72C19A-8DE8-4428-B058-EFF7C59282C0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665333,LKP ASRI,K5665333,"Jl. Sukun 12 RT. 04 RW. II Purutrejo Pasuruan, Jawa Timur",PURUTREJO,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,68,25-08-2014,420/032/423.207/2015,14-04-2015,Lihat SK Operasional,2016-10-31 11,,357,,2.,,3575021401980001,,s.rahmandhani@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F501C7F-7BA7-46ED-9286-1BE65E2E66A8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665351,LKP BINA ILMU,K5665351,Jl. RW. Monginsidi RT. 04 RW. IV Kota Pasuruan,KEBONAGUNG,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,35,18-09-2012,420/019/423.207/2016,15-09-2016,Lihat SK Operasional,2016-12-16 08,,294,,2.,,,,yazidmuh56@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/95CA0322-18DD-4B6B-AF82-5BF1F580A0DC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665329,LKP BOUNCY EDUCATION CENTER (BEC),K5665329,Jl. Kebon Jaya No. 17 RT. 03 RW. 06 Kota Pasuruan,KEBONAGUNG,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01,01-11-2007,420/004/423.107/2018,14-05-2018,Lihat SK Operasional,2018-10-11 15,,129,,2.,,,,becpasuruan@gmail.com,becpasuruan.blogspot.com,-7.662100000000,112.896400000000,1,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,12,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,KBK Bisnis dan Manajemen,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F084F3DD-918A-4B12-A2CA-49F005C469BE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665338,LKP DEWI AYU SALON,K5665338,Komplek Pertokoan Kebonagung WB 15 Kota Pasuruan,KEBONAGUNG,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,03,02-05-2011,420/009/423.207/2016,16-03-2016,Lihat SK Operasional,2016-12-15 12,,0,,2.,,,,dewiayu60@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Kesehatan,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BC4212D3-B02C-4EC9-BB61-37E2681F6A28,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667405,LKP HETTY SALON,K5667405,Jl. Kebon Jaya No. 172 RT.05 RW.06 Kota Pasuruan,KEBONAGUNG,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,46,29-08-2006,420/004/423.107/2019,27-12-2019,Lihat SK Operasional,2017-01-12 14,,145,,2.,,,,retnoningsihhetty@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Pariwisata,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F037220D-C8F0-4C88-9030-A974F6A0B855,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665337,LKP INKA GROUP,K5665337,Jl. Jambangan III No 5-7 Kota Pasuruan,PURWOREJO,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,21,25-09-1992,420/022/423.207/2016,08-11-2016,Lihat SK Operasional,2016-12-15 12,B,0,,2.,,,,inkagroup.ig@gmail.com,lkp-inka-group.business.site,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E2C5FC81-3BFF-4BFB-A1BB-53194E43FD18,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665327,LKP INTERACTIVE INSTITUTE,K5665327,Jl. Dr. Wahidin Selatan No. 182 Kota Pasuruan,PURUTREJO,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,02,02-07-2012,420/005/423.207/2014,21-02-2014,Lihat SK Operasional,2016-12-16 08,,0,,2.,,,0343423348,lkpinteractiveinstitute@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D842AB9-EB6E-4D48-945C-2BB34B11B777,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665328,LKP IYI-Sentra Ilmu&Teknologi,K5665328,Jl. Untung Suropati No. 23 Kota Pasuruan,KEBONAGUNG,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,59/I04.7/I-89,28-11-1989,420/001/423.107/2018,16-01-2018,Lihat SK Operasional,2018-10-11 15,Terakreditasi,205,,2.,,03435610791,0343421033,lkp.iyi23@gmail.com,www.iyipasuruan.com,-7.663300000000,112.895800000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Bahasa,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3EDB7A36-5DD4-4BA6-9D70-C6C454ABA734,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665336,LKP KUMON,K5665336,Jl. Panglima Sudirman VIII/1A Kota Pasuruan,PURWOREJO,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,057/KUMON/I/2021,01-01-2021,420/003/LKP/423.107/2021,11-05-2021,Lihat SK Operasional,2016-12-15 15,,88,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
