prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Jawa Timur,Kota Pasuruan,Panggungrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD6D1982-739C-4296-BC78-F3A93E07EC26,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69958633,Assa Adah,69958633,Jl. Cemara X / No. 5 Bugul Lor,BUGUL LOR,KEC. PANGGUNGREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,01/11/2005,15-07-2004,1064/Kk.13.27.3/PP.01.1/08/2019,30-08-2019,Lihat SK Operasional,2022-06-06 15,,0,,2.,,,,,,-7.644700000000,112.917900000000,0,0,46,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kota Pasuruan,Panggungrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0944269-D632-414D-8B91-A23EF9F056FF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69957491,Hidayatus Salafiyah,69957491,Jl. Hasanudin,KARANGANYAR,KEC. PANGGUNGREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,01-09-2017,,01-09-2017,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kota Pasuruan,Panggungrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ABB3C9E2-D89B-486F-BD72-C953619C8A05,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665345,LKP HIDCOM,K5665345,Jl. Dewi Sartika Va/248 Kota Pasuruan,BANGILAN,KEC. PANGGUNGREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,06,15-12-2012,420/020/423.207/2014,15-07-2014,Lihat SK Operasional,2016-12-15 11,,0,,2.,,,,pasuruan.hidcom@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,KBK Teknologi Informasi dan Komunikasi,
Jawa Timur,Kota Pasuruan,Panggungrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3E6947EE-E6EF-4481-86E0-77D9AEA76DAA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667162,LKP MUSIC KIDS SCHOOL,K5667162,Jl. KH. Abdul Hamid No. 17 RT. 01 RW. II Pasuruan,KEBONSARI,KEC. PANGGUNGREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,80,28-03-2016,420/018/423.207/2016,22-07-2016,Lihat SK Operasional,2016-11-02 15,,0,,2.,,,03435614289,andryevanhousten96@gmail.com,musickidsschool.blogspot.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kota Pasuruan,Panggungrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C8B88A1-2AF3-4F55-BDB6-B1AE6F9B0328,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665348,LKP MUSTIKA SALON,K5665348,Jl. Kolonel Sugiono No.15 RT. 02 RW. 03 Kota Pasuruan,TRAJENG,KEC. PANGGUNGREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,08,04-03-2009,420/009/423.207/2015,11-06-2015,Lihat SK Operasional,2016-12-15 12,,154,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kota Pasuruan,Panggungrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/243D4AAC-CD0E-4E60-A607-D5B0573205EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665358,LKP SANGGAR SENI DHARMA BUDAYA,K5665358,Jl. Pahlawan No. 28 B Kota Pasuruan,PEKUNCEN,KEC. PANGGUNGREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,17,16-12-2011,420/002/K/423.207/2015,04-02-2015,Silakan Upload SK,,,0,,2.,,,426464,dharmabudaya1981@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Jawa Timur,Kota Pasuruan,Panggungrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45B7FC0B-9710-4A48-8F88-C473D33746CE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665330,LPK BINTANG KOMPUTER,K5665330,Jl. Sukarno Hatta I No. 225 Kota Pasuruan,BANGILAN,KEC. PANGGUNGREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,046/Kom./PLS/VIII/2005,05-08-2005,420/008/423.107/2023,18-05-2017,Silakan Upload SK (link file tidak valid) => [829875-542694--],2023-06-06 09,Terakreditasi,60,,2.,,,03437741185,bint4angcomputer@gmail.com,bintang-computer.blogspot.com,-7.639700000000,112.909200000000,0,0,0,2,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KKNI Level 3,KBK Teknologi Informasi dan Komunikasi,
Jawa Timur,Kota Pasuruan,Panggungrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/48B2B30D-5145-4C79-830A-412FF1F19379,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937176,PAKET PP. TARBIYATUS SALAFIYAH,69937176,JL. HANG TUAH VII,MAYANGAN,KEC. PANGGUNGREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kota Pasuruan,Panggungrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/054BB61F-267C-4E07-9585-B254098FEBFD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9952599,PKBM DIMUDA,P9952599,Jl. MT. Haryono No.02 Pasuruan,MANDARANREJO,KEC. PANGGUNGREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN KH. M. DAHLAN,AO1422,AHU-0002267.AH.01.04 TAHUN 2015,13-02-2015,420/001/PKBM/423.207/2016,15-09-2016,Lihat SK Operasional,2016-10-26 09,,218,1. -,2. Telkom Speedy,PLN,,0343424264,pkbmdimuda26@gmail.com,,-7.634283300000,112.916780000000,0,0,0,5,Sore/6 hari,,2022/2023-2,900,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"Paket A, Paket B,  dan Paket C",Paket C IPS 2013,Tidak Ada
Jawa Timur,Kota Pasuruan,Panggungrejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A51D3EE-9837-452F-9E72-511BEBFDA60D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2964366,PKBM TALIMIL QURAN,P2964366,JL. HANGTUAH GG. X NO. 337 A,NGEMPLAKREJO,KEC. PANGGUNGREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AO1404,C – 351.HT.03.01 – TH.2002,24-03-2011,420/002/PKBM/423.107/2020,31-05-2011,Lihat SK Operasional,2023-02-11 21,,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,0343415654,pkbmtalimilquran@gmail.com,,-7.633325700000,112.912564700000,11,0,0,9,Malam/6 hari,,2022/2023-2,"2,099",5,0,1,0,1,1,14,0,11,0,0,0,8,3,0,11,0,1,4,2,0,2,2,0,5,6,5,0,0,0,1,0,0,0,"Paket A, Paket B,  dan Paket C",2013,Telkomsel Flash
