prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum
Sulawesi Selatan,Kota Makassar,Makasar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58A08B88-B8DE-49FF-A305-F38A89B60298,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668613,LKP AKUNTANSI YPK ALIAH,K5668613,JL. URIP SUMOHARJO NO 240-246,MACCINI,KEC. MAKASAR,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,8,18-10-2005,421.9/100/DP/KP/XI/2017,10-11-2017,Lihat SK Operasional,2018-01-04 09,,240,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Makasar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/41E6BCFE-3AF5-4623-B80E-73B05CE21778,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0561442,LKP Ami Rezky Amaliah,K0561442,Jl. Kerung-Kerung No.24 Kota.Makasar,MACCINI GUSUNG,KEC. MAKASAR,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,02,09-08-2006,421.9/160/DPK/KP/V/2016,30-05-2016,Lihat SK Operasional,2017-04-06 15,B,150,,2.,,0411444203,,lpkara70@gmail.com,https,-5.140100000000,119.427700000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sulawesi Selatan,Kota Makassar,Makasar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B01B84A8-D3AE-40B8-A977-12D429F32983,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0561516,LKP ANANDA,K0561516,Jl. Muh.Yamin Lr.10 No 80 Kota Makassar,BARA-BARAYA UTARA,KEC. MAKASAR,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,268,31-03-2012,503/0003/LKP/DPM-PTSP/I/2019,28-01-2019,Lihat SK Operasional,2017-04-17 08,C,150,,2.,,,,,,-5.141500000000,119.431600000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sulawesi Selatan,Kota Makassar,Makasar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DD48561-CC6A-4B2E-849A-9F32EA7EBCE6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668612,LKP AUDIO VIDEO YPK ALIAH,K5668612,JL. URIP SUMOHARJO NO 240-246,MACCINI,KEC. MAKASAR,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,18,18-10-2005,421.9/07/DP/KP/XI/2017,10-11-2017,Lihat SK Operasional,2018-01-04 09,,240,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Makasar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3A7D4F73-C3C6-4D08-A72E-2EBC8C8D3DB9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668617,LKP BAHASA ARAB YPK ALIAH,K5668617,JL. URIP SUMOHARJO NO 240-246,MACCINI,KEC. MAKASAR,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,8,18-10-2005,421.9/102/DP/KP/XI/2017,10-11-2017,Lihat SK Operasional,2018-01-04 10,,240,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Makasar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/08D3EE27-8BE8-4192-881E-7298D6D71185,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668615,LKP BAHASA ASING YPK ALIAH,K5668615,JL. URIP SUMOHARJO NO 240-246,MACCINI,KEC. MAKASAR,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,8,18-10-2005,421.9/101/DP/KP/XI/2017,10-11-2017,Lihat SK Operasional,2018-01-04 09,,240,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Makasar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B806EBC-83DB-4D71-BB6C-E8B8E01E258B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668614,LKP KOMPUTER YPK ALIAH,K5668614,JL. URIP SUMOHARJO NO 240-246,MACCINI,KEC. MAKASAR,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,8,18-10-2005,421.9/103/DP/KP/XI/2017,10-11-2017,Lihat SK Operasional,2018-01-04 09,,240,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Makasar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D3AC963C-82F3-4C33-979B-3C14231368B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668618,LKP MEKANIK OTOMOTIF YPK ALIAH,K5668618,JL. URIP SUMOHARJO NO 240-246,MACCINI,KEC. MAKASAR,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,8,18-10-2005,421.9/105/DP/KP/XI/2017,10-11-2017,Lihat SK Operasional,2018-01-04 10,,240,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Makasar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1888CE8F-823C-4687-B4A0-C717F849857D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668620,LKP MENGEMUDI MOBIL YPK ALIAH,K5668620,JL. URIP SUMOHARJO NO 240-246,MACCINI,KEC. MAKASAR,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,8,18-10-2005,421.9/104/DP/KP/XI/2017,10-11-2017,Lihat SK Operasional,2018-01-04 10,,240,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Makasar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/83B2713C-FA1B-4776-B602-969CC4D5A0BE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668619,LKP MENJAHIT YPK ALIAH,K5668619,JL. URIP SUMOHARJO NO 240-246,MACCINI,KEC. MAKASAR,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,8,18-10-2005,421.9/106/DP/KP/XI/2017,10-11-2017,Lihat SK Operasional,2018-01-04 10,,240,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
