prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Muaradua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F682DDC0-B5EC-465D-BD66-578D4BE93A02,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981227,LKP AL-IKHLAS,K9981227,TALANG PANCUR,PASAR MUARA DUA,KEC. MUARADUA,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,420/001/LKP.AL.I/DISDIK.OS/2018,23-07-2007,422/199/PAUD & PNF/2019,04-02-2019,Lihat SK Operasional,2019-04-02 08,,250,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Muaradua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B88E072D-4B03-4132-9CB8-3CB323265026,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998307,LKP AL.SHADRINA COMPUTER,K9998307,DESA PELANGKI,PELANGKI,KEC. MUARADUA,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,420/01/LKP.AL.SC/DISDIK.OS/2022,18-07-2022,503/02/IOP/DPMPTSP.OKUS/III/2022,09-03-2022,Lihat SK Operasional,2022-10-13 10,,250,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Muaradua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27CBA828-B70E-4866-ABCE-822815811692,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5657518,LKP Anggella,K5657518,Jl. Raya Ranau Lama Kelurahan Bumi Agung No. 101 Kec. Muaradua Kab. Ogan Komerin,BUMI AGUNG,KEC. MUARADUA,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,07-11-2017,,07-11-2017,Silakan Upload SK,,Belum Terakreditasi,0,,2.,,,,lkp_anggella@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Muaradua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/565687BA-4691-49FD-8E7E-08E56E5C359B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981194,LKP AR-Rahman Comp,K9981194,Jln. Raya Ranau Kecipung No.36,BATU BELANG JAYA,KEC. MUARADUA,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,422/105/PAUD&PNF/Disdik.OS.2018,26-01-2018,422/105/PAUD&PNF/Disdik.OS.2018,26-01-2018,Lihat SK Operasional,2019-03-26 08,,400,,2.,,,,msmardan427@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Muaradua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/26F7891B-4FE5-4FFC-93CC-8C637714992D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5657479,LKP DZAKY COURSE,K5657479,Jl. Kel Kisau Kec.Muaradua Kab. Ogan Komering Ulu Selatan,KISAU,KEC. MUARADUA,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,12,01-06-2017,-12,01-11-2017,Silakan Upload SK,,,0,,2.,,,,,,-4.528042400000,104.076181900000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Muaradua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/71BDB15A-ED50-46A7-B5F8-CF69CBD07DB1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996926,LKP ENGLISH EDUCATION CENTER  (EDC-OKUS),K9996926,"Jalan Raya Ranau Muaradua, Tebing Gading No 8 Kec. Muaradua Kab. OKU Selatan",BATU BELANG JAYA,KEC. MUARADUA,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,001/KPTS/LKP EDC-OKUS/XI/2020,26-11-2020,503/01/PIPSP/DPMPTSP/2021,16-01-2021,Lihat SK Operasional,2021-01-20 23,,300,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Bahasa,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Muaradua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9FCF16E1-D65C-42CB-B337-34912A4CF4B6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998223,LKP LUAR BIASA,K9998223,JL. RA Kartini Kecipung Kel. Batu Belang Jaya,BATU BELANG JAYA,KEC. MUARADUA,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01/SK/1803-YSA/VI/2022,26-07-2022,503/42/IOP/DPMPTSP.OKUS/VII/2022,26-07-2022,Lihat SK Operasional,2022-09-05 09,,300,,2.,,081271701339,,Sumartiniakbar8307@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Muaradua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/18ECE436-6597-429D-88C1-78414ED2BF78,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989975,LKP MUFIDAH LEARNING CENTER,K9989975,Jln. Pemkab Lingkungan 11 Batu Belang JAya,BATU BELANG JAYA,KEC. MUARADUA,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,420/263/paud&pnf/DISDIK.OS/2019,02-01-2019,420/263/paud&pnf/DISDIK.OS/2019,02-01-2019,Silakan Upload SK,,,200,,2.,,,,,,-4.549131000000,104.082249000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Muaradua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5F098466-A4E3-46B8-84A2-F671C17557E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981174,LKP NORA KONVEKSI,K9981174,Perumahan Griya Selatan Permai Blok D 10,BATU BELANG JAYA,KEC. MUARADUA,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,420/001/LKP.NK/DISDIK.OS/2018,06-11-2017,420/001/Sekret/Disdik.OS/2018,02-01-2018,Lihat SK Operasional,2019-03-18 10,,250,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Muaradua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5EE281A6-C804-4DFF-8300-61BD69B21D30,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9934769,PKBM KADER BANGSA,P9934769,Pancur Pungah,PANCUR PUNGAH,KEC. MUARADUA,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,NO 1,02-06-2008,420/027/PNFI/Disdik.OS/20,04-01-2016,Lihat SK Operasional,2021-08-28 00,B,"1,250",1. Telkomsel Flash,2. Telkom Speedy,PLN & Diesel,,,pkbm_kader_bangsa@yahoo.com,,-4.443200000000,104.083200000000,7,0,0,5,Sore/6 hari,,2022/2023-2,900,8,0,1,0,4,0,0,2,3,1,3,0,3,4,1,4,2,0,1,1,4,1,0,0,6,1,3,5,0,0,0,1,0,0,Paket C IPS 2013,Telkomsel Flash
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Muaradua,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4764347D-E2A2-4D85-A338-CA2D68C8BDAA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9985038,SKB OKU SELATAN,P9985038,JALAN WEDANA PANGKOE,BUMI AGUNG,KEC. MUARADUA,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,NEGERI,SKB,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,NOMOR 28/SKB/2018,15-07-2018,NOMOR 33/SKB/2018,02-10-2018,Lihat SK Operasional,2020-01-31 18,,"3,750",1. -,2. Telkomsel Flash,PLN,,,,,-4.534129000000,104.065257000000,16,0,0,5,Sore/6 hari,,2022/2023-2,"1,300",5,0,0,0,1,1,0,14,15,0,0,1,1,15,0,9,7,6,6,3,0,0,0,1,4,12,5,0,0,0,0,0,0,0,Paket C IPS 2013,Tidak Ada
