prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Jawa Timur,Kota Malang,Sukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40E33A4C-5361-46D7-AE2B-89D20F86E363,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998635,LKP ALTERRA  ACADEMY,K9998635,"Jl. Raya Tidar No. 23 Kav. 1, Kel. Karangbesuki, Kec. Sukun",KARANG BESUKI,KEC. SUKUN,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,AHU-00703.AH.02.01 TAHUN 2019,08-02-2019,560.1/0006/35.73.406/2020,23-06-2020,Lihat SK Operasional,2023-05-04 15,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Timur,Kota Malang,Sukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2BCADA8C-4006-4814-82B7-E41DAA7E26FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989918,LKP ARVA SCHOOL OF FASHION,K9989918,JL. TIDAR NO.21 RT 04 RW 01,KARANG BESUKI,KEC. SUKUN,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.8/4214.11/35.73.301/2019,24-07-2019,421.8/4214.11/35.73.301/2019,24-07-2019,Lihat SK Operasional,2019-11-19 05,,911,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Pariwisata,
Jawa Timur,Kota Malang,Sukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AED9EC63-47B5-4B49-A355-10B10F1ADF89,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990403,LKP HAN-HAN MUSIC SCHOOL,K9990403,Jl. Simpang Megamendung 47 A Malang,PISANG CANDI,KEC. SUKUN,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 1,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,10,02-08-2014,421.8/5142/35.73.301/2018,26-12-2018,Lihat SK Operasional,2020-06-23 21,,140,,2.,,,,,,.000000000000,.000000000000,0,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,2,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Seni Pertunjukan,
Jawa Timur,Kota Malang,Sukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EEE93F1E-9FBE-47FA-9E08-027A56FD6EDF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981070,LKP IDA TRIZANTI,K9981070,JL. Krakatau No.2,PISANG CANDI,KEC. SUKUN,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 2,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,10,15-05-2017,421.8/4911/35.73.301/2018,12-12-2018,Silakan Upload SK (link file tidak valid) => [131297-886040-453516-45397643-659468932.PDF],2019-02-07 11,,105,,2.,,,0341562702,sigitdani11@gmail.com,,.000000000000,.000000000000,0,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Kesehatan,
Jawa Timur,Kota Malang,Sukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/41BE6AC4-233D-4820-BFB6-761F7ABE2CAE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989820,LKP KUMON DIENG,K9989820,JL. TAMAN DIENG NO.1 MALANG,PISANG CANDI,KEC. SUKUN,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.8/1531/35.73.301/2019,13-03-2019,421.8/1531/35.73.301/2019,13-03-2019,Lihat SK Operasional,2019-10-28 08,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Umum,
Jawa Timur,Kota Malang,Sukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4055D8EE-F952-4229-9F23-6F499FE4BE09,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980908,LKP MAYANTARA SCHOOL,K9980908,JL. Puncak Jaya No.11,PISANG CANDI,KEC. SUKUN,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,31,31-01-2011,421.8/0156/35.73.307/2017,17-01-2017,Lihat SK Operasional,2018-12-10 12,,0,,2.,,,,,//mayantara.sch.id,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Bahasa,
Jawa Timur,Kota Malang,Sukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2453C7AA-E82E-486C-87A8-4318BE5679F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669195,LKP Rumah Bahasa,K5669195,Jl. Simpang Tambora I/7 Malang,KARANG BESUKI,KEC. SUKUN,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 1,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.8/4066/35.73.301/2017,21-12-2017,421.8/4066/35.73.301/2017,21-12-2017,Lihat SK Operasional,2018-05-24 12,,277,,2.,,,0341-571989,rumahbahasamalang@gmail.com,indonesianlanguageschool.com,.000000000000,.000000000000,2,0,0,7,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,KBK Bahasa,
Jawa Timur,Kota Malang,Sukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D9F33FC6-8CB5-471C-A6F8-73BE989883CC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980821,LKP WINDYAS CLUB,K9980821,Perumahan Griya Tirta Aji Blok A1 Jl. Pelabuhan Bakahuni Malang,BAKALAN KRAJAN,KEC. SUKUN,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 1,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.8/879/35.73.301/2018,13-02-2018,421.8/879/35.73.301/2018,13-02-2018,Lihat SK Operasional,2018-11-05 09,,189,,2.,,,,,,.000000000000,.000000000000,0,0,0,7,,,2022/2023-2,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Seni Rupa dan Kriya,
Jawa Timur,Kota Malang,Sukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/61CA0089-D9AB-4699-8279-ECD35D81E9D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2961732,PKBM KI HADJAR DEWANTARA,P2961732,S   SUPRIADI NO. 31/101,BANDUNGREJOSARI,KEC. SUKUN,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PKBM KI HADJAR DEWANTARA,AN2327,AHU-0010226.AH.01.04,06-04-2002,420.3/10011/35.73.406/2021,03-08-2021,Lihat SK Operasional,2023-05-30 05,B,0,1. Smartfren,2. Telkom Speedy,PLN,0341804074,0341804074,ki.dewata@gmail.com,,-8.007918700000,112.618638600000,2,0,0,15,Sore/6 hari,,2022/2023-2,"7,900",13,0,1,2,2,0,11,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,2,1,1,13,0,0,0,1,0,0,0,2013,Smartfren
Jawa Timur,Kota Malang,Sukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8F14CC93-656E-4BF6-AB5A-C17DFAFD0BA7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997376,PKBM NATIONAL LEADER SCHOOL,P9997376,Jl. Lembah Dieng No.7 Kota Malang,PISANG CANDI,KEC. SUKUN,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,PKBM,Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAN SOSIAL CITA PEMIMPIN BANGSA,AW7977,10,16-12-2030,420.3/0034/35.73.406/2020,16-12-2020,Lihat SK Operasional,2021-11-09 08,,389,1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,0341571887,0341571886,nls.college.malang@gmail.com,http,.000000000000,.000000000000,4,0,0,5,Sehari Penuh/5 hari,,2022/2023-2,"33,000",5,0,0,3,0,0,7,2,4,0,0,0,1,3,0,4,0,2,1,0,1,0,0,0,2,2,5,0,0,0,0,0,0,0,2013,Telkom Speedy
Jawa Timur,Kota Malang,Sukun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FFA77707-A5E6-43E5-BA0E-47051CCEC837,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9962749,PKBM S. SUPRIADI,P9962749,JL. S. Supriadi IX/42 A,SUKUN,KEC. SUKUN,KOTA MALANG,PROV. JAWA TIMUR,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Bunda Aisyah,AN2312,AHU-0006544.AH.01.04.Tahun 2016,28-02-2016,420.3/0019/35.73.406/2022,31-03-2022,Lihat SK Operasional,2023-03-02 02,,0,1. XL (GSM),2. Telkom Speedy,PLN,,,pkbmsupriadi@gmail.com,,-7.996400000000,112.622600000000,6,0,0,9,Malam/6 hari,,2022/2023-2,"3,487",4,0,1,2,0,1,12,0,6,0,0,0,2,4,1,5,0,2,1,0,0,1,1,1,3,3,0,4,0,0,0,1,0,0,2013,XL (GSM)
