prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/04C35D9C-B063-4928-88F5-FEC18C0B1F09,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989910,LKP AL - AYYUBI COURSE,K9989910,Dusun Cilacap,SIDODADI RAMUNIA,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,17,08-05-2019,421.9/8882/PAUD&PNF/2019,01-11-2019,Lihat SK Operasional,2019-11-13 08,,"1,384",,2.,,,,lkpalayyubicourse18@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B7D24D46-D85F-4268-BD47-CE5C91722031,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990202,LKP CIPTA TRENDY,K9990202,Jalan Cilacap No. 99,SIDODADI RAMUNIA,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,13,19-11-2019,421.9/659/PAUD&PNF/2020,03-02-2020,Lihat SK Operasional,2020-03-02 14,,567,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ACA134D3-4BB2-4168-A81F-76BADEE3E5CE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990240,LKP DESTINASI,K9990240,Jln. Besar Tumpatan,TUMPATAN,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,77,23-10-2019,421.9/645/PAUD&PNF/2020,03-02-2020,Lihat SK Operasional,2020-03-17 15,,250,,2.,,,,van.lkpdestinasi@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/829B8E4D-5965-4B50-96CC-BDC92560F1F9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5652611,LKP DIPONEGORO COURSE,K5652611,Jl. Pantai Labu no. 03,SIDODADI RAMUNIA,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,07,20-11-2008,421.9/7292/PAUD&PNF/2017,17-10-2017,Lihat SK Operasional,2019-10-29 19,A,225,,2.,,,,lkp.diponegorocourse123@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/47F2F31C-5972-4C90-B6A9-D1107A05C603,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989885,LKP FRINCHISE,K9989885,Jl. Pantai Labu Dusun Jogja No. 94,SIDODADI RAMUNIA,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,15,03-10-2019,421.9/8885/PAUD&PNF/2019,01-11-2019,Lihat SK Operasional,2019-11-05 09,,800,,2.,,,,lkpfrinchise@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A92D2883-65DE-43C2-9E6D-7B8E94495BCC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667192,LKP GINTAR COURSE,K5667192,Jl. Besar Pantai Labu No.16,BERINGIN,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,nomor 04,24-11-2011,421.9/0463/PAUD&PNF/2017,21-12-2017,Lihat SK Operasional,2019-09-27 17,,398,,2.,,0,,lkpgintar@gmail.com,lkpgintar@gmail.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4D259656-687C-4984-88F7-CE1D3CED5311,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981265,LKP HITECH COURSE CENTER,K9981265,Jl. Pasar Sore No. 81 Dusun Rahayu,PASAR LIMA KEBUN KELAPA,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,05,08-09-2017,421.9/8925/PAUD&PNF/2017,29-11-2017,Lihat SK Operasional,2019-04-10 11,,200,,2.,,,,,,3.594800000000,98.857400000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F63211C0-A868-4573-A8D9-C3C33D64A2B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667443,LKP LILY SALON,K5667443,Dusun Setia Budi Tumpatan,TUMPATAN,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,91,28-12-2011,421.9/2328/PLS/2015,27-03-2015,Lihat SK Operasional,2017-02-04 05,C,"1,157",,2.,,,,lilykursus@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/543DA9D4-D0AE-443F-BFFF-EF4C88233EA5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668931,LKP MODERN COURSE,K5668931,Jalan Pantai Labu No. 11,BERINGIN,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,06,25-02-2009,421.9/9964/PAUD&PNF/2017,29-12-2017,Lihat SK Operasional,2018-03-23 14,,265,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0CB1E04B-DE1E-48A7-B112-0814869491CE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998571,LKP OZYNDO COURSE,K9998571,JALAN BESAR TUMPATAN,TUMPATAN,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,03,07-01-2019,421.9/8883/PAUD & PNF/2019,01-11-2019,Lihat SK Operasional,2023-03-21 15,,120,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
