prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Jawa Tengah,Kab. Demak,Mranggen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0E15CC7B-21DA-4A05-A9FF-DB5CB83F3873,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5652747,LKP Harapan Ibu,K5652747,Jl. Kauman Raya  No. 156 RT. 02 RW. 03 Mranggen 59567,MRANGGEN,KEC. MRANGGEN,KAB. DEMAK,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,420.3/1365/2018,07-02-2018,420.3/1365/2018,07-02-2018,Lihat SK Operasional,2018-03-19 15,Terakreditasi,137,,2.,,,,d.rahmah0302@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Jawa Tengah,Kab. Demak,Mranggen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CD0838BC-AF4B-4F69-9A32-FE718812B9AC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5652807,LKP Kyai Ageng Giri,K5652807,Giri Kusumo RT 4 RW 3 Banyumeneng Manggen 59567,BANYUMENENG,KEC. MRANGGEN,KAB. DEMAK,PROV. JAWA TENGAH,SWASTA,Kursus,KKNI Level 1,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AJ9835,420.3/1389/2018,07-02-2018,420.3/1389/2018,07-02-2018,Lihat SK Operasional,2018-03-19 13,,553,,2.,,,,lkp_kag@yahoo.co.id,,.000000000000,.000000000000,0,0,0,2,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Umum,
Jawa Tengah,Kab. Demak,Mranggen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/925AEC76-1235-4A1E-89AE-2A398825C0F7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5652806,LKP Linda Mandiri,K5652806,Ds. Karangsono RT.  04 RW. 01,KARANGSONO,KEC. MRANGGEN,KAB. DEMAK,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AL5604,420.3/1370/2018,07-02-2018,420.3/1370/2018,07-02-2018,Lihat SK Operasional,2019-06-12 07,C,280,,2.,,,,,,-7.022892700000,110.550007300000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Teknologi dan Rekayasa,
Jawa Tengah,Kab. Demak,Mranggen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3BB4E487-65A8-470B-8CC0-9393790D0426,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667267,LKP LINGGAMAS,K5667267,JL. PUCANG ASRI 13 NO. 007 RT. 07 RW. 12,BATURSARI,KEC. MRANGGEN,KAB. DEMAK,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,420.3/1396/2018,07-02-2018,420.3/1396/2018,07-02-2018,Lihat SK Operasional,2018-03-19 13,,96,,2.,,,,,www.brevetpajaklinggamas.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Jawa Tengah,Kab. Demak,Mranggen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DE9C4560-02FB-45C8-8B53-BA9FEE0FD79C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667750,LKP MAJU MAKMUR,K5667750,Dukuh Tlogo Rt 03 Rw 08,BATURSARI,KEC. MRANGGEN,KAB. DEMAK,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,420.3/1393/2018,07-02-2018,420.3/1393/2018,07-02-2018,Lihat SK Operasional,2021-10-27 08,,150,,2.,,,,ariyantojoko48@yahoo.co.id,,-7.041000000000,110.498900000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Pariwisata,
Jawa Tengah,Kab. Demak,Mranggen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6AF19839-069E-4C26-99B0-1C2CE5ACCBF9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5652791,LKP Sulax Computer,K5652791,Kembangarum RT 11  RW 05,KEMBANGARUM,KEC. MRANGGEN,KAB. DEMAK,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AL5603,420.3/1384/2018,07-02-2018,420.3/1384/2018,07-02-2018,Lihat SK Operasional,2018-03-19 13,C,0,,2.,,,,edusulak@gmail.com,www.lkpsctc.wordpress.com,-7.030800000000,110.537300000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,
Jawa Tengah,Kab. Demak,Mranggen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E43B655E-1D5C-46F9-8088-25D2A7CCDB73,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2962421,PKBM AR ROHMAH,P2962421,Jl. Raya Kembangarum No. 470,KEMBANGARUM,KEC. MRANGGEN,KAB. DEMAK,PROV. JAWA TENGAH,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PKBM AR ROHMAH,AJ9829,420.3/1349/2018,07-02-2018,420.3/1349/2018,07-02-2018,Lihat SK Operasional,2021-02-20 18,B,165,1. Telkom Speedy,2. Telkom Speedy,PLN,,,arrohmahmranggen@gmail.com,,-7.033990100000,110.535773900000,4,0,0,8,Sehari Penuh/3 hari,,2022/2023-2,"5,000",9,0,1,2,0,0,5,0,3,0,1,0,0,4,0,3,1,1,0,1,1,1,0,0,2,2,9,0,0,0,1,0,0,0,2013,Telkom Speedy
Jawa Tengah,Kab. Demak,Mranggen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6FA3125C-E64A-475D-8391-B8ECB465D9C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9908244,PKBM HARAPAN BARU,P9908244,BATURSARI RT 01 RW 02,BATURSARI,KEC. MRANGGEN,KAB. DEMAK,PROV. JAWA TENGAH,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,420.3/1348/2018,07-02-2018,420.3/1348/2018,07-02-2018,Silakan Upload SK (link file tidak valid) => [656082-730076--],2022-07-22 06,B,200,1. -,2. Lainnya (Serat Optik),PLN,,,pkbmharapanbarudemak@gmail.com,https,-7.017188800000,110.509915900000,4,0,0,7,Sehari Penuh/3 hari,,2022/2023-2,900,7,0,1,2,0,0,6,1,4,0,0,0,1,3,0,2,2,0,1,1,2,0,0,0,1,3,7,0,0,0,1,0,0,0,2013,Tidak Ada
Jawa Tengah,Kab. Demak,Mranggen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F18F51E6-A135-4FCA-B9D9-987A2E5DC650,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970567,PKBM KY AGENG GIRI,P9970567,Girikusumo RT. 04 RW. 03 Banyumeneng,BANYUMENENG,KEC. MRANGGEN,KAB. DEMAK,PROV. JAWA TENGAH,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN KYAI AGENG GIRI,AL5602,503.67/02805/VIII/2018,13-08-2018,503.67/02805/VIII/2018,13-08-2018,Lihat SK Operasional,2020-09-29 06,,"1,924",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN & Diesel,,,pkbmkyagenggiri@gmail.com,,-7.089800000000,110.500600000000,11,0,0,6,Pagi/6 hari,,2022/2023-2,"1,200",6,0,0,2,0,0,13,0,10,0,1,0,7,4,0,11,0,0,2,5,2,1,1,0,5,6,6,0,0,0,0,0,0,0,Paket C IPS 2013,Telkomsel Flash
Jawa Tengah,Kab. Demak,Mranggen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DB12BDE-F383-466E-BA71-5B96A3E0E14F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2964151,PKBM MARSUDI ILMU,P2964151,Jl. Kembangarum - Tamansari RT 14 RW 05,KEMBANGARUM,KEC. MRANGGEN,KAB. DEMAK,PROV. JAWA TENGAH,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,420.3/1347/2018,07-02-2018,420.3/1347/2018,07-02-2018,Lihat SK Operasional,2020-10-12 00,,180,,2.,,,,widiya_57@yahoo.com,,-7.035835600000,110.537414300000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2013,
