prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Jawa Barat,Kota Bandung,Arcamanik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ECBD9EBF-B057-43C2-9C18-AAB5891FA584,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69958371,Amanah Ummah,69958371,Jl. Cicukang Arcamanik,CISARANTEN KULON,KEC. ARCAMANIK,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kota Bandung,Arcamanik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/87AD3ECD-A588-4989-879F-DE0F42D195A5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0563817,LKP LBPP-LIA Ujung Berung,K0563817,Perumahan Tamansari Bukit Bandung No.327A,CISARANTEN KULON,KEC. ARCAMANIK,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,0227831439,0227831439,lbpplia_bubat@yahoo.com,www.liabubahbatu.com,-6.904700000000,107.682200000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Jawa Barat,Kota Bandung,Arcamanik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C9881DB4-7DBC-48FD-BBEE-E9785C553EAD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5661219,LKP LIE TULIP,K5661219,Jl. A.H. Nasution No.198,CISARANTEN BINA HARAPAN,KEC. ARCAMANIK,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.10/8472-Disdik/2015,14-12-2015,0276010161776,17-11-2020,Silakan Upload SK,,,0,,2.,,,,,www.lietulip.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,KBK Kesehatan,
Jawa Barat,Kota Bandung,Arcamanik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/242ADA15-DEA9-414F-9157-9AC0666D5FA8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996681,LKP PUSPARINI INDAH LESTARI,K9996681,JL. GOLF BARAT VII NO 50K,SUKAMISKIN,KEC. ARCAMANIK,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,04,19-02-2020,PK.0301/5277-Disdik/VIII/2020,12-08-2020,Lihat SK Operasional,2020-10-01 18,,119,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,KBK Pariwisata,
Jawa Barat,Kota Bandung,Arcamanik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3469EEC7-69B3-4C00-B52D-7CA855AC6FBF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0563812,LKP RERY,K0563812,Jl. Terusan Cikajang Raya I RT.02/15,SUKAMISKIN,KEC. ARCAMANIK,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.10/4105-Disdik/2015,15-06-2015,421.10/7109-Disdik,31-07-2019,Lihat SK Operasional,2019-09-09 10,C,0,,2.,,,,nininrery167@gmail.com,,-6.919600000000,107.667600000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,KBK Pariwisata,
Jawa Barat,Kota Bandung,Arcamanik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B1C4291-F1B7-44BC-BBAD-A2053894B040,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5661324,LKP Talenta Music,K5661324,"Jl. Arcamanik Endah No.37  Kota Bandung, Jawa Barat",SUKAMISKIN,KEC. ARCAMANIK,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/7251-Disdik/2016,20-10-2016,421.9/7251-Disdik/2016,20-10-2016,Lihat SK Operasional,2019-08-21 08,,0,,2.,,,0227202143,talentamusic@yahoo.com,www.talentamusic.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,KBK Seni Pertunjukan,
Jawa Barat,Kota Bandung,Arcamanik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/62333DA7-B034-4A98-B38B-DF621AF9F971,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997515,PKBM AMANAH UMMAH,P9997515,Jl. Cicukang No. 54,CISARANTEN BINA HARAPAN,KEC. ARCAMANIK,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Amanah Ummah Islamiyyah,AJ8317,0032/IPSPNF/V/2021/DPMPTSP,25-05-2021,0032/IPSPNF/V/2021/DPMPTSP,25-05-2021,Lihat SK Operasional,2021-07-10 10,,"2,275",1. -,2. Telkom Speedy,PLN,,,,,-6.913800000000,107.684200000000,7,0,0,5,Siang/6 hari,,2022/2023-2,"5,500",7,0,0,2,0,0,7,0,7,0,0,0,1,6,0,7,0,1,4,1,0,1,0,0,5,2,0,7,0,0,0,0,0,0,"Paket A, Paket B,  dan Paket C",2013,Tidak Ada
Jawa Barat,Kota Bandung,Arcamanik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B0D5214-55F0-4A47-8DCC-ECA349326138,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996637,PKBM DARUL MUDZAKKIRIN,P9996637,Jl. Parakan Saat RT.05/06,CISARANTEN KULON,KEC. ARCAMANIK,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,9120008851046,14-08-2019,9120008851046,14-08-2019,Lihat SK Operasional,2020-08-25 18,,810,1. -,2. Telkom Speedy,PLN,,,pkbmdarmuz@gmail.com,,-6.923080300000,107.671923300000,0,0,0,6,Sehari Penuh/6 hari,,2022/2023-2,"2,200",6,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Paket A,2013,Tidak Ada
Jawa Barat,Kota Bandung,Arcamanik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/72DD0F68-BD78-483C-A0BF-F40E932006AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997175,PKBM HOMESCHOOLING FOCUS,P9997175,Jl. Cingised Gg. Badodon 2  No. 8A Rt . 05 Rw. 11,CISARANTEN ENDAH,KEC. ARCAMANIK,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,45,20-04-2016,0007/IPSPNF/II/2021/DPMPTSP,17-02-2021,Lihat SK Operasional,2021-02-19 05,,0,1. Lainnya,2. Lainnya (Kabel),PLN,,,homeschoolingfocus@gmail.com,http,-6.927600000000,107.669900000000,9,0,0,13,Sehari Penuh/6 hari,,2022/2023-2,"1,300",3,0,1,1,0,0,2,9,9,0,0,0,0,9,0,3,6,9,0,0,0,0,0,0,1,8,3,0,0,0,1,0,0,0,"Paket A, Paket B,  dan Paket C",2013,Lainnya
Jawa Barat,Kota Bandung,Arcamanik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8242E103-DB56-4FDD-8550-2AD0FF161A22,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996819,PKBM PROAKTIF,P9996819,JL CISARANTEN KULON NO 1,CISARANTEN KULON,KEC. ARCAMANIK,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,PKBM,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,03/YLT/02/2019,02-02-2019,PK.03.01/5284-DISDIK/VII/2020,12-08-2020,Lihat SK Operasional,2020-10-01 11,,400,1. -,2. Telkom Speedy,PLN,,,,,-6.924900000000,107.680700000000,3,0,0,6,Sehari Penuh/6 hari,,2022/2023-2,800,3,0,0,2,0,0,1,3,3,0,0,0,1,2,0,1,2,1,0,2,0,0,0,0,1,2,3,0,0,0,0,0,0,0,"Paket A, Paket B,  dan Paket C",2013,Tidak Ada
