prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DC27B4A2-EFEF-4F2B-A32C-74DF25B64566,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981204,LEMBAGA PROFESI TEKNIK DAN MANAJEMEN (LPTM),K9981204,Jl. Batua Raya No. 29 B,BATUA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,04,19-05-1995,421.9/09/DPK/KP/I/2017,09-01-2017,Lihat SK Operasional,2019-03-28 09,,350,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BC76571D-0D57-4644-879E-48C85A805DB4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0561456,LKP El Matra,K0561456,JL.Biring Romang I No 16,BANGKALA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,171,08-12-2006,503/0030/LKP/DPM-PTSP/V/2019,22-05-2019,Lihat SK Operasional,2017-05-17 09,Belum Terakreditasi,100,,2.,,,,lkp.elmatra@gmail.com,www.andimappudji.wix.com/lembaga-pendidikan-el-matra,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44A53624-7D37-4539-B9A0-48F9FA4B9A4F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997286,LKP FLOREN,K9997286,Jl. Toddopuli VI Puri Taman Sari Blok A8 No. 5 (Puri IX),BORONG,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01,02-08-2010,503/0017/LKP/DPM-PTSP/III/2021,18-03-2021,Lihat SK Operasional,2021-05-17 14,,150,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6246CD4B-18A0-4AD5-A3ED-8643AAAEB257,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668755,LKP MENJAHIT/TATA BUSANA MARUZAN,K5668755,JL. BONTOBILA RAYA NO. 23,BATUA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/093/DP/KP/X/2017,24-10-2017,421.9/093/DP/KP/X/2017,24-10-2017,Lihat SK Operasional,2018-02-15 10,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/57946860-7ABF-4BAE-94AB-C44B601F3488,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998124,LKP NURHIDAYAH AZZAHRA,K9998124,Jl. Inspeksi PAM Lr 1 No 1 Batua,BATUA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,11,05-09-2016,503/0021/LKP/DPM-PTSP/VI/2022,13-06-2022,Lihat SK Operasional,2022-07-05 22,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/08767D7F-721E-442E-AAE2-237331D16513,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667780,LKP YASIPA,K5667780,Jl Toddopuli 24 No 7,BORONG,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,08,22-06-2015,503/0040/LKP/DPM-PTSP/VIII/2021,30-08-2021,Lihat SK Operasional,2017-04-27 07,,165,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4F474717-7669-4ED7-A736-D8ACD928849D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997498,LPK UMMUL KHAIR,K9997498,Jl. Tamangapa Raya III Lr. 2 No. 9B,BANGKALA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,83,28-06-2019,503/0035/LKP/DPM-PTSP/VII/2021,29-07-2021,Lihat SK Operasional,2021-09-12 20,,150,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EE997309-834E-40AC-803A-A5498535D3C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2970058,PKBM Adipura,P2970058,Jl. RPH. Kanjenjeng Makassar,TAMANGAPA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,02,19-03-2004,421.9/122/DP/PKBM/X/2017,20-10-2017,Lihat SK Operasional,2018-09-05 09,A,300,1. -,2. Telkomsel Flash,PLN,,,pkbmadipura1@gmail.com,,-5.152800000000,119.501200000000,2,0,0,5,Sehari Penuh/3 hari,,2022/2023-2,"1,200",2,0,1,0,1,0,5,0,2,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,2,0,2,0,0,0,1,0,0,2013,Tidak Ada
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/357DD7E0-EEA4-424F-B8E0-435691CB4528,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970132,PKBM AMANAH UMMAT,P9970132,JL. BORONG RAYA BARU I NO. 99,BATUA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/203/DP/PKBM/XI/2017,29-11-2017,503/009/PKBM/DPM-PTSP/XI/20221,11-11-2021,Lihat SK Operasional,2022-04-20 13,B,700,1. -,2. Telkom Speedy,PLN,,,pkbmamanahummat@gmail.com,,-5.175676100000,119.506212500000,7,0,0,20,Siang/6 hari,,2022/2023-2,"1,200",9,0,0,0,2,0,21,1,6,0,1,0,2,5,0,2,5,2,2,0,3,0,0,0,2,5,9,0,0,0,0,0,0,0,2013,Tidak Ada
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FB236D4A-D0EC-4476-AE5F-7FE3C02F8416,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2970066,PKBM KADER BANGSA,P2970066,Jl. Batua Raya XIV No 14 D,BATUA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01,17-09-2014,421.9/DP/PKBM/X/2017,20-10-2017,Silakan Upload SK (link file tidak valid) => [487506-920204--],2021-08-08 13,B,200,1. XL (GSM),2. XL (GSM),PLN,0,,pkbmkaderbangsamakassar@gmail.com,http,-5.157900000000,119.464700000000,1,0,0,9,Sehari Penuh/3 hari,,2022/2023-2,"3,500",5,0,1,3,0,0,7,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0,0,2013,XL (GSM)
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE1A18E8-DDB1-4E04-8AE1-8756F104C8E2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996318,PKBM KARYA NYATA,P9996318,Jl. Batua Raya VII No. 21,BATUA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Karya Nyata,AW8041,01,01-08-2013,503/003/PKBM/DPM-PTSP/IV/2020,28-04-2020,Lihat SK Operasional,2020-05-18 16,,0,1. Telkom Speedy,2. Telkom Speedy,PLN,,,pkbmaryanyata@gmail.com,,-5.187315900000,119.502503000000,10,0,0,9,Sehari Penuh/3 hari,,2022/2023-2,"1,300",0,0,0,0,0,1,13,0,10,0,0,0,3,7,0,5,5,6,1,1,2,0,0,0,3,7,0,0,0,3,0,0,0,0,2013,Telkom Speedy
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0E087B24-EA97-405E-91F9-F9A79FAC7544,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984695,PKBM MARKAZ IMAM MALIK,P9984695,Jl. Aroepala Minasa Upa Blok AB No. 2,BANGKALA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,Paket A,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,06,20-10-2016,503/034/PKBM/DPM-PTSP/III/2023,20-03-2023,Lihat SK Operasional,2023-03-29 12,,"1,500",1. Telkomsel Flash,2. XL (Serat Optik),PLN,,,,,-5.177690500000,119.444946700000,18,0,0,6,Sehari Penuh/5 hari,,2022/2023-2,"1,200",16,0,0,2,0,0,27,1,18,0,0,0,0,18,0,3,15,9,6,2,1,0,0,0,12,6,16,0,0,0,0,0,0,0,2013,Telkomsel Flash
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E3CD31E-4EB5-43A0-A76B-47415F6CBD35,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970157,PKBM SIPURENNU,P9970157,JL. BONTOBILA RAYA NO. 23,BATUA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/207/DP/PKBM/X/2017,23-10-2017,421.9/207/DP/PKBM/X/2017,23-10-2017,Lihat SK Operasional,2018-02-08 20,,0,,2.,,,,,,-5.182382500000,119.499912500000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3CC8AEF4-EBC4-442F-8782-C531C981669E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9962714,PKBM TOMACCAE MAKASSAR,P9962714,Jl Parinring dalam 2 No 21 Bumi Antang Permai,MANGGALA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,03,03-12-2007,421.9/926/DP/KP/II/2017,27-02-2017,Lihat SK Operasional,2017-05-29 09,,100,,2.,,,,,,-5.169274500000,119.510886700000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0F7D85E8-FB04-44C1-BC07-FFB154F1F25C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996476,PKBM ULLUMUL ISLAM,P9996476,Jl. Borong Raya Baru I/3,BATUA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,02,03-08-2018,503/007/PKBM/DPM-PTSP/IX/2021,25-06-2020,Lihat SK Operasional,2022-10-25 20,,"1,800",1. XL (GSM),2. Telkom Speedy,PLN,,4880127,pkbmullumulislam@gmail.com,,-5.161400000000,119.463700000000,9,0,0,10,Sore/6 hari,,2022/2023-2,"2,200",7,0,0,2,0,1,10,0,9,0,0,0,1,8,0,7,2,4,1,1,0,1,1,1,0,9,7,0,0,0,0,0,0,0,2013,XL (GSM)
Sulawesi Selatan,Kota Makassar,Manggala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D2F94E9A-BAF3-4F22-B5CE-DD144E0661A7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981499,YAYASAN MASTERPRO,K9981499,Jl. Tamangapa V Bonto Tene No. A1,TAMANGAPA,KEC. MANGGALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,03,10-03-2010,503/0031/LKP/DPM-PTSP/IV/2019,29-05-2019,Lihat SK Operasional,2019-07-03 16,B,250,,2.,,,,masterpro.makassar@gmail.com,www.masterpro.web.id,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
