prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9AEBD17C-98B1-4746-98B0-CD36B4450717,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980762,JHONSON BIMBINGAN BELAJAR MIPA,K9980762,Jl.Kalimantan No.18F Medan,PANDAU HULU I,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,04,16-01-2015,420/3100.PNFI/2016,29-02-2016,Lihat SK Operasional,2018-10-15 12,,200,,2.,,,,heng.johnson@yahoo.com,www.johnsonbimbel.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5BDF5950-857F-450A-9AB7-103A33B981FC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560976,LKP Dhilla,K0560976,"Jl.Dermawan No.18, Teladan Barat, Medan Kota Medan, Sumatera Utara",TELADAN BARAT,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,4,02-08-2008,420/958/PNF/2020,30-01-2020,Lihat SK Operasional,2020-03-10 22,C,0,,2.,,,,,lkpdhilla.com,3.566463900000,98.691043900000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Kesehatan,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4A6E6735-4C77-4C60-85E8-DC6CC5DA51DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669258,LKP ESSENTIAL ENGLISH COURSE,K5669258,Jl.Sisingamangaraja No.120,TELADAN BARAT,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,18,24-12-2013,420/2683.PAUD&Dikmas/2018,22-02-2018,Lihat SK Operasional,2018-07-12 09,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A1676B92-2834-40AB-8B88-2AAC850FF3E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668191,LKP FORTUNATE EDUCATION CENTRE,K5668191,Jl.Bahagia Komplek Fortunate,TELADAN TIMUR,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,26,04-06-2012,420/3135.PNFI/2016,29-02-2016,Lihat SK Operasional,2017-10-02 09,C,200,,2.,,,,nainggolannathan@yahoo.co.id,http,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3F6209DC-A757-4EDC-AECB-817E7EA541E2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668192,LKP JUSAN SALON 2000,K5668192,Jl.SM Raja No.160 C,TELADAN BARAT,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,21,03-06-2013,420/3092.PNFI/2017,28-02-2017,Lihat SK Operasional,2017-10-02 09,B,200,,2.,,,,lkpjusan@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30BA3D2D-639E-4F4B-B988-EC1D890647BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996621,LKP MULTI KOMPETENSI UTAMA,K9996621,Jl. Sempurna No. 170- B,SUDI REJO I,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,AHU-0000452.AH.01.07.TAHUN 2020,20-01-2020,0016/0006/1.11/1303/07/2020,14-07-2020,Lihat SK Operasional,2020-09-10 13,,80,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE92430E-B915-4748-A39B-DAD1A518B41F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980951,LKP NEWTON THAMRIN,K9980951,Jl.Thamrin No.9 A/II,PANDAU HULU I,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,07,15-06-2015,420/2155.PAUD&Dikmas/2018,21-11-2018,Lihat SK Operasional,2018-12-20 15,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0DABACB7-B063-47A0-B16E-5C46898F2277,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667919,LKP POLY SUKMA,K5667919,Jl.Sakti Lubis No.80 Medan,SITI REJO I,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,05,04-03-2013,420/7444.PAUD&Dikmas/2017,08-06-2017,Lihat SK Operasional,2017-06-15 07,,200,,2.,,,,polysukma@gmail.com,www.stimsukmamedan.ac.id,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE10C8DC-DE2D-401D-8847-0358F8088EE8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667450,LKP SITC,K5667450,Jl.Surabaya Simp Jalan Bogor No.42/44,PASAR BARU,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,23,05-01-2015,420/6265.PNFI/2015,30-04-2015,Lihat SK Operasional,2017-02-06 15,,200,,2.,,4557169,4150182,sitc@nusa.net.id,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7F6C1A9F-3A76-4EC2-8D5E-2B9C26CAFD69,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667617,LKP WIDYA,K5667617,Jl.Sisingamangaraja Gg.Pintu Air No.4,SITI REJO I,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Kursus,KKNI Level 2,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,32,10-05-2010,420/1957.PNFI/2017,25-01-2017,Lihat SK Operasional,2017-03-21 15,B,200,,2.,,,,lkpwidya@gmail.com,,.000000000000,.000000000000,0,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Pariwisata,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8AFCBC3E-905F-4D5A-84E1-A3D88A3901E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2963561,PKBM TELADAN,P2963561,JL. MADIO SANTOSO NO.193-C KEL. PULO BRAYAN DARAT I KEC. MEDAN TIMUR,SITI REJO I,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,7,09-06-2000,0029/ISPN/DPMPTSP/MDN/1.11/V/2021,05-05-2021,Silakan Upload SK (link file tidak valid) => [743956-514174--],2022-12-13 07,B,0,1. Telkom Speedy,2. Telkom Speedy,PLN,,,pkbmteladan99@gmail.com,http,3.558400000000,98.689800000000,14,0,0,12,Pagi/6 hari,,2022/2023-2,"1,300",16,1,1,2,0,0,14,1,14,0,0,0,3,11,1,9,4,5,1,2,2,2,0,2,6,8,16,0,0,0,1,0,0,0,2013,Telkom Speedy
