prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Sulawesi Selatan,Kab. Gowa,Pallangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/92A73C3F-5BFD-492B-AE19-26F7C6F37E54,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668536,LKP Lembaga Pendidikan Cahaya Insani,K5668536,Jl. Rahimi Tombolo Desa Jenetallasa,JENETALLASA,KEC. PALLANGGA,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,002/LP-CI/II/2015,06-02-2015,800/067/Disdik/II/2017,08-02-2017,Lihat SK Operasional,2017-12-18 12,,300,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Selatan,Kab. Gowa,Pallangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/295EAD19-D89F-4673-8739-98CDA62BB538,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5653171,LKP Suci,K5653171,Jl. Baso dg. Ngawing Kompleks BTN Gowa Restika Indah Blok E3/8,TETEBATU,KEC. PALLANGGA,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01,12-04-2016,800/968/Disdik/VIII/2017,14-08-2017,Lihat SK Operasional,2018-03-28 10,B,100,,2.,,,,lkpsuci@gmail.com,lembagakp.blogspot.co.id,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulawesi Selatan,Kab. Gowa,Pallangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/392087D9-4352-42F0-92C7-5082DF01386E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997728,LKP TALITA,K9997728,Dusun Taipakkodong,BUNGAEJAYA,KEC. PALLANGGA,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,13,20-11-2020,503/005/OPERASIONAL/DPM-PTSP/X/2021,08-10-2021,Lihat SK Operasional,2021-12-31 09,,200,,2.,,08884770717,,lkptalitagowa@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sulawesi Selatan,Kab. Gowa,Pallangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4BACAED8-062F-4E8D-A8D1-576F156E8F53,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981337,LPK Syarah Kulit,K9981337,"BTN Nuki Dwi Karya Blok B5 No.2 Kelurahan Mangngalli, Kec. Pallangga, Kab. Gowa",MANGALILI,KEC. PALLANGGA,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,02/LPK-SK/XI/2017,10-11-2017,800/15a/DISDIK/XII/2017,07-12-2017,Lihat SK Operasional,2019-05-06 11,,75,,2.,,,,lpksyarahkulit@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Selatan,Kab. Gowa,Pallangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9D4543CA-FC70-461E-B2EE-936347CAE0DE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984515,PKBM AL RAZIQ,P9984515,Jl. Benteng Somba Opu Jenetallasa,JENETALLASA,KEC. PALLANGGA,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B, Paket C,  dan PAUD","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,17,09-04-2018,800/631C/Disdik/IV/2018,17-04-2018,Lihat SK Operasional,2019-07-22 09,,180,1. Smartfren,2. Telkomsel Flash,PLN,,,pkbmalraziq01@gmail.com,,-5.262697200000,119.481750000000,7,0,0,3,Sehari Penuh/5 hari,,2022/2023-2,450,3,0,0,0,0,0,1,7,7,0,0,0,0,7,0,4,3,3,3,0,1,0,0,0,1,6,0,2,1,0,0,0,0,0,2013,Smartfren
Sulawesi Selatan,Kab. Gowa,Pallangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B623CFA-C61E-4EBA-AB74-95AB4A8CFEF8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996722,PKBM MEGAH BUANA MANDIRI,P9996722,JALAN BUDAYA NO. 101,JENETALLASA,KEC. PALLANGGA,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01,21-08-2010,800/615/Disdik/VII/2020,03-07-2020,Lihat SK Operasional,2020-09-09 09,B,200,1. Telkomsel Flash,2. XL (GSM),PLN,,,pkbmmegahbuanamandiri@gmail.com,,-5.268142600000,119.452447500000,3,0,0,9,Sore/6 hari,,2022/2023-2,"1,500",2,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,3,0,2,0,0,0,0,0,0,0,2013,Telkomsel Flash
Sulawesi Selatan,Kab. Gowa,Pallangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C9EEB7E-C89E-46CE-B234-8E45E3CEF0DE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2967115,PKBM NURUL HIDAYAH,P2967115,JL. BASO DG. NGAWING RT.01.RW.01,JULUBORI,KEC. PALLANGGA,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,160,,2.,,,,pkbmnurulhidayah1@gmail.com,,-5.198300000000,119.455400000000,3,0,0,0,,,2022/2023-2,,0,0,0,0,0,1,1,2,3,0,0,0,0,3,0,0,3,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2013,
Sulawesi Selatan,Kab. Gowa,Pallangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD1616C7-B8FA-44A2-8812-1BDEBBB0C0EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970505,PKBM SEJATI,P9970505,Graha Matahari Permai Blok C1 No 25-26,BONTOALA,KEC. PALLANGGA,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,PKBM,Paket B,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01,04-06-2012,800/057a/Disdik/I/2018,16-01-2018,Lihat SK Operasional,2018-08-03 13,C,35,1. -,2. -,Lainnya,,,pkbmsejati1@gmail.com,,-5.230463300000,119.453949900000,2,0,0,1,Pagi/6 hari,,2022/2023-2,900,3,0,0,1,1,1,16,0,1,0,0,1,2,0,0,2,0,1,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,2013,Tidak Ada
Sulawesi Selatan,Kab. Gowa,Pallangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/32A5CD34-4FE4-4ABA-B5C7-E0CB413AEF1F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970465,PKBM Sipakalebbi,P9970465,Anagowa RT. 002 RW. 005 Desa Taeng Pallangga,TAENG,KEC. PALLANGGA,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket B, Paket C,  dan PAUD","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,09,24-03-2016,800/1502a/Disdik/XII/2017,07-12-2017,Lihat SK Operasional,2018-07-13 14,B,72,1. Telkom Speedy,2. Telkom Speedy,PLN,,,pkbmsipakalebbi73@gmail.com,,-5.261988300000,119.495785100000,3,0,0,4,Pagi/6 hari,,2022/2023-2,900,2,0,1,1,2,1,7,0,1,0,0,2,4,-1,0,3,0,0,1,0,0,0,2,0,2,1,0,2,0,0,0,1,0,0,2013,Telkom Speedy
Sulawesi Selatan,Kab. Gowa,Pallangga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/275DB014-A7E4-4065-AC64-35A79E89741D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2966320,PKBM SURYA MANDIRI,P2966320,Jl. Poros Pelita Anagowa No.12 Borongbulo,BONTOALA,KEC. PALLANGGA,KAB. GOWA,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PKBM SURYA MANDIRI,AH6495,001/SK/KP/II/2007,12-02-2007,800/437/Disdik/III/2018,20-03-2018,Lihat SK Operasional,2019-05-20 13,B,222,1. -,2. Telkom Speedy,PLN,,04118219204,surya_mandiri65@yahoo.com,,-5.198300000000,119.455400000000,9,0,0,14,Siang/6 hari,,2022/2023-2,"2,400",4,0,0,0,2,1,3,4,7,0,1,1,0,9,0,4,5,3,1,3,0,0,0,2,0,9,4,0,0,0,0,0,0,0,2013,Tidak Ada
