prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Sumatera Utara,Kota Pematangsiantar,Siantar Sitalasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E2358FD9-EAED-4689-AD77-8B360DD0E443,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665654,LKP Astri Anggun,K5665654,Jl. Setia Negara I Ujung,SETIA NEGARA,KEC. SIANTAR SITALASARI,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,03,05-12-2008,421.9/0693/PNF/2019,01-03-2019,Lihat SK Operasional,2019-10-02 14,B,200,,2.,,,,lkpastrianggun@gmail.com,,.000000000000,.000000000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumatera Utara,Kota Pematangsiantar,Siantar Sitalasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DA0D7E9D-4C9C-417C-9FD2-14A8E5313F4C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998275,LKP BELLA COOKIES,K9998275,Jl.Bersama GG.Army II Pematang Siantar,BAH KAPUL,KEC. SIANTAR SITALASARI,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,503//5/IPS-PNF/DPMPTSP/IX/2022,21-09-2022,503/5/IPYS-PNF/DPMPTSP/IX/2022,21-09-2022,Lihat SK Operasional,2022-09-29 06,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Sitalasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/541A7410-9869-491D-8E2B-747399163407,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997063,LKP CHELJUVE,K9997063,Jl.Handayani No.3 D,BAH KAPUL,KEC. SIANTAR SITALASARI,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,30,21-01-2021,503/56/PK-DPMPTSP/II/2021,17-02-2021,Lihat SK Operasional,2021-03-08 11,,125,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Sumatera Utara,Kota Pematangsiantar,Siantar Sitalasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/891CA8FD-C31F-4603-91BF-3696191C4D9C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980849,LKP Indah Souvenir Dan Hantaran,K9980849,Jl.Setia Negara I,SETIA NEGARA,KEC. SIANTAR SITALASARI,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,02,04-07-2018,421.9/2794/PNFK/2018,06-08-2018,Lihat SK Operasional,2018-11-16 08,,160,,2.,,,,lkpindahsouvenirr@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Sumatera Utara,Kota Pematangsiantar,Siantar Sitalasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4B3E58F7-D6A8-478A-AAC7-796563F04C7F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668878,LKP INSYIRAH SALON,K5668878,JL.DEYAH NO.15 B,BUKIT SHOFA,KEC. SIANTAR SITALASARI,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,10,05-03-2018,421.9/1129/PNFK/2018,08-03-2018,Lihat SK Operasional,2018-03-13 16,,200,,2.,,,,lkpsaloninsyrah@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Sumatera Utara,Kota Pematangsiantar,Siantar Sitalasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9DE72565-70F4-4D03-A042-29647320E7FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665650,LKP Pelangi,K5665650,Jl. Setia Negara,SETIA NEGARA,KEC. SIANTAR SITALASARI,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,05,11-09-2000,41.9/2186/PNF/2016,18-03-2016,Lihat SK Operasional,2017-05-03 11,,175,,2.,,,,lpk.pelangi@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Sumatera Utara,Kota Pematangsiantar,Siantar Sitalasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD291728-D3A1-4206-88FB-C7DE655908B5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668228,LKP PEMBINA NUSANTARA,K5668228,JL.VIYATA YUDHA NO.32 A,BAH KAPUL,KEC. SIANTAR SITALASARI,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,05,22-07-2016,421.9/4966/PNF/2016,05-08-2016,Lihat SK Operasional,2017-10-12 21,,160,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Sitalasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/86436E4D-E9FC-4153-90E5-423CFA90F5EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665705,LKP Regina Salon,K5665705,Jl. Sibatu Batu No.21,BAH KAPUL,KEC. SIANTAR SITALASARI,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,22,12-02-2016,421.9/0374/PNF/2016,12-01-2016,Lihat SK Operasional,2017-05-03 09,,135,,2.,,,,ana16martiana@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Sumatera Utara,Kota Pematangsiantar,Siantar Sitalasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8D8E0D10-498B-440F-B106-B0FE366F4AD1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668521,LKP ROSELYA SALON,K5668521,JL.SIBATU-BATU BLOK I,BAH SORMA,KEC. SIANTAR SITALASARI,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,01,02-02-2016,421.9/0816/PNF/2016,15-02-2016,Lihat SK Operasional,2017-12-14 14,,525,,2.,,,,rosnellygirsang@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Sumatera Utara,Kota Pematangsiantar,Siantar Sitalasari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/549F8C07-7E15-46ED-9576-3CF4700BC7F4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996701,LKP WiDYA,K9996701,Jl.Setia Negara I Blk,SETIA NEGARA,KEC. SIANTAR SITALASARI,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,5,21-09-2020,503/425/PK-DPMPTSP/X/2020,06-10-2020,Lihat SK Operasional,2020-10-09 16,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
