prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Jawa Barat,Kab. Bandung,Ciparay,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/02607932-3A89-44EE-AA32-343F49A7C9D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981077,LKP  MEILANI,K9981077,Jl. Raya Pacet  Andir  Rt. 01 / 08,PAKUTANDANG,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.10  /  3762 - Disdik / 2018,22-10-2018,421.10  /  3762 - Disdik / 2018,22-10-2018,Lihat SK Operasional,2019-02-10 08,,294,,2.,,,,risemeilani@gmail.com,meilan.vok4si2.com,.000000000000,.000000000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Bandung,Ciparay,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1FE36722-6F3B-41D9-9475-635632E56A29,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998295,LKP ADICITA,K9998295,Perum Tatar Pakutandang B5 Rt. 03 / 14,PAKUTANDANG,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421. 1 / 3160 - Disdik / 2022,13-09-2022,421. 1 / 3160 - Disdik / 2022,13-09-2022,Lihat SK Operasional,2022-10-07 15,,120,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Jawa Barat,Kab. Bandung,Ciparay,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D6E57DD0-59C9-4C48-B531-C911FF54A8CE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981116,LKP BERKAH INDONESIA,K9981116,Kp. Sukasari Rt. 01 / 09,BUMIWANGI,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.10 / 3182 - Disdik / 2018,04-09-2018,421.10 / 3182 - Disdik / 2018,04-09-2018,Lihat SK Operasional,2019-02-25 15,,42,,2.,,,,lpkberkah19@gmail.com,,.000000000000,.000000000000,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Bandung,Ciparay,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF59D0DF-70CA-4708-BE35-C8B7DD8FE9F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668979,LKP BINA ESSA,K5668979,Jln. Laswi Komp. Griya Pesona No.10 Rt. 04 / 09 Baranang Siang,GUNUNGLEUTIK,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,KKNI Level 2,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.10 / 2683 - Disdik /2017,01-08-2017,421.10 / 2683 - Disdik /2017,01-08-2017,Lihat SK Operasional,2018-04-04 16,,60,,2.,,,,lkpbinaessabandung@yahoo.co.id,,.000000000000,.000000000000,0,0,0,3,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Bandung,Ciparay,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2282DFD-5CB3-4E01-842B-23EE021C17FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650259,LKP English Lover Club (ELC),K5650259,Jl.Raya Pacet - Ciparay  Km. 5 Ciparay   No 45 Kp. Cikoneng Rt. 01/15,CIKONENG,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,KKNI Level 1,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.10/2987-Disdik/2017,04-09-2017,421.10/212 -Disdik/2017,07-02-2017,Lihat SK Operasional,2019-06-12 07,C,100,,2.,,,0225959930,elcbmi@gmail.com,,-7.084900000000,107.707700000000,0,0,0,3,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Bandung,Ciparay,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/540BCA3C-54A2-4860-972E-DFE32C22889D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650332,LKP KANIRA,K5650332,Jl. Ciparay Indah No.5A,SERANGMEKAR,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.10/ 1772 - Disdikbud/2016,12-05-2016,421.10/ 1772 - Disdikbud/2016,12-05-2016,Silakan Upload SK,,B,231,,2.,,02285964311,02285964311,lpk.kanira@gmail.com,,-7.031100000000,107.704300000000,0,0,0,1,KBK Teknologi Informasi dan Komunikasi,,,2022/2023-2,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Bandung,Ciparay,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E56D8A8D-5D23-47AF-B96C-D357B72C19FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981067,LKP LA - DHIVA,K9981067,Jl. Raya Pacet Kp. Cipaku Rt. 04 / 18,PAKUTANDANG,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AJ6867,421.10  /  3677 - Disdik / 2018,01-10-2018,421.10  /  3677 - Disdik / 2018,01-10-2018,Lihat SK Operasional,2019-02-07 11,,56,,2.,,,,ladhiva92@gmail.com,,-7.057700000000,107.708900000000,0,0,0,0,KBK Kesehatan,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Bandung,Ciparay,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AC79C43C-70BE-468F-96BB-B8248D841026,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981134,LKP NAFIAH,K9981134,Jl. Ciparay Indah No. 5A,SERANGMEKAR,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.10/2642-disdik/2018,11-07-2018,421.10/2643-disdik/2018,11-07-2018,Lihat SK Operasional,2019-03-04 08,,356,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,KBK Umum,,,2022/2023-2,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Bandung,Ciparay,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1B2BD4C0-0F04-49A9-A5BF-647E5BD36D8B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650261,LKP Sifa Collection,K5650261,Komp.Ciparay Indah Jl. Melati B 29,SARIMAHI,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.10/2190-Disdikbud/2016,18-07-2016,421.10/2190-Disdikbud/2016,18-07-2016,Silakan Upload SK,,C,270,,2.,,,,novawardiana@yahoo.com,http,.000000000000,.000000000000,0,0,0,0,KBK Seni Rupa dan Kriya,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Bandung,Ciparay,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E998A1C0-8A42-415A-A670-B195217D2DC3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981141,LKP SUKSES KARYA MANDIRI,K9981141,Kp. Babakan Caringin RT 03/05,CIPARAY,KEC. CIPARAY,KAB. BANDUNG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.10/4524-disdik/2018,26-11-2018,421.10/4524-disdik/2018,26-11-2018,Lihat SK Operasional,2019-03-05 11,,356,,2.,,,,nenaJanaenah14@gamil.com,,.000000000000,.000000000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
