prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita
Jawa Tengah,Kab. Purworejo,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9266A5F3-53C2-49A1-BE00-D3B2E50A4B3E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69957490,Hidayatul Mustofa,69957490,Jl Utara Sukun No 35 Purutrejo,CANGKREP LOR,KEC. PURWOREJO,KAB. PURWOREJO,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Purworejo,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F12D50F-B563-4058-BC47-3CD3B475E1C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69958635,Hidayatul Mustofa,69958635,Utara Jl Sukun 35 Rt 5 Rw 10,MUDAL,KEC. PURWOREJO,KAB. PURWOREJO,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Purworejo,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/241028E9-8433-4526-91E5-E97B76E07538,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5658528,LKP Aqilah Putri,K5658528,JL. Brijend. Katamso 87A Pangenrejo RT 03 RW 02 Purworejo,PANGENREJO,KEC. PURWOREJO,KAB. PURWOREJO,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,01-05-2017,,01-05-2017,Lihat SK Operasional,2017-05-23 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Purworejo,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE4607B7-3CC0-4B29-9B43-A1A7177682BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5658521,LKP Atma Husada,K5658521,"Jl. Kol. Sugiyono 68 Purworejo, Purworejo",BALEDONO,KEC. PURWOREJO,KAB. PURWOREJO,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,01-05-2017,,01-05-2017,Lihat SK Operasional,2017-05-23 15,B,0,,2.,,,0275324275,lkpatmahusada@yahoo.co.id,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Jawa Tengah,Kab. Purworejo,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/94B10F7C-9892-408A-BC0B-9355A3CE1F81,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5658524,LKP Bethesda Purworejo,K5658524,Jl. A.Yani 21 Purworejo Sekretariat RS.Panti Waluyo Purworejo Kec.Purworejo Kab.,BALEDONO,KEC. PURWOREJO,KAB. PURWOREJO,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,01-05-2017,,01-05-2017,Lihat SK Operasional,2017-05-23 15,Tidak Terakreditasi,0,,2.,,,,lpabethpwrj@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Jawa Tengah,Kab. Purworejo,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E70EB217-D2D3-4DB0-92A5-00F3B734F6CB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5658508,LKP English Conversation Course,K5658508,Jl. Sudirman 1 Purworejo,PANGENJURU TENGAH,KEC. PURWOREJO,KAB. PURWOREJO,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,01-05-2017,,01-05-2017,Lihat SK Operasional,2017-05-23 15,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Purworejo,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/37BE1EDE-A3EE-41B4-B237-C00B65D617E8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5658519,LKP Fenti,K5658519,"Jl. Jend. Ahmad Yani No.239, Purworejo, Jateng 54111",BALEDONO,KEC. PURWOREJO,KAB. PURWOREJO,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,420.3 / 252,19-07-2010,420.3 / 252 / 2017,29-08-2017,Silakan Upload SK (link file tidak valid) => [137041-3445797-1884236169.PDF],2017-10-31 13,Terakreditasi,0,,2.,,,,lkp.fenti@yahoo.com,http,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Jawa Tengah,Kab. Purworejo,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D4A451D4-986C-4AC1-A925-37890E063DD2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5658526,LKP Mahkota Grass,K5658526,Jln. majjen Sutoyo No 19 Puwerejo jawa Tengah,SINDURJAN,KEC. PURWOREJO,KAB. PURWOREJO,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,01-05-2017,,01-05-2017,Lihat SK Operasional,2017-05-23 15,,0,,2.,,,,lkpmahkotagrass@yahoo.co.id,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
Jawa Tengah,Kab. Purworejo,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E312124C-70F5-400B-810A-D3263AF789ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5658512,LKP Modes Anita,K5658512,"Jl. Brengkelan Kongsi No. 186 Rt.07/Rw.07, Purworejo, Jateng 54111",PURWOREJO,KEC. PURWOREJO,KAB. PURWOREJO,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9 / 1160 / 2013,02-03-2013,421.9 / 1160 / 2013,02-03-2013,Silakan Upload SK (link file tidak valid) => [390830-68354413-1759429895.PDF],2017-09-28 09,Terakreditasi,172,,2.,,,,herowati.anita@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,KBK Pariwisata,
Jawa Tengah,Kab. Purworejo,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A8E91EB5-D8AE-4D4E-911F-87FC60CED731,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668430,LKP NEUTRON,K5668430,Jl Jendral A Yani No 02 Purworejo,PURWOREJO,KEC. PURWOREJO,KAB. PURWOREJO,PROV. JAWA TENGAH,SWASTA,Kursus,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,24 /c87/03 / 2006,13-02-2006,421.9 / 0165 / 2015,12-01-2015,Silakan Upload SK (link file tidak valid) => [111727-357630-262308-140176855-1277175447.PDF],2017-11-28 14,,0,,2.,,0275324444,0275324444,ny.pwrj@gmail.com,www.neutron-ny.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,
