prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Jawa Barat,Kab. Cianjur,Mande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7AC69900-BA8C-4338-9E54-FB0E457011AC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997187,LKP AL RACHMAN,K9997187,Jl. Aria Nata Manggala Puri Lestari Blok C2 N0.10 Rt.003 Rw.005,BOBOJONG,KEC. MANDE,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,141/378/Um./I/2019,09-01-2019,421.9/ 129 / PAUDNI-K/KAB/2021,26-07-2021,Silakan Upload SK (link file tidak valid) => [570243-846599--],2022-01-16 03,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Cianjur,Mande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0C13915-F02A-493D-BCED-B69CA1F7EB0F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981041,LKP KOMIHWA CIANJUR,K9981041,Jl. Jangari Perum Bukit Rantau Indah Blok B9,KADEMANGAN,KEC. MANDE,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,Kursus,KKNI Level 1,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421/07/Ka/2016,04-03-2016,421.9/033/PAUDNI-K/KAB/2021,12-03-2021,Lihat SK Operasional,2021-11-22 00,C,250,,2.,,,,,https,-6.768600000000,107.195600000000,0,0,0,5,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Cianjur,Mande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FC5E7355-014A-4EB3-99B0-7EE5FEA09B6A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2965493,PKBM AL-MAAUUN,P2965493,Jl. Tungturunan-Jangari Rt. 03/04,CIKIDANGBAYABANG,KEC. MANDE,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.2/02/SK-Kec./2010,22-01-2010,421.9/426/PAUDNI/KAB/2019,28-08-2019,Lihat SK Operasional,2022-10-21 09,C,"1,000",1. XL (GSM),2. Telkom Speedy,PLN,,,pkbmalmaauun96@gmail.com,,-6.765022000000,107.258219300000,5,0,0,8,Paket C IPS 2013,Sehari Penuh/3 hari,,2022/2023-2,900,7,0,1,2,0,2,2,2,4,0,1,0,0,5,0,5,0,1,0,3,1,0,0,0,2,3,7,0,0,0,1,0,0,0,XL (GSM)
Jawa Barat,Kab. Cianjur,Mande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/54F678D6-56C8-4416-A7A0-5BD7B0EA752A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998031,PKBM ARSYAD UNGGUL DAN CERDAS,P9998031,Kp. Singadita Rt. 01 Rw. 07,KADEMANGAN,KEC. MANDE,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,02/YEP-ASD/KAB/2021,09-06-2021,421.9/ 1627 /PAUDNI/KAB/2022,19-12-2022,Lihat SK Operasional,2023-02-08 09,,0,1. -,2. Telkom Speedy,PLN,,,,,-6.775000000000,107.204300000000,7,0,0,10,Paket C IPS 2013,Sehari Penuh/3 hari,,2022/2023-2,900,2,0,0,0,0,1,7,0,7,0,0,0,1,6,0,4,3,1,2,4,0,0,0,0,5,2,2,0,0,0,0,0,0,0,Tidak Ada
Jawa Barat,Kab. Cianjur,Mande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59E10CD3-721A-4953-9203-30D14464B55C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2965492,PKBM BINA WARGA,P2965492,Jl. Aria Natamanggala,JAMALI,KEC. MANDE,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,,,pkbmbinawarga922@gmail.com,,-6.758758000000,107.171775100000,0,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Cianjur,Mande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/159F16D2-0460-4A78-ABBA-92AE694D1070,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9963135,PKBM DINUL ALA,P9963135,Kp. Cibogo Rt. 03 Rw. 07,BOBOJONG,KEC. MANDE,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,420/32/SK-Kec/2017,14-08-2017,421.9/1912/PAUDNI-K/KAB/2021,28-08-2019,Lihat SK Operasional,2022-10-21 09,C,0,1. XL (GSM),2. Telkom Speedy,PLN,,,pkbmdinulala@gmail.com,,-6.758939400000,107.200444700000,5,0,0,10,2013,Sehari Penuh/3 hari,,2022/2023-2,900,9,0,1,2,2,0,4,3,3,0,1,1,2,3,0,3,2,1,0,1,1,2,0,0,3,2,0,9,0,0,0,1,0,0,XL (GSM)
Jawa Barat,Kab. Cianjur,Mande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D27F915B-21B4-4F3B-9420-4B0CDD881B66,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998034,PKBM DZAKIYYUN,P9998034,Kp. Citespong,JAMALI,KEC. MANDE,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dzakiyun Wealthy Sulaeman,AD3470,421/029/DZAWAS/II/2021,17-02-2021,421.9/16854/PAUDNI/KAB/2022,31-12-2022,Lihat SK Operasional,2023-02-03 13,,360,1. -,2. -,PLN,,,pkbm.dzakiyyun@gmail.com,https,-6.746900000000,107.197800000000,3,0,0,3,Paket C IPS 2013,Sehari Penuh/3 hari,,2022/2023-2,"1,300",3,0,0,0,0,0,3,1,3,0,0,0,0,3,0,3,0,2,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,Tidak Ada
Jawa Barat,Kab. Cianjur,Mande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F54242A3-9AB8-47A6-A0C5-C95E4E30661E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996671,PKBM MADANI,P9996671,Jl. Ari Wirata Nudatar Km 10,JAMALI,KEC. MANDE,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,44.4.5/319/Ks. VII/2020,14-08-2020,421.9/ 1146 / PAUDNI-K/KAB/2020,12-08-2022,Lihat SK Operasional,2022-09-23 17,,0,1. Indosat IM3,2. Indosat IM3,PLN,,,,,-6.740554300000,107.241142300000,4,0,0,6,Paket C IPS 2013,Siang/6 hari,,2022/2023-2,"1,300",6,0,0,0,1,0,3,2,3,0,0,1,3,1,0,2,2,1,0,2,0,0,0,1,2,2,0,6,0,0,0,0,0,0,Indosat IM3
Jawa Barat,Kab. Cianjur,Mande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FCA3E790-019C-4028-AFE5-32FBFF110620,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984250,PKBM NAHDLATUL FATA,P9984250,Jl. Tugu Perjuangan Rt.03 Rw 01,MURNISARI,KEC. MANDE,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,140/01/KS-XI/2017,22-12-2017,421.9/97/PAUDNI-K/Kab/2018,10-12-2018,Lihat SK Operasional,2019-03-11 11,,250,1. -,2. Lainnya,PLN,,,pkbmnahdlatulfata@gmail.com,,-6.745300000000,107.240900000000,3,0,0,6,2013,Sehari Penuh/3 hari,,2022/2023-2,900,3,0,0,0,0,0,6,0,3,0,0,0,0,3,0,2,1,2,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,Tidak Ada
Jawa Barat,Kab. Cianjur,Mande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F74E90C2-FADF-4A6D-B896-D8474E7D95CB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997888,PKBM NUSANTARA BARKAH ANNAHDIYYAH,P9997888,Kp. Babakan Nangka Rt. 02 Rw. 01,MANDE,KEC. MANDE,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/119.b/PAUDNI.K/KAB/2021,01-07-2021,421.9/031/PAUDNI.K/KAB/2023,02-01-2023,Lihat SK Operasional,2023-06-05 09,,"1,250",1. Telkomsel Flash,2. -,PLN,,,,,.000000000000,.000000000000,2,0,0,2,2013,Sehari Penuh/3 hari,,2022/2023-2,450,3,0,0,0,0,0,1,2,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,Telkomsel Flash
