prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Sulawesi Tengah,Kab. Banggai,Toili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3CE0C8E0-8865-41EA-9215-5B10460A6744,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650398,LKP Akbar,K5650398,"Jl. Jend. Sudirman Kel.Cendana Kec,Toili Kab,Banggai",CENDANAPURA,KEC. TOILI,KAB. BANGGAI,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,81,28-04-2008,571/PLS.421.9/DIKPORA/2014,21-04-2014,Lihat SK Operasional,2017-03-20 10,B,175,,2.,,,,bakhrun.hamid@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sulawesi Tengah,Kab. Banggai,Toili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4BF4C634-8644-44B0-940E-9D097FA612F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650401,LKP Anugerah,K5650401,Ds. Tirtakencana Kec.Toili Kab.Banggai,TIRTA KENCANA,KEC. TOILI,KAB. BANGGAI,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,800/114C/NAKERTRANS,25-03-2008,2536A/421.9/DIKPORA/09,31-12-2009,Lihat SK Operasional,2019-10-17 01,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Tengah,Kab. Banggai,Toili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5CB5E176-879E-4BBE-B8A0-92D9A375AE6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981315,LKP DIANA TAILOR,K9981315,Desa Rusa Kencana,RUSA KENCANA,KEC. TOILI,KAB. BANGGAI,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,134,26-11-2018,503/021/DPMPTSP/LKP/XII/2018,18-12-2018,Lihat SK Operasional,2019-04-25 08,,600,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Tengah,Kab. Banggai,Toili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A4B63805-7ADB-42A5-AB06-759238AF2B25,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990415,LKP EDUKIDS TOILI,K9990415,Desa Tirtasari,TIRTA SARI,KEC. TOILI,KAB. BANGGAI,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,22,23-10-2019,503/005/DPMPTSP/LKP/VI/2020,17-06-2020,Lihat SK Operasional,2020-06-25 14,,625,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Tengah,Kab. Banggai,Toili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D614426B-3CFC-4ED4-BC6B-21642B8DE61D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980946,LKP TOILI INDAH,K9980946,Jl. Jend. Ahmad Yani,RUSA KENCANA,KEC. TOILI,KAB. BANGGAI,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,001/YTI/SK/II/2018,06-02-2018,142.a/421.9/DISDIK,15-02-2018,Lihat SK Operasional,2019-07-31 19,,360,,2.,,,,lkptoiliindah19@gmail.com,,-1.438400000000,122.339300000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sulawesi Tengah,Kab. Banggai,Toili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3EA958F7-3359-4983-90F1-431FE963E3BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5650385,LKP Widyatania,K5650385,"Jl. Trans Toili No.73 Cendana Kec.Toili Banggai, Sulteng 94763",CENDANA,KEC. TOILI,KAB. BANGGAI,PROV. SULAWESI TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AF6231,324,06-07-2015,053/421.9/Dikbud,20-01-2016,Lihat SK Operasional,2019-05-02 14,,0,,2.,,,,lkpwidyatama1@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,
Sulawesi Tengah,Kab. Banggai,Toili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7D59816-F3F0-4C33-A00C-1928126227E3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998841,PKBM ANUGERAH,P9998841,Jl. Tadulako No. 12 Desa Tirtakencana,TIRTA KENCANA,KEC. TOILI,KAB. BANGGAI,PROV. SULAWESI TENGAH,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,140/194/DS-TK/2022,02-05-2022,503/343/DPMPTSP/SPD/Ill/2023,13-03-2023,Lihat SK Operasional,2023-05-05 08,,750,1. Lainnya,2. Lainnya,PLN,,,,,.000000000000,.000000000000,6,0,0,4,Sore/6 hari,,2022/2023-2,"1,300",5,0,0,0,3,0,2,2,2,0,1,3,4,2,0,4,2,0,1,0,2,0,0,3,2,4,5,0,0,0,0,0,0,0,Paket C IPS 2013,Lainnya
Sulawesi Tengah,Kab. Banggai,Toili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80A7E0FF-DB29-44F7-89AF-6FBDB134365E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9956920,PKBM BUMI TOILI,P9956920,KELURAHAN CENDANA,CENDANA,KEC. TOILI,KAB. BANGGAI,PROV. SULAWESI TENGAH,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,420/78/UPT.DIKBUD,05-12-2015,513/09G/DPMPTSP/SPD/11/2023,27-02-2023,Silakan Upload SK (link file tidak valid) => [809307-220609--],2023-03-28 13,B,0,1. Telkomsel Flash,2. Lainnya,PLN,,,pkbmbumitol@gmail.com,,-1.451200000000,122.339000000000,6,0,0,6,Siang/6 hari,,2022/2023-2,898,9,0,1,2,2,0,5,0,4,0,2,0,1,5,0,2,4,0,1,1,3,1,0,0,6,0,9,0,0,0,1,0,0,0,Kursus Umum,Telkomsel Flash
Sulawesi Tengah,Kab. Banggai,Toili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/830500A1-9715-400C-8499-30D09773A856,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948401,PKBM CEMPAKA,P9948401,Jl. Mulyo Harjo,MANSAHANG,KEC. TOILI,KAB. BANGGAI,PROV. SULAWESI TENGAH,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,155/421.9/PLS/PDK/2007,09-05-2007,3054/PAUDNI-421.9/DIKBUD/2015,07-12-2015,Lihat SK Operasional,2016-10-06 09,,"1,892",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,pkbmcempakatoili@gmail.com,,-1.464800000000,122.338200000000,2,0,0,5,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,6,0,2,0,0,0,1,1,0,0,2,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,Paket C IPS 2013,Telkomsel Flash
Sulawesi Tengah,Kab. Banggai,Toili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/71E25BF9-B515-4F5A-B36C-CA7EDBA8D846,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948504,PKBM TUNAS JAYA,P9948504,DesaTirta Kencana,TIRTA KENCANA,KEC. TOILI,KAB. BANGGAI,PROV. SULAWESI TENGAH,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,043/421/UPT DINAS UPT,18-07-2016,2315/421.9/DIKBUD,05-09-2016,Lihat SK Operasional,2017-03-21 07,,0,1. -,2. -,PLN,,,tunasjayapkbmtoili@gmail.com,,-1.464800000000,122.338200000000,0,0,0,2,Sore/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Paket C IPS 2013,Tidak Ada
