prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Banten,Kab. Tangerang,Cikupa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BC8C44A8-B3B1-4831-8EBB-8053527F774F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5659999,LKP Akilah,K5659999,"Perum Citra Raya, Jl. Taman Puspa Blok C.2 Kel. Cikupa, Kec. Cikupa Kab. Tangera",CIKUPA,KEC. CIKUPA,KAB. TANGERANG,PROV. BANTEN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,18-05-2017,,18-05-2017,Silakan Upload SK,,B,0,,2.,,,,tohirakilah@gmail.com,,.000000000000,.000000000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Banten,Kab. Tangerang,Cikupa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/84DAC087-C4D7-4EBF-95E5-9D4DEEDF3270,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980927,LKP GANESHA OPERATION,K9980927,JL. CITRA UTAMA TIMUR BLOK M19 NO. 1 B-C-D CITRA RAYA CIKUPA,DUKUH,KEC. CIKUPA,KAB. TANGERANG,PROV. BANTEN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,NOMOR,25-05-2015,421.9/Kep.454-Disdik,06-08-2018,Lihat SK Operasional,2018-12-14 17,,150,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Banten,Kab. Tangerang,Cikupa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80E026D3-5C30-41CE-ACD8-AAD2726383E1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668492,LKP GEMA CENDEKIA TANGERANG,K5668492,Jl. Padat Karya rt.004/002,SUKA MULYA,KEC. CIKUPA,KAB. TANGERANG,PROV. BANTEN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/kep.389-Disdik,23-11-2017,No.41.-27-05-2016,27-05-2016,Lihat SK Operasional,2017-12-07 15,Tidak Terakreditasi,800,,2.,,,,lkpgc2017@gmail.com,,.000000000000,.000000000000,0,0,0,0,KBK Teknologi Informasi dan Komunikasi,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Banten,Kab. Tangerang,Cikupa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AA7EA674-3D37-442F-BA79-79336315EF43,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5659972,LKP Multimedia Informatika,K5659972,"Jl.Raya Serang Km.16,8 Cihideung.Desa Talaga Cikupa",TALAGA,KEC. CIKUPA,KAB. TANGERANG,PROV. BANTEN,SWASTA,Kursus,KKNI Level 3,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,07,07-05-2010,421.9/Kep.268-Disdik,07-01-2020,Silakan Upload SK (link file tidak valid) => [400891-487026--],2020-11-26 14,B,"1,055",,2.,,,,susilawatiy75@gmail.com,https,.000000000000,.000000000000,0,0,0,4,KBK Teknologi Informasi dan Komunikasi,,,2022/2023-2,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Banten,Kab. Tangerang,Cikupa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BFCF5140-67DE-448E-A1B3-9B7FD3FE23D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981119,LKP TOPI BAMBU FOUNDATION,K9981119,KP. CIKUPA RT. 01/01 DESA CIKUPA,CIKUPA,KEC. CIKUPA,KAB. TANGERANG,PROV. BANTEN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,NOMOR,31-10-2011,421.9/Kep.484-Disdik,18-12-2018,Lihat SK Operasional,2019-02-27 09,,30,,2.,,081905042927,,ukmbis@gmail.com,www.topibambu.com,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Banten,Kab. Tangerang,Cikupa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AAF266DE-A0FA-4643-BA53-3D765F1F93A1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9926525,PKBM AMALIA,P9926525,JLN. RAYA SERANG,TALAGA SARI,KEC. CIKUPA,KAB. TANGERANG,PROV. BANTEN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.1/480-Disdik/2014,23-12-2014,421.1/480-Disdik/2014,23-12-2014,Lihat SK Operasional,2019-05-23 08,B,72,1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,,pkbmamalia.cikupa@gmail.com,,-6.227900000000,106.525400000000,0,0,0,6,2013,Pagi/6 hari,,2022/2023-2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lainnya (Serat Optik)
Banten,Kab. Tangerang,Cikupa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B8D6445-2F50-4CD4-8D73-31B6661A5F1F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970643,PKBM BINA SATU NUSA,P9970643,"Jl. Raya Serang, KM 13,1 Rt.01/01 Kp.Cirewed",SUKA DAMAI,KEC. CIKUPA,KAB. TANGERANG,PROV. BANTEN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Bina Satu Nusa,AM6257,421.9/579-Disdik,28-12-2017,421.9/579-Disdik,28-12-2017,Lihat SK Operasional,2018-11-01 09,,0,1. -,2. Telkomsel Flash,PLN,,,pkbm_binasatunusa@yahoo.com,,-6.205521900000,106.538438600000,3,0,0,10,2013,Sehari Penuh/3 hari,,2022/2023-2,"1,200",2,1,1,2,0,1,6,1,3,0,0,0,2,1,0,3,0,1,0,1,0,0,0,1,1,2,2,0,0,0,1,0,0,0,Tidak Ada
Banten,Kab. Tangerang,Cikupa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BDDF58BB-4DF1-4843-97F0-C5289EDFF90A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9908814,PKBM GEMA CENDIKIA,P9908814,Jalan Padat Karya RT. 004 RW. 02,SUKA MULYA,KEC. CIKUPA,KAB. TANGERANG,PROV. BANTEN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Syifa Nurrizky Tangerang,AM6359,421.1/481-Disdik/2014,23-12-2014,421.1/481-Disdik/2014,23-12-2014,Lihat SK Operasional,2020-08-29 19,C,18,1. Indosat IM3,2. Axis,PLN,0,0,pkbmgece2014@gmail.com,http,-6.227900000000,106.525400000000,16,0,0,7,2013,Sehari Penuh/3 hari,,2022/2023-2,900,3,0,0,1,0,0,17,0,16,0,0,0,0,16,0,1,15,8,4,4,0,0,0,0,9,7,3,0,0,0,0,0,0,0,Indosat IM3
Banten,Kab. Tangerang,Cikupa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/981A3E53-8A65-4A67-8944-AAFD0FEABAFF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998891,PKBM PANCANITI MAHARDIKA,P9998891,Kp. Talaga RT. 004/002 Desa Talaga Kecamatan Cikupa Kabupaten Tangerang Provinsi,TALAGA,KEC. CIKUPA,KAB. TANGERANG,PROV. BANTEN,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,474,14-12-2017,421.9/7642-Disdik,21-12-2022,Lihat SK Operasional,2023-06-06 09,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Banten,Kab. Tangerang,Cikupa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FD59BA16-0964-477E-B5CA-3186C145EA18,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998221,PKBM UMAR BIN ABDUL AZIZ,P9998221,Kp. Cikupa Induk No.1 RT. 012 RW.005 Kel. Sukamulya Kecamatan Cikupa Kabupaten T,SUKA MULYA,KEC. CIKUPA,KAB. TANGERANG,PROV. BANTEN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01,01-12-2015,421.9/2624-Disdik,25-04-2022,Lihat SK Operasional,2022-06-21 14,,400,1. -,2. -,PLN,,,pkbmumarbinabdulaziz@gmail.com,,.000000000000,.000000000000,4,0,0,8,2013,Sehari Penuh/6 hari,,2022/2023-2,"3,300",20,0,1,6,0,0,6,0,4,0,0,0,0,4,0,0,4,2,0,1,0,1,0,0,0,4,6,11,3,0,0,1,0,0,Tidak Ada
