prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum
Jawa Timur,Kota Mojokerto,Prajurit Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB35A751-43F4-4DBA-B9BB-9B49EAF2FC5E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5664657,LKP AICO,K5664657,Jl. Panderman Raya No. 44 Perumnas Wates,KEC. PRAJURIT KULON,KOTA MOJOKERTO,PROV. JAWA TIMUR,INDONESIA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Timur,Kota Mojokerto,Prajurit Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C69D6F3-B9AA-46A7-836D-1E34A4770BC0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5664652,LKP Alfa Gama,K5664652,jl. Trunojoyo 33,BLOOTO,KEC. PRAJURIT KULON,KOTA MOJOKERTO,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,0321328706,umam15_83@yahoo.co.id,http,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Timur,Kota Mojokerto,Prajurit Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DC7DFF43-34B3-447D-BFCF-A481FCAC9F56,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5664649,LKP Cishan,K5664649,jl. PB. Sudirman No. 1 Mojokerto,SURODINAWAN,KEC. PRAJURIT KULON,KOTA MOJOKERTO,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Jawa Timur,Kota Mojokerto,Prajurit Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/22396B27-9C27-4C4F-818C-E7941051458A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5664691,LKP English Study Club,K5664691,Jl. Suromulang Dalam II no. 2 Surodinawan,SURODINAWAN,KEC. PRAJURIT KULON,KOTA MOJOKERTO,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/035/417.301/2018,28-05-2018,421.9/035/417.301/2018,28-05-2018,Lihat SK Operasional,2019-05-13 13,B,0,,2.,,,,,englishstudyclub1001.blogspot.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Bahasa
Jawa Timur,Kota Mojokerto,Prajurit Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8C5444BD-B923-446F-B365-8577EBE4F82F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5664683,LKP Idola Modes,K5664683,jl. Cinde Baru Rt3/1 Prajurit Kulon,SURODINAWAN,KEC. PRAJURIT KULON,KOTA MOJOKERTO,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 1,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/4414/417.301/2016,15-07-2015,421.9/4414/417.301/2016,15-07-2015,Silakan Upload SK,,,0,,2.,,,,liesmelaniemodes@gmail.com,,.000000000000,.000000000000,0,0,0,1,,,2022/2023-2,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Seni Rupa dan Kriya
Jawa Timur,Kota Mojokerto,Prajurit Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9DF34C9B-A679-463E-A393-AFC966B65D16,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5664680,LKP JAKFARS MUSIK,K5664680,jl. Suradinawan Gg. Tengah No. 57B,SURODINAWAN,KEC. PRAJURIT KULON,KOTA MOJOKERTO,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,m.jakfar.musik@gmail.com,kursus musik orgen online,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Seni Pertunjukan
Jawa Timur,Kota Mojokerto,Prajurit Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8AE7ED41-91A8-4664-A482-783A98D511B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5664667,LKP KUMON,K5664667,Ruko PB. Sudirman . jl. PB Sudirman No. 45 H,SURODINAWAN,KEC. PRAJURIT KULON,KOTA MOJOKERTO,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,0321383500,0321383500,k.pb.sudirman.mojokerto@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Timur,Kota Mojokerto,Prajurit Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3EE9DAB3-A381-4D30-A04F-B839B6E4D5D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5664692,LKP Lies Melanie Modes,K5664692,Jln. Suromulang Mojokerto Jawa Timur,SURODINAWAN,KEC. PRAJURIT KULON,KOTA MOJOKERTO,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/2351b/417.301/2018,06-08-2018,421.9/2351b/417.301/2018,06-08-2018,Lihat SK Operasional,2019-10-28 16,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Pariwisata
Jawa Timur,Kota Mojokerto,Prajurit Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6DA16FB7-D143-4D2E-82BD-28AFD8789213,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5664671,LKP Management and Bussines Education,K5664671,Jl. Raden Wijaya No.7 Mojokerto 61361,SURODINAWAN,KEC. PRAJURIT KULON,KOTA MOJOKERTO,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,,03213881122,mbemojokerto@gmail.com,www.mbemojokerto.org.,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Timur,Kota Mojokerto,Prajurit Kulon,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F48F6B9E-655E-4535-98E3-4738F457CD81,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5664672,LKP Modes Aminah,K5664672,jl. Raya Prajurit Kulon No. 30 Mojokerto,SURODINAWAN,KEC. PRAJURIT KULON,KOTA MOJOKERTO,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AE7323,421.9/6410/417.301/2016,02-11-2017,421.9/6410/417.301/2016,02-11-2016,Lihat SK Operasional,2019-05-06 10,,0,,2.,,,,modesaminah@gmail.com,,7.478200000000,112.425300000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Pariwisata
