prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/24DAF6E2-C219-4075-A0BD-45604D9ED042,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996553,LKP AR-RAYYAN,K9996553,Dusun Dahlian Desa Teluk Bakung Kec. Tanjung Pura Kab. Langkat,TELUK BAKUNG,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,28,28-02-2018,421.9/3425.III/K/2018,31-08-2018,Lihat SK Operasional,2020-08-19 17,,450,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2C96621F-7FB6-4115-BA86-942A00210527,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997387,LKP INSAN FOTOGRAFI,K9997387,JL. SYEKH USMAN GG BILAI LINGK III KEL PEKAN TANJUNG PURA,PEKAN TANJUNG PURA,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,12,16-03-2016,421.9-0012/PNF-LKP/DPMP2TSP/2021,14-06-2021,Lihat SK Operasional,2021-06-30 22,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8EF4A23D-43A3-4FB6-B2FC-EF7CB9DEAD7E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5655821,LKP MULIANI,K5655821,Jl. Pangkalan Berandan Desa Pematang Tengah,PEMATANG TENGAH,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan LKP MULIANI,AB6542,01,03-07-2015,421.9/2853.III/SK/2015,22-10-2015,Lihat SK Operasional,2019-05-31 12,B,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/11954A01-D9E1-4109-8A9C-AEE7DFA6BEB9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5655728,LKP Nurul Al Ridha,K5655728,"Dusun II Sepakat Desa Serapuh Asli, Langkat",SERAPUH ASLI,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN NURUL AL-RIDHA,AB6541,08,20-05-2015,421.9/02172.III/K/2018,15-08-2018,Silakan Upload SK,,B,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2A456852-61C1-4A94-A9BF-BC8BD317D386,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9984342,LKP SMART EDUCATION CENTER,K9984342,Jl. Pekubuan No. 3 Kel. Pekan Tanjung Pura Kec. Tanjung Pura Kab. Langkat,PEKAN TANJUNG PURA,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,03/SK/PTP/VII/2015,06-07-2015,421.9/3090.III/K/2016,21-09-2016,Lihat SK Operasional,2019-07-31 07,,280,,2.,,,,smarteducation87@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AF4ABD47-FC1C-4C76-8FF8-4BB03A795B2E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996594,PKBM BAHARI,P9996594,Jl. Kenanga Dusun II Desa Tapak Kuda Kec. Tanjung Pura Kab. Langkat,TAPAK KUDA,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,46,08-07-2019,421.9-0074/PNF-PKBM/DPMP2TSP/2020,30-07-2020,Silakan Upload SK (link file tidak valid) => [399996-202246--],2020-11-23 07,,416,1. Smartfren,2. Telkom Speedy,PLN,,,pkbmbahari27@gmail.com,,4.011302500000,98.508261400000,10,0,0,5,Pagi/6 hari,,2022/2023-2,900,6,0,0,0,0,0,3,8,10,0,0,0,1,9,0,4,6,6,2,0,2,0,0,0,4,6,0,6,0,0,0,0,0,0,2013,Smartfren
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DD9CAA05-06ED-4F68-BF9F-A467461AFBEB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996176,PKBM INDAH UMAMI,P9996176,Jl. Kantor Kepala Desa Desa Pematang Cengal Kec. Tanjung Pura Kab. Langkat,PEMATANG CENGAL,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,PKBM,Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,01,02-12-2019,421.9-0052/PNF/DPMP2TSP/2019,27-02-2020,Lihat SK Operasional,2020-03-17 15,,"2,500",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,indahumami2019@gmail.com,,3.935700000000,98.455700000000,6,0,0,3,Sore/6 hari,,2022/2023-2,"1,300",3,0,0,2,0,0,7,0,6,0,0,0,0,6,0,4,2,0,4,0,0,2,0,0,4,2,2,1,0,0,0,0,0,0,2013,Telkomsel Flash
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/087090BB-33A4-4910-A607-148C61A38D8C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996283,PKBM NURUL AL RIDHA,P9996283,Dusun II Sepakat Desa Serapuh Asli Kec. Tanjung Pura Kab. Langkat,SERAPUH ASLI,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,PKBM,Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,07,16-07-2018,421.9/20175.III/K/2018,20-08-2018,Lihat SK Operasional,2020-04-21 17,,275,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,3.959731300000,98.434170200000,3,0,0,2,Sore/6 hari,,2022/2023-2,"1,300",3,0,0,0,0,0,3,1,3,0,0,0,0,3,0,2,1,1,1,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,2013,Telkomsel Flash
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D76F02DC-0DA2-40F3-89A5-575105F8BE6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69930048,PPS Hujjaturrahmah,69930048,Dusun X,BUBUN,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Langkat,Tanjung Pura,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59A0DA4D-BD8F-4BF1-A264-F8FC028B16D7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033446,PPS. DAARUL ULUUM FATHUL JAMIIL,70033446,JALAN TERUSAN DUSUN AMPERA,PANTAI CERMIN,KEC. TANJUNG PURA,KAB. LANGKAT,PROV. SUMATERA UTARA,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,673,01-08-2022,673 TAHUN 2022,01-08-2022,Lihat SK Operasional,2022-09-15 11,,"5,241",,2.,,,,,,3.912100000000,98.447500000000,0,30,2,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
