prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum
Sumatera Utara,Kota Pematangsiantar,Siantar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F578060A-1AFF-49BE-A333-171FFED1EC2B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998351,LKP BOLON SALON,K9998351,Jl. Melanthon Siregar No.01 Pematang Siantar,KARO,KEC. SIANTAR SELATAN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,503/8/IPS-PNF/DPMPTSP/IX/2022,12-10-2022,503/8/IPYS-PNF/DPMPTSP/IX/2022,12-10-2022,Lihat SK Operasional,2022-11-23 15,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/138161A4-8B1A-4F79-86FB-55848CB35C70,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665686,LKP Imel Salon,K5665686,Jl. Narumonda Atas No. 139,MARTIMBANG,KEC. SIANTAR SELATAN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,62,22-11-2011,421.9/2234/PNFK/2018,07-06-2018,Lihat SK Operasional,2019-05-31 12,C,0,,2.,,,,melani.therezia@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Kesehatan
Sumatera Utara,Kota Pematangsiantar,Siantar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B433CB26-8EE3-405C-B03D-3C540F4D7D86,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997288,LKP KAYLA,K9997288,Jl.Sidikalang  No.29,MARTIMBANG,KEC. SIANTAR SELATAN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,31,20-05-2019,503/158/PK-DPMPTSP/IV/2021,14-04-2021,Lihat SK Operasional,2021-05-18 08,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kota Pematangsiantar,Siantar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D81346D5-B3B5-4C43-ADA2-3970813A9983,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998271,LKP KUMON SABANG MERAUKE,K9998271,Jl.Sabang Merauke No.7,SIMALUNGUN,KEC. SIANTAR SELATAN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,20,07-09-2022,421.9/2836 PNFK/IX/2022,26-09-2022,Lihat SK Operasional,2022-09-29 06,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/703B2FBA-D7A5-47DF-9EE4-114647DF7B28,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981276,LKP LIPIDA SALON,K9981276,Jl.Sudirman No.92,KARO,KEC. SIANTAR SELATAN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,07,23-03-2019,421.9/1051/PNFK/2019,04-04-2019,Lihat SK Operasional,2019-04-15 13,,90,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kota Pematangsiantar,Siantar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/46FAE59E-56F3-4519-9569-C9CCC7B6BBCB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668129,LKP MEYFEN DRESS MAKING,K5668129,JL.D.I.PANJAITAN NO.142,AEK NAULI,KEC. SIANTAR SELATAN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,19,13-06-2017,421.9/2011/PNF/2017,18-07-2017,Lihat SK Operasional,2017-09-17 16,C,130,,2.,,,,dianaanna027@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kota Pematangsiantar,Siantar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0484130-C634-4216-8F1B-CB8645BE5E6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996875,LKP ORBYS,K9996875,Jl.Dolok Simarjarunjung No.10,KARO,KEC. SIANTAR SELATAN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,7,04-08-2020,503/494/PK-DPMPTSP/XI/2020,02-11-2020,Lihat SK Operasional,2021-01-05 16,,280,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0C508FB6-1D69-4350-AA91-B02ECD4AE2DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981349,LKP Perdana Salon,K9981349,Jl.Melanthon Siregar No.50,TOBA,KEC. SIANTAR SELATAN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,6,05-04-2019,421.9/1158/PNFK/2019,15-04-2019,Lihat SK Operasional,2019-05-06 13,,90,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kota Pematangsiantar,Siantar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F66CF413-36B0-4056-B41D-35BD3D667CF9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665714,LKP Petra,K5665714,Jl. Mayjend Richardo Siahaan No.20,AEK NAULI,KEC. SIANTAR SELATAN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,09,19-12-2013,421.9/09991/PNF/2017,13-04-2017,Lihat SK Operasional,2019-05-15 12,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kota Pematangsiantar,Siantar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E9BE031B-9995-41EC-806F-90561C657825,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665691,LKP Phoenix Beauty Salon,K5665691,Jln. Bukit Siguntang No. 5,KARO,KEC. SIANTAR SELATAN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,17,07-02-2012,421.9/0470/PNF/2016,20-01-2016,Lihat SK Operasional,2017-05-03 11,,120,,2.,,,,lkpphonixsalon@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kota Pematangsiantar,Siantar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A78C52F6-ED8E-4D97-92E8-E9472E7385FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981049,LKP ROS,K9981049,Jl.SKI,AEK NAULI,KEC. SIANTAR SELATAN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,1,05-12-2018,421.9/0749/PNFK/2018,31-12-2018,Lihat SK Operasional,2019-02-04 09,,140,,2.,,,,lkpros90@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kota Pematangsiantar,Siantar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7959582D-50F0-49EF-B0F2-E508755BF02A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668279,LKP SALON ULY,K5668279,JL.GEREJA NO.43,KRISTEN,KEC. SIANTAR SELATAN,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,2,01-10-2015,421.9/6967/PNF/2016,23-12-2016,Lihat SK Operasional,2017-10-25 15,,150,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
