prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Sumatera Utara,Kab. Deli Serdang,Patumbak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE2748D8-9334-4541-9058-3D05D1713EE9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667476,LKP ASSMA MODISTE,K5667476,Jalan Pertahanan Dusun V Gg. Swakarya No. 5,PATUMBAK KAMPUNG,KEC. PATUMBAK,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,19,10-06-2016,421.9/5653/PLS/2016,27-06-2016,Lihat SK Operasional,2017-02-17 10,,90,,2.,,,,lkpassmamodiste001@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Deli Serdang,Patumbak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C40F201-5CAA-4EA1-A216-952EAFC8C6AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996919,LKP AYUMI,K9996919,PERUMAHAN OMADELI VILLAGE JALAN SISINGAMANGARAJA KM. 10,MARINDAL DUA,KEC. PATUMBAK,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,01,16-12-2019,421.9/1852/PAUD&PNF/2020,19-03-2020,Lihat SK Operasional,2021-01-19 07,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Patumbak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/569A39D8-085E-4C98-8E1C-1C6456ECBAFF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996819,LKP GABYTANIA,K9996819,JALAN DUSUN VIII,MARINDAL DUA,KEC. PATUMBAK,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,02,17-12-2019,421.9/1850/ PAUD&PNF/2020,19-03-2020,Lihat SK Operasional,2020-12-15 11,,120,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Patumbak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EAF55C77-3330-449E-B23F-60DB4EE31AAB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996820,LKP GRASELLY,K9996820,JALAN PERJUANGAN III,SIGARA GARA,KEC. PATUMBAK,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,02,15-11-2019,421.9/1851/PAUD&PNF/2020,19-03-2020,Lihat SK Operasional,2020-12-15 11,,135,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Patumbak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DF3348C5-ECE3-4F16-81C7-F73E872A2362,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997473,LKP KAYLA AL MAHRI,K9997473,JALAN PERTAHANAN KOMPLEK VILLA PERMATA INDAH BLOK F NO. 3,MARINDAL DUA,KEC. PATUMBAK,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,AHU-0025320.AH.01.04. Tahun 2020,18-12-2020,0221/DP/150/VIII/2021,23-08-2021,Lihat SK Operasional,2021-08-29 11,,152,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Patumbak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4EE29785-A609-411E-997A-2D4B16539929,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667522,LKP MUDA SUTARI,K5667522,Jl. Pertahanan No. 91 Simp. Amplas,PATUMBAK KAMPUNG,KEC. PATUMBAK,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,02,25-11-2008,421.9/2207/B/PLS/2016,14-03-2016,Lihat SK Operasional,2017-02-28 15,C,125,,2.,,,,omamuda@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Pariwisata,
Sumatera Utara,Kab. Deli Serdang,Patumbak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/392C3B08-65F6-4881-A913-23D27870DB92,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996961,LKP MULTI LITERATURE,K9996961,KOMPLEK ALAM PATUMBAK PERMAI BLOK E,SIGARA GARA,KEC. PATUMBAK,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,05,17-10-2019,421.9/1642/PAUD&PNF/2020,10-03-2020,Lihat SK Operasional,2021-02-03 10,,150,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Patumbak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C712912B-9592-4B95-AC75-275ADCB62C6F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667442,LKP NADHIFAH,K5667442,Jalan Delima Raya No.21 Dusun V,SIGARA GARA,KEC. PATUMBAK,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,12,07-10-2013,421.9/2214/PLS/2016,14-03-2016,Lihat SK Operasional,2017-02-04 05,,150,,2.,,,,sulfida.zahra17@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Pariwisata,
Sumatera Utara,Kab. Deli Serdang,Patumbak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BAAE53C6-1A92-4965-B54D-142110D12867,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981321,LKP NINTA SRIKANDI,K9981321,Jalan Pertahanan Dusun V No. 73,PATUMBAK KAMPUNG,KEC. PATUMBAK,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,78,30-04-2019,421.9/3048/PAUD&PNF/2019,25-04-2019,Lihat SK Operasional,2019-04-29 10,,420,,2.,,,,lkpnintasrikandi01@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Deli Serdang,Patumbak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4B87D0DA-7E7A-4B2B-985E-C8B0C7152A6D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667190,LKP PANCA SAKTI,K5667190,Jl. Pertahanan Gg. Amal Dusun II Lrg. Gereja IV Ujung No. 12,PATUMBAK KAMPUNG,KEC. PATUMBAK,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,nomor 13,17-12-2009,421.9/5912/PLS/2014,27-06-2014,Lihat SK Operasional,2016-11-09 14,,385,,2.,,,,echositumorang@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
