prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BA1D2047-0BBE-4A4A-B0B6-16604B23ACAA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560435,LKP Acutrad Jarum Daun,K0560435,Jl. Jagalan No. 117A Rt.06/16,PENELEH,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,KKNI Level 4,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,ivanhardi2002@yahoo.com,,-7.248043700000,112.743864500000,0,0,0,6,KBK Kesehatan,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE791BD6-C7A0-4A74-80D8-E4D189AE766E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980755,LKP EDULAB,K9980755,JL.AMBENGAN NO.51,KETABANG,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.95893/436.7.1/2018,07-06-2018,188/5894/436.7.1/2018,07-06-2018,Lihat SK Operasional,2018-10-12 21,,0,,2.,,,031-5313131,,,-7.255680400000,112.749294300000,0,0,0,0,KBK Umum,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BC64141D-2EA4-4F8C-8E3A-099CA2CF750A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668150,LKP EMBASSY ENGLISH CENTRE,K5668150,Jl.Pemuda No.33-37 Surabaya Plaza,EMBONG KALIASIN,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/0908/436.6.4/2013,30-01-2014,188/4999/436.7.1/2017,31-05-2017,Lihat SK Operasional,2017-09-19 16,,0,,2.,,,0315316089,mardhyyahana.embassy@gmail.com,www.embassyenglishcentre.com,-7.264105600000,112.749162100000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4317E9F3-3ED2-480E-B9D3-F12571BBD037,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560415,LKP Enesce Surabaya,K0560415,Jl. Basuki Rahmat No.85,EMBONG KALIASIN,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,188/12282/436.6.4/2010,20-12-2010,188/12282/436.6.4/2016,20-12-2016,Lihat SK Operasional,2017-09-23 10,C,300,,2.,,0315323952,0315310331,nscpoltek@nscpoltek.ac.id,lkpenesce.com,-7.268200000000,112.741800000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/72737645-A742-4B6B-977E-3C005D052424,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667566,LKP ENGLISH FIRST Pemuda,K5667566,Jl.Pemuda 33-37,EMBONG KALIASIN,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/2652/436.6.4/2009,30-03-2009,188/9326/436.6.4/2016,07-10-2016,Lihat SK Operasional,2017-03-17 14,B,0,,2.,,031548300,0315484000,lkp.plaza@edukagroup.com,www.englishfirst.com,-7.263597200000,112.749051000000,0,0,0,0,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/01A9041C-6640-4FBA-B9CE-3B885E6EE3D4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560449,LKP English talk,K0560449,Jl.Jendral basuki rachmad 129-137,EMBONG KALIASIN,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,0315319136,0315340669,ajaymulani213@gmail.com,www.englishtalk-id.com,-7.271778200000,112.741846400000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E910A39D-8C41-4A5A-8278-22CC0AF11AB8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560446,LKP Ganesha operation,K0560446,Jl.BKR pelajar 28,KETABANG,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,188/1234/436.6.4.1/1999,30-06-1999,188/5223/436.7.1/2018,23-05-2018,Lihat SK Operasional,2018-08-03 09,,300,,2.,,,0315473744,surabaya_2@go-pusat.co.id,,-7.258300000000,112.749700000000,0,0,0,0,KBK Umum,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FEB075CD-A657-4B21-89B0-9478CA5E1BDA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669342,LKP GANESHA OPERATION KUSUMA BANGSA 25,K5669342,Jl.Kusuma Bangsa No.25 ABC,KETABANG,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/2822/436.6.4/2015,09-04-2015,188/5677/436.7.1/2018,04-06-2018,Lihat SK Operasional,2018-08-03 13,Tidak Terakreditasi,0,,2.,,,,,,-7.255381400000,112.750113300000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A59B2373-5240-48CC-8B91-D822833B405D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998099,LKP GLOBAL ART KAYOON,K9998099,Jl. Kayoon No. 38-40 Kav. C,EMBONG KALIASIN,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,KP.30/149/402.4.9/2004,10-11-2004,188/7415/436.7.1/2022,16-03-2022,Lihat SK Operasional,2022-06-22 15,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F62B09CF-DF36-44BE-B276-D3A56354C6D1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560440,LKP Gucci Dance Company,K0560440,Jl. Taman aksara No.1,KETABANG,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-7.273547400000,112.746787800000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5C1CB447-EF1C-44AF-B2E5-1EBC33DBEAF4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5666425,LKP IMA Jatim,K5666425,Jl. Taman Apsari No.1A Kota.Surabaya Provinsi Jawa Timur 50271,EMBONG KALIASIN,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/9494/436.6.4/2011,27-05-2011,188/11876/436.6.4/2016,06-12-2016,Silakan Upload SK,,,0,,2.,,0315321051,0315321051,imapusat01@gmail.com,,-7.269289100000,112.743028000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0B31E46-1BC5-4ADB-9144-2036A7745AD6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980844,LKP MARLUPI DANCE ACADEMY,K9980844,Jl.Pandan 26,KETABANG,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/2490/436.6.4/2015,27-03-2015,188/9704/4367.1/2018,02-10-2018,Lihat SK Operasional,2018-11-13 15,,480,,2.,,,,,,-7.259183600000,112.752162900000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/509AB033-2495-407A-A932-E139B9BF8BE6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560442,LKP NEUTRON YOGYAKARTA WIJAYA KUSUMA,K0560442,Jl.Wijaya kusuma 51,KETABANG,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/987/436.5.6/2007,04-04-2007,188/10202/436.7.1/2017,01-11-2017,Lihat SK Operasional,2017-11-20 09,,0,,2.,,0315343718,0315343718,srby1.ny@gamil.com,www.neutron-ny.com,-7.257300000000,112.748500000000,0,0,0,0,KBK Umum,,,2022/2023-2,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/35398C0C-6D1B-4A1D-BB5A-40E56760B923,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560448,LKP Perhimpunan Alumni CHHS,K0560448,Jl.Undaan Kulon no.1 Surabaya,PENELEH,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,0315354117,0315343779,zhong.chhs@gmail.com,www.chhscourse.com,-7.255306700000,112.742736500000,0,0,0,0,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DE656B4A-70C4-49BA-BF7F-9838C814363E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981336,LKP PRIMAGAMA KUSUMA BANGSA,K9981336,Jl.Kusuma Bangsa No.44,KETABANG,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,188/9071/436.6.4/2016,23-09-2016,188/4739/436.7.1/2019,23-04-2019,Lihat SK Operasional,2019-05-03 09,,0,,2.,,,0315487011,,,-7.258423600000,112.751155300000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2D5CBE41-C80B-4B28-A155-8FBEB48584AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560447,LKP Pushkom,K0560447,Gedung Bumi Mandiri Lt 8 R,EMBONG KALIASIN,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,0315349559,0315349559,pushkomsby@gmail.com,www.pushkom.com,-7.272000000000,112.741700000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/91D5781A-84ED-4F47-87DC-6D6EE713469B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668957,LKP RAFFLES,K5668957,"Sinarmas Land Plaza Lantai 12, Jl.Pemuda No.60-70",EMBONG KALIASIN,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/6297/436.6.4/2012,09-05-2012,188/2182/436.7.1/2018,02-03-2018,Lihat SK Operasional,2018-03-28 15,A,0,,2.,,+62 31 5327085,+62 31 5327084,Surabaya@rafflesindonesia.com,www.RafflesIndonesia.com,-7.265197200000,112.746999400000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/95A45CFA-B15D-474E-9EFD-D616D9947FDF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560430,LKP Scomptec,K0560430,Jl. Kayoon No. 24,EMBONG KALIASIN,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,248/104.10A/14-1996,14-05-1996,188/2813/436.7.1/2018,10-02-2016,Lihat SK Operasional,2018-06-21 14,B,0,,2.,,0315326018,0315315678,edu@scomptec.co.id,www.scomptec-learning.com,-7.268000000000,112.748200000000,0,0,0,0,KBK Bisnis dan Manajemen,,,2022/2023-2,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/38FB4458-A975-438B-B82F-C4AF91541A05,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560445,LKP Sony Sugema College - SSC,K0560445,Jl. Kaca Piring 4-8 Rt. 02/04,EMBONG KALIASIN,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/3522/436.6.4/2012,19-03-2012,188/5843/436.7.1/2018,07-06-2018,Lihat SK Operasional,2018-09-22 15,Tidak Terakreditasi,0,,2.,,0315474176,0315344366,info@bimbelssc.com,bimbelssc.com,-7.260000000000,112.750300000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jawa Timur,Kota Surabaya,Genteng,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9EC80C03-4244-42A7-9562-6BEBB4751131,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669427,LKP WISMA JERMAN,K5669427,Jl.Taman A.I.S Nasution 15,EMBONG KALIASIN,KEC. GENTENG,KOTA SURABAYA,PROV. JAWA TIMUR,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/13881/436.6.4/2012,30-11-2012,188/8279/436.7.1/2018,21-08-2018,Lihat SK Operasional,2018-09-12 08,,"1,097",,2.,,,,,,-7.267897400000,112.745232300000,0,0,0,0,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
