prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Tengah,Kab. Batang,Limpung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C705DB63-31A3-40D7-92F9-00EB5ABB6ED4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2961894,PKBM BIMA,P2961894,JENDRAL SUDIRMAN No 87,LIMPUNG,KEC. LIMPUNG,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,PKBM,Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.8/002/PKBM/2018,28-03-2018,421.8/002/PKBM/2018,28-03-2018,Lihat SK Operasional,2019-07-10 14,B,0,1. Lainnya,2. Telkom Speedy,PLN,,02854468744,bima.pkbm@gmail.com,,-6.993900000000,109.933400000000,12,0,0,5,2013,Sehari Penuh/3 hari,,2022/2023-2,Lainnya,0,7,0,1,0,3,0,3,4,9,0,3,0,3,9,0,4,8,0,2,3,6,1,0,0,7,5,7,0,0,0,1,0,0,0
Jawa Tengah,Kab. Batang,Limpung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/644C0970-C72A-4D0F-9077-A731E5817908,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69979267,PP. Ar Roudloh,69979267,Jl. Syamsuri Gg. MII Rt 03 Rw 03,BABADAN,KEC. LIMPUNG,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,,,KD.11.25/3/PP.00.7/1786/2,08-03-2016,KD.11.25/3/PP.00.7/1786/2,08-03-2016,Silakan Upload SK (link file tidak valid) => [-],2018-08-13 11,,0,,2.,,,,,,-7.011700000000,109.932000000000,0,259,232,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Tengah,Kab. Batang,Limpung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0A090691-FF3D-4B57-84E9-3701DA71E0C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69979268,PP. Roudlotul Muhtadin,69979268,Dlisen Rt 01 Rw 01,DLISEN,KEC. LIMPUNG,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,,,KD.11.25/3/PP.00.7/6787/2,15-11-2015,KD.11.25/3/PP.00.7/6787/2,15-11-2015,Silakan Upload SK (link file tidak valid) => [-],2018-08-13 11,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Tengah,Kab. Batang,Limpung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2A57866-1724-4A03-968D-D1852B0785D4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951352,PPS Al-Hikmah,69951352,Jl. Limpung-Tersono KM 02 Rt. 01 Rw. 01,LIMPUNG,KEC. LIMPUNG,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Tengah,Kab. Batang,Limpung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/588B4DBC-6795-4FA0-A164-7BF7892800A0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951348,PPS Nurul Anwar,69951348,Jl. Kaangsono - Lmpung Km 01 Desa Dlisen,SEMPU,KEC. LIMPUNG,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,6,4,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Tengah,Kab. Batang,Limpung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4B72A76F-ADBB-4937-8F9B-6C683636AF45,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951345,PPS TPI Al Hidayah,69951345,Plumbon rt 06 rw 01 Limpung Batang,PLUMBON,KEC. LIMPUNG,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,35,24,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Tengah,Kab. Batang,Limpung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/98BED7D8-162D-46B4-BA43-B8AA39B5A434,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951353,PPS Walisongo,69951353,Desa Tembok tembok Batang,TEMBOK,KEC. LIMPUNG,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Tengah,Kab. Batang,Limpung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/91B18E91-F0AE-4279-8834-C6F6D35C7D0F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69931137,PPS. AL AZIZIYAH,69931137,Dlisen-Limpung,DLISEN,KEC. LIMPUNG,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,7.006900000000,109.943400000000,0,16,30,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Tengah,Kab. Batang,Limpung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8AD76C73-86A4-4441-B95E-3350F1CA7941,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69931146,PPS. AL HIKMAH,69931146,Plumbon - Limpung,PLUMBON,KEC. LIMPUNG,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Tengah,Kab. Batang,Limpung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E7C731C4-3879-4DF5-9D23-38181AEFEA32,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69931143,PPS. NURUL ANWAR,69931143,Kendayaan Dlisen,NGALIYAN,KEC. LIMPUNG,KAB. BATANG,PROV. JAWA TENGAH,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
