prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Jawa Barat,Kab. Garut,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4A7589D5-D452-487B-8104-CC20909D94C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5652964,LKP Panti Karya,K5652964,Jl.Cangkuang Kp Talun Rt 01 Rw 06 Ds. Cangkuang Kec. Leles-Garut,CANGKUANG,KEC. LELES,KAB. GARUT,PROV. JAWA BARAT,SWASTA,Kursus,KKNI Level 2,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,04-3/C/PK-G/77,01-03-1976,421.1/179-DISDIK,18-01-2016,Lihat SK Operasional,2016-10-12 10,C,"1,550",,2.,,0262456903,,lkppantikarya@yahoo.com,http,.000000000000,.000000000000,0,0,0,2,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Garut,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D80D1285-C17A-401D-94A7-A0AB6B909548,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937083,PAKET PP. AL MU`ALAMAH,69937083,KP. LEUWEUNGTIIS,LEMBANG,KEC. LELES,KAB. GARUT,PROV. JAWA BARAT,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Jawa Barat,Kab. Garut,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3ACF69BD-3866-48F9-B028-A582E7B854D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9980000,PKBM AL FAKHIRAH,P9980000,KP. CANEANG RT. 02 RW. 13,SUKARAME,KEC. LELES,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN DIANTO LANDONG AMPUH,AX2900,421.9/2758-DISDIK,21-11-2018,421.9/2758-DISDIK,21-11-2018,Lihat SK Operasional,2019-01-08 12,C,140,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,pkbmalfakhirahgarut@gmail.com,,-7.131200000000,107.928400000000,6,0,0,7,2013,Sehari Penuh/3 hari,,2022/2023-2,899,2,0,0,0,0,0,7,0,6,0,0,0,1,5,0,3,3,2,0,4,0,0,0,0,6,0,0,2,0,0,0,0,0,0,Telkomsel Flash
Jawa Barat,Kab. Garut,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3F214C2E-7975-4A56-9D6C-1A1F6909F5D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997067,PKBM AL HIDAYAH,P9997067,Kp. Sindangsari RT.03 RW.06,CIBURIAL,KEC. LELES,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,800/2238 - Disdik,08-12-2020,800/2232 - Disdik,08-12-2020,Lihat SK Operasional,2021-02-17 09,,0,1. -,2. -,PLN,,,pkbmalhidayah55@gmail.com,,-7.111600000000,107.889500000000,0,0,0,7,2013,Siang/6 hari,,2022/2023-2,"1,300",7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,Tidak Ada
Jawa Barat,Kab. Garut,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/76703A53-306E-4C65-8574-3CBF21EA9A58,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996513,PKBM AL LATHIEFUSSALAAM,P9996513,Kp. Cikondeh RT 05 RW 04,MARGALUYU,KEC. LELES,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AL LATHIEFUSSALAAM,AW7707,800/841-Disdik,30-06-2020,800/841-Disdik,30-06-2020,Lihat SK Operasional,2020-07-22 10,,0,1. -,2. Telkomsel Flash,PLN,,,pkbmallathiefussalaam1@gmail.com,,-7.088800000000,107.835400000000,8,0,0,12,2013,Sore/6 hari,,2022/2023-2,900,3,0,0,1,0,0,9,0,8,0,0,0,0,8,0,8,0,3,5,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,Tidak Ada
Jawa Barat,Kab. Garut,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5AA3F155-799A-4721-9DAD-C66F10C97DD3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997316,PKBM BALE RAHAYAT,P9997316,Kp. Dano RT 02 RW 06,DANO,KEC. LELES,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,800/774-Disdik,17-06-2020,800/774-Disdik,17-06-2020,Lihat SK Operasional,2021-04-10 08,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Jawa Barat,Kab. Garut,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EC6022B0-87E5-4E93-B07B-2745845C566A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984430,PKBM DAHLIA,P9984430,KP. BABAKAN CIPERANG,SUKARAME,KEC. LELES,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/831-DISDIK,22-05-2019,421.9/831-DISDIK,22-05-2019,Lihat SK Operasional,2019-06-19 15,,"1,050",1. Telkomsel Flash,2. XL (GSM),PLN,,,pkbmdahlialeles@gmail.com,,-7.108577500000,107.870755100000,3,0,0,6,2013,Sore/6 hari,,2022/2023-2,900,2,0,0,2,0,0,5,0,3,0,0,0,0,3,0,1,2,2,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,Telkomsel Flash
Jawa Barat,Kab. Garut,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2C0E1A7-7C14-4F8B-9498-0FD19BD3ED2F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948219,PKBM PANTI KARYA,P9948219,JL. CANGKUANG KP. TALUN,CANGKUANG,KEC. LELES,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,005/YPK/VII/2007,16-06-2007,421.1/984/DISDIK,17-03-2016,Lihat SK Operasional,2016-09-27 12,B,"4,120",1. Telkom Speedy,2. Telkom Speedy,PLN,0262456903,,pkbm.pantikarya@yahoo.com,,-7.100800000000,107.907800000000,4,0,0,8,2013,Sehari Penuh/5 hari,,2022/2023-2,"5,000",10,0,1,2,0,0,8,0,4,0,0,0,0,4,0,4,0,2,1,0,0,1,0,0,0,4,10,0,0,0,1,0,0,0,Telkom Speedy
Jawa Barat,Kab. Garut,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/477CCD86-97E0-487A-A515-8FFEDCB39410,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9996811,PKBM SILWANGI,P9996811,Jln Raya Leles No 117,HARUMAN,KEC. LELES,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,800/1527-Disdik,21-09-2020,800/1527-Disdik,21-09-2020,Lihat SK Operasional,2020-09-29 20,,0,,2.,,,,,,-7.101645800000,107.881559400000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Jawa Barat,Kab. Garut,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/135B6AFD-DCC5-4A8B-AEB0-B54082584248,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69995297,Pondok Pesantren Miftahussalam,69995297,Kp.Barutugu Rt.02 Rw.02,KEC. LELES,KAB. GARUT,PROV. JAWA BARAT,INDONESIA,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
