prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/295A04A3-4250-42E4-9817-B98271128750,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997671,PKBM FAUZUL HASAN,P9997671,Jalan Balai Desa Pesawahan Dusun Sumanbito Rt 02 Rw 01,PESAWAHAN,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Fauzul Hasan,AE5045,503/001/426.116/2021,25-05-2021,421.3/120/426.116/2021,30-08-2021,Lihat SK Operasional,2021-09-10 19,,625,1. Telkomsel Flash,2. Telkom Speedy,PLN & Diesel,,,,,.000000000000,.000000000000,2,0,0,6,2013,Sore/6 hari,,2022/2023-2,Telkomsel Flash,"1,500",6,0,0,0,0,0,6,0,2,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/743309F6-68D1-432C-A3C8-B4CECE5E3967,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2961304,PKBM SUMBER ILMU,P2961304,DUSUN KRAJAN DESA SEGARAN,RANUGEDANG,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,200,1. Telkom Speedy,2. Telkom Speedy,PLN,,,pkbmsumberilmu21@gmail.com,,-7.926200000000,113.399500000000,9,0,0,7,2013,Sehari Penuh/3 hari,,2022/2023-2,Telkom Speedy,900,0,0,0,0,0,0,11,2,9,0,0,0,1,8,0,2,7,5,1,0,2,1,0,0,3,6,0,0,0,2,0,0,0,0
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FE5ABF4E-FDC6-4FBF-93AD-26E41C1B693D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951473,PPS Al-Firdaus,69951473,DUSUN KRAJAN RT/019 RW/005 DESA RACEK,RANUAGUNG,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E2C9B5C5-80CF-4780-B2F8-EAF065B47DE8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951508,PPS Al-Hidayah,69951508,Dusun Manggis RT 18 RW 04,TIRIS,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,2937/Kk.13.8/3/PS.00/12/2019,13-12-2019,2937/Kk.13.8/3/PS.00/12/2019,13-12-2019,Lihat SK Operasional,2022-06-09 11,,0,,2.,,,,,,.000000000000,.000000000000,0,31,18,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/845053CA-43E9-41D3-BA98-8EB6F01B748F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951475,PPS Aszuhriyah,69951475,Dusun Andungminian,SEGARAN,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,2932/Kk.13.8/3/PS.00.8/12/2019,13-12-2019,2932/Kk.13.8/3/PS.00.8/12/2019,13-12-2019,Lihat SK Operasional,2022-06-09 11,,0,,2.,,,,,,.000000000000,.000000000000,0,67,17,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7EAB4110-8415-428B-97BA-693070524F3A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951515,PPS Baburrohmah,69951515,Dusun Krajan Desa Pesawahan,ANDUNGSARI,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C5A4330-DF74-4D95-85B5-24B11817EBC1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951481,PPS Barokatul Hasan,69951481,Dusun Nampu rt/rw.01/01.pedagangan,WEDUSAN,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/483FF8BC-DBD8-490A-B6AA-A524AC720108,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951495,PPS Barokatul Hasan,69951495,Dusun Nampu rt/rw.01/01.pedagangan,WEDUSAN,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3827D936-F590-4E85-893F-6DC0580ABCEA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951472,PPS Darul Jannah,69951472,RT 003 RW 002,WEDUSAN,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,2929/Kk.13.8/3/PS.00/12/2019,13-12-2019,2929/Kk.13.8/3/PS.00/12/2019,13-12-2019,Lihat SK Operasional,2022-06-13 12,,0,,2.,,,,,,.000000000000,.000000000000,0,32,13,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Tiris,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2DCFFDA3-2ED9-42D4-BA5B-7949AA4724C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951498,PPS Habib Muhammad Shodiq,69951498,Dusun Tunggangan RT 026 / RW 005,ANDUNGSARI,KEC. TIRIS,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
