prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Timur,Kab. Lumajang,Randuagung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/55619A1B-5547-4E87-989D-41D039CD16F0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2964084,PKBM AL-AMIN,P2964084,Dusun Krajan RT-01 RW-04 Desa Randuagung Kecamatan Randuagung Kabupaten Lumajang,RANDUAGUNG,KEC. RANDUAGUNG,KAB. LUMAJANG,PROV. JAWA TIMUR,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,411.34/64/427.34/2010,13-04-2010,421 / 2005 / 427.63 / 2022,30-01-2022,Lihat SK Operasional,2022-04-29 09,,0,1. Telkomsel Flash,2. Biznet (Kabel),PLN,,,pkbmalamin2010@gmail.com,,-8.047300000000,113.307700000000,1,0,0,7,2013,Siang/6 hari,,2022/2023-2,Telkomsel Flash,900,4,0,0,1,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0
Jawa Timur,Kab. Lumajang,Randuagung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DC65D2CB-B37B-48BC-9CDF-9D4CA5A71E30,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2964078,PKBM BUDI UTOMO,P2964078,Jl. Suwandak Dusun Krajan,RANULOGONG,KEC. RANDUAGUNG,KAB. LUMAJANG,PROV. JAWA TIMUR,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AN1707,AHU-0010923.AH.01.07,19-01-2016,421/3319/427.41/2018,24-07-2018,Lihat SK Operasional,2019-03-05 09,B,264,1. Lainnya (Kabel),2. Telkom Speedy,PLN,,,pkbmbudiutomo23@gmail.com,,-8.080686400000,113.306774000000,0,0,0,7,2013,Sehari Penuh/3 hari,,2022/2023-2,Lainnya (Kabel),"1,300",7,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0
Jawa Timur,Kab. Lumajang,Randuagung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE44E1CD-F6D1-4573-9B53-A7F1EC8631CE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951423,PPS Barokatul Muhid,69951423,DSN. TIMUR JURANG DS. KALIPENGGUNG,TUNJUNG,KEC. RANDUAGUNG,KAB. LUMAJANG,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,38,45,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Lumajang,Randuagung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B62D239F-675C-438E-87E5-AAACAE598196,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951422,PPS Barokatul Qodiri,69951422,Dsn. Rowotambing Rt.01 / Rw. 09 Ds. Tunjung Kode Pos 67354,KEC. RANDUAGUNG,KAB. LUMAJANG,PROV. JAWA TIMUR,INDONESIA,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,25,16,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Lumajang,Randuagung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58C57E2B-A248-4FC5-B2C4-AE9A53AA8D4B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951432,PPS Mambaul Ulum,69951432,Jl Raya Gedangmas Dusun Sumbergebang Rt/Rw 004/001,GEDANGMAS,KEC. RANDUAGUNG,KAB. LUMAJANG,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,Nomor 363 Tahun 2019,15-10-2019,B.2431/Kk.13.05.3/PP.00.7/10/2019,15-10-2019,Lihat SK Operasional,2022-06-08 14,,0,,2.,,,,,,-8.067900000000,113.328100000000,0,29,52,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Lumajang,Randuagung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D6A2D71D-258A-42E7-BA69-4950CA780089,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951438,PPS Miftahul Ulum,69951438,Dsn Darungan RT. 23 RW. 12 Desa salak,SALAK,KEC. RANDUAGUNG,KAB. LUMAJANG,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,99,82,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Lumajang,Randuagung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/872666C4-64EE-48FE-95D8-35C1DD938FFE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951428,PPS Nahdlatut Tholibin,69951428,Desa Kalipenggung,KALIPENGGUNG,KEC. RANDUAGUNG,KAB. LUMAJANG,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Lumajang,Randuagung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/235AEA59-3EEB-42BB-91E2-48834F225093,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951434,PPS Raudlatul Ulum,69951434,Dusun Sumber Gebang RT 03 RW 01,GEDANGMAS,KEC. RANDUAGUNG,KAB. LUMAJANG,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,B-649/KK.13.05/03/PP.00.7/05/2020,15-05-2020,B-649/KK.13.05/03/PP.00.7/05/2020,15-05-2020,Lihat SK Operasional,2022-01-14 11,,0,,2.,,,,,,.000000000000,.000000000000,0,41,38,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Lumajang,Randuagung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6AC21E6-E4B8-46D6-9805-35630966F5FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951424,PPS Sumber Delima,69951424,Dusun Darungan Desa Banyuputih Lor,TUNJUNG,KEC. RANDUAGUNG,KAB. LUMAJANG,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,.000000000000,.000000000000,0,95,64,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Lumajang,Randuagung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/16AC089F-B289-4A89-BD10-2EBAEB8BE6E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951425,PPS Sunan Kalijogo,69951425,Dusun Krajan II Desa Tunjung,TUNJUNG,KEC. RANDUAGUNG,KAB. LUMAJANG,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,63,127,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
