prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Jawa Tengah,Kab. Semarang,Ungaran Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/19633505-8ED2-4B7E-82E1-613367EDC06A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981072,LBB NEUTRON YOGYAKARTA CABANG UNGARAN,K9981072,Jl. Diponegoro 253 Ungaran Barat,GENUK,KEC. UNGARAN BARAT,KAB. SEMARANG,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/1410/2018,28-06-2018,421.9/1410/2018,28-06-2018,Lihat SK Operasional,2019-02-07 13,,0,,2.,,024-6921215,024-6921215,smrg5.ny@gmail.com,neutron-ny,.000000000000,.000000000000,0,0,0,0,KBK Umum,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Tengah,Kab. Semarang,Ungaran Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2EDCD2D9-9B91-4047-AC7E-2D3302CEBCB1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5658769,LKP  99 MUSIC COURSE,K5658769,Jl. Patimura Raya (Depan SMP 3) Ungaran,BANDARJO,KEC. UNGARAN BARAT,KAB. SEMARANG,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/1565/2019,08-07-2019,421.9/1565/2019,08-07-2019,Lihat SK Operasional,2019-07-26 13,,"1,000",,2.,,,,99musicanddancecourse@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Tengah,Kab. Semarang,Ungaran Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2A493658-1A3E-4AC5-9695-BBF20C8C861D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981132,LKP BBC,K9981132,Jl. Moch Yamin No.3,BANDARJO,KEC. UNGARAN BARAT,KAB. SEMARANG,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/113A/2018,23-01-2018,421.9/113A/2018,23-01-2018,Lihat SK Operasional,2019-03-04 08,,250,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Tengah,Kab. Semarang,Ungaran Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E885E050-0A7F-40A1-8E60-CABF117BD081,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9980911,LKP DHARMAPUTRA BANDARJO UNGARAN,K9980911,Jl. Ki Sarino Mangun Pranoto No.8,BANDARJO,KEC. UNGARAN BARAT,KAB. SEMARANG,PROV. JAWA TENGAH,SWASTA,Kursus,KKNI Level 3 dan KKNI Level 5,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9 /2779. A / 2019,25-10-2019,421.9 /2779. A / 2019,25-10-2019,Lihat SK Operasional,2022-03-18 14,,100,,2.,,,024 76912682,lpp.dharmaputra@gmail.com,https,-7.118400000000,110.406200000000,0,0,0,3,KBK Bisnis dan Manajemen,,,2022/2023-2,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Tengah,Kab. Semarang,Ungaran Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/49D3BF88-2394-4E9A-BE5E-AB30B4BCDC23,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5658804,LKP Eka Mulya,K5658804,"Gintungan Rt. 04/Rw. 02 Gogik Kec. Ungaran Barat, Kab. Semarang, Jawa Tengah 505",GOGIK,KEC. UNGARAN BARAT,KAB. SEMARANG,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AE0631,421.9/1209.B/2014,03-06-2014,421.9/1209.B/2014,03-06-2014,Lihat SK Operasional,2019-05-23 11,B,0,,2.,,,,linktopx@yahoo.co.id,www.ekamulya.com,-7.169800000000,110.390700000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Tengah,Kab. Semarang,Ungaran Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE4F84C5-FEDD-4C72-A0A9-CD50C6032131,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668874,LKP LADY,K5668874,Jl. Kaligarang No.4,UNGARAN,KEC. UNGARAN BARAT,KAB. SEMARANG,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/005.B/2017,04-01-2017,421.9/005.B/2017,04-01-2017,Lihat SK Operasional,2018-03-13 14,,133,,2.,,,0246925580,LKPLADY0401@GMAIL.COM,,.000000000000,.000000000000,0,0,0,0,KBK Kesehatan,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Tengah,Kab. Semarang,Ungaran Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C5F8806B-46E5-4906-BA22-B4813D53B2C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5668771,LKP WIKKO,K5668771,Jl. Muria VI,BANDARJO,KEC. UNGARAN BARAT,KAB. SEMARANG,PROV. JAWA TENGAH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/1998.B/2016,16-08-2016,421.9/1638.A/2017,16-08-2017,Lihat SK Operasional,2018-02-20 10,,90,,2.,,,,lkpwikko99@gmail.com,,.000000000000,.000000000000,0,0,0,0,KBK Kesehatan,,,2022/2023-2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jawa Tengah,Kab. Semarang,Ungaran Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0AB8D08B-55C9-41B7-984B-9646D57558F9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2970194,PKBM CITRA ILMU,P2970194,JL. BRIGJEND SUDIARTO NO 32 UNGARAN,UNGARAN,KEC. UNGARAN BARAT,KAB. SEMARANG,PROV. JAWA TENGAH,SWASTA,PKBM,Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/720.J/2019,01-04-2019,421.9/720.J/2019,01-04-2019,Lihat SK Operasional,2019-10-04 09,B,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,0246922137,0246922137,pkbm_ci@yahoo.com,http,-7.128900000000,110.405200000000,10,0,0,3,Kursus Umum,Pagi/6 hari,,2022/2023-2,"2,112",9,0,1,2,1,1,9,3,9,0,0,1,5,5,0,9,1,0,2,3,1,1,2,1,5,5,5,4,0,0,0,1,0,0,Telkomsel Flash
Jawa Tengah,Kab. Semarang,Ungaran Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4064F3E1-C1B7-496F-AAE7-2EB7BB0B835A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2970193,PKBM ORKAPI,P2970193,JL.COMPOK RT 04 RW V KALISIDI,KALISIDI,KEC. UNGARAN BARAT,KAB. SEMARANG,PROV. JAWA TENGAH,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AX7793,421.9/720.E/2019,31-01-2011,421.9/720.E/2019,01-04-2019,Lihat SK Operasional,2021-06-06 11,C,61,1. -,2. Telkom Speedy,PLN,,,badriyah.86az@gmail.com,,-7.126300000000,110.365500000000,4,0,0,9,2013,Sehari Penuh/3 hari,,2022/2023-2,"1,300",3,0,1,1,0,0,1,3,4,0,0,0,1,3,0,4,0,2,1,1,0,0,0,0,2,2,3,0,0,0,1,0,0,0,Tidak Ada
Jawa Tengah,Kab. Semarang,Ungaran Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8D9CF51-2989-48DD-AB53-490AA48E52D9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984738,PKBM SUKSES BERKAH BERKARYA,P9984738,Dsn. Gintungan RT.008 RW.002,GOGIK,KEC. UNGARAN BARAT,KAB. SEMARANG,PROV. JAWA TENGAH,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/2130/2019,03-09-2019,421.9/2130/2019,03-09-2019,Silakan Upload SK (link file tidak valid) => [375977-624565--],2020-09-17 09,B,0,1. -,2. Telkom Speedy,PLN,,02476902078,pkbmsukses82@gmail.com,https,-7.132400000000,110.377900000000,4,0,0,8,Paket C IPS 2013,Sehari Penuh/3 hari,,2022/2023-2,"1,200",8,0,1,2,0,2,6,0,4,0,0,0,2,2,0,4,0,1,3,0,0,0,0,0,2,2,5,3,0,0,1,0,0,0,Tidak Ada
