prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Barat,Kab. Subang,Sagalaherang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B32DB72C-59CA-4817-89D3-3C269B682298,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016270,Akademi Kebidanan Bhakti Nugraha,70016270,Jalan KH Dewantara No 100,SAGALAHERANG,KEC. SAGALAHERANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,228DO2006,03-10-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,,(0260)7605311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Sagalaherang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1ECF07D-F82B-4350-A0AA-EB72B68A6C10,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016617,Akademi Keperawatan Pemkab Subang,70016617,JALAN BRIGJEN KATAMSO NO.37 SUBANG JAWA BARAT,SAGALAHERANG,KEC. SAGALAHERANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,354/E/O/2012,10-10-2012,,,Silakan Upload SK,,,0,,2.,,0260 412520,0260 412520,akperpemkabsubang@yahoo.com,,-6.556198000000,107.748704000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Barat,Kab. Subang,Sagalaherang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B7141DB3-B741-415D-BBAD-E3E769AA4697,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238106,Politeknik Agroindustri,20238106,"Komp. PT. Sang Hyang Seri DC1-DC2, Sukamandi Subang Jawa Barat",CICADAS,KEC. SAGALAHERANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,27DO2003,09-10-2001,,,Silakan Upload SK,,,0 m2,1.,2.,,,,newpoliteknikagroindustri.shs@gmail.com,www.poltekagro.ac.id,-6.336909000000,107.664140300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Sagalaherang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88741A34-E73B-4ADB-8423-7F6795CA1A10,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019200,Politeknik Negeri Subang,70019200,,KEC. SAGALAHERANG,KAB. SUBANG,PROV. JAWA BARAT,INDONESIA,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,Permendikbud 24/2014,01-04-2014,,,Silakan Upload SK,,,43.000 m2,1.,2.,,0260-417628,0260-417648,info@polsub.ac.id,www.polsub.ac.id,-6.565792100000,107.827806500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Sagalaherang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF81CE90-A080-401A-BF59-9E72F3FC0F78,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019720,Sekolah Tinggi Ekonomi Islam Nahdlatul Ulama Subang Jawa Barat,70019720,"Jl. Sirnaraga Dusun Mekarsari RT.03/01 Kalijati timur, Kalijati Subang Jawa Bara",SUKAMANDI,KEC. SAGALAHERANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,6014 Tahun 2017,31-10-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,,02607495355,steinusubang@gmail.com,,-6.524304900000,107.675726200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Sagalaherang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B9989329-8549-4C82-81DB-0A4E126423BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019868,Sekolah Tinggi Ilmu Ekonomi Miftahul Huda,70019868,Jalan Rancasari Dalam No B-33 Pamanukan,SUKAMANDI,KEC. SAGALAHERANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,29DO1996,06-06-1996,,,Silakan Upload SK,,,0 m2,1.,2.,,0260-754-1998,0260-754-1998,mail@stiemifdasubang.ac.id,www.stiemifdasubang.ac.id,-7.208852700000,107.659093000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Sagalaherang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D2EBA8A-8E22-4F75-A93F-56B416B6A394,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238108,Sekolah Tinggi Ilmu Ekonomi Sutaatmadja,20238108,Jl Otto Iskandardinata No 76,SUKAMANDI,KEC. SAGALAHERANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,134DO1999,22-07-1999,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Sagalaherang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0E3E17C6-3095-4F64-AD6D-85202180EF91,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238109,Sekolah Tinggi Teknologi Texmaco,20238109,"Jalan Raya Pabuaran KM 3,5 Ds Karang Mukti Pabuaran",KEC. SAGALAHERANG,KAB. SUBANG,PROV. JAWA BARAT,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,142DT2002,25-01-2002,,,Silakan Upload SK,,,0 m2,1.,2.,,0260-711-039,0260-711-039,stttexmaco.sbg@gmail.com,stttexmaco.ac.id,-6.467202200000,107.573372100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Sagalaherang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FA32827B-048D-4AB7-A066-634E50B6916D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021021,STAI Miftahul Huda Pamanukan Subang,70021021,Jl. Rancasari Dalam No. B.33 Pamanukan,CICADAS,KEC. SAGALAHERANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,62/E/89,01-12-1989,,,Silakan Upload SK,,,0 m2,1.,2.,,0260-550647,0260-550647,staimiftahulhudasubang1988@gmail.com,www.stai-mifda.ac.id,-6.305696000000,107.818117000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Sagalaherang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C00FD01A-686F-4C10-93C7-32A09AD60EC8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021081,STAI Riyadhul Jannah Subang,70021081,Jalan Raya Prapatan Bandung Jalancagak Subang Jawa Barat,SAGALAHERANG,KEC. SAGALAHERANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,E/102/2000,30-06-2000,,,Silakan Upload SK,,,0 m2,1.,2.,,(0260) 471707,(0260) 471707,stairjsubang01@gmail.com,www.riyadhul-jannah.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
