prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Timur,Kab. Pamekasan,Tlanakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4D17D6DB-8792-406D-85B1-D9E06252C6D5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016227,Akademi Kebidanan Aifa Husada,70016227,Jalan Pintu Gerbang 37 Pamekasan,MANGNGAR,KEC. TLANAKAN,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,84DO2007,25-06-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,0324-324759,(0324)324759,aifa_husada@yahoo.com,www.aifahusada.ac.id,-7.196386500000,113.474592600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Tlanakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E57FDC25-D549-4C38-9FDB-5CA69E32A25F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016614,Akademi Keperawatan Pemkab Pamekasan,70016614,Jl. Jokotole Indah (Belakang SMAN 2) Pamekasan,TLANAKAN,KEC. TLANAKAN,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,354/E/O/2012,10-10-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,0324 325878,0324 321076,akperpmk@gmail.com,www.akperpamekasan.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Tlanakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CD61EE59-0978-4CC1-94C9-D6E2F368B53D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70017994,Institut Agama Islam Al-Khairat Pamekasan Jawa Timur,70017994,Jl. Raya Palengaan No. 02 (Palduding) Pamekasan,TLANAKAN,KEC. TLANAKAN,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,6016 Tahun 2017,13-10-2017,,,Silakan Upload SK,,,1.500 m2,1.,2.,,,,iai@alkhairat.ac.id,https,-7.099419000000,113.474186500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Tlanakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0E15327-350F-435E-BCE4-7985DCBBCBD6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018028,Institut Agama Islam Miftahul Ulum Pamekasan,70018028,,KEC. TLANAKAN,KAB. PAMEKASAN,PROV. JAWA TIMUR,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,325 Tahun 2021,12-03-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,iaimupamekasan@gmail.com,iaimu.ac.id,-7.121648500000,112.444737200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Tlanakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/720298F3-D305-4DA5-9AD7-BB5A41B7E9BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018044,Institut Agama Islam Negeri Madura,70018044,,KEC. TLANAKAN,KAB. PAMEKASAN,PROV. JAWA TIMUR,INDONESIA,NEGERI,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,Perpres Nomor,05-04-2018,,,Silakan Upload SK,,,52.505 m2,1.,2.,,0324 322551,0324 327248,info@iainmadura.ac.id,https,-7.197484800000,113.472663000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Tlanakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DDF9A1D1-82BC-4E88-87BA-5035DDAA035E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019718,"Sekolah Tinggi Ekonomi Islam Masyarakat Madani, Pamekasan Jawa Timur",70019718,,KEC. TLANAKAN,KAB. PAMEKASAN,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,10-06-2016,,,Silakan Upload SK,,,0 m2,1.,2.,,,,stei.mm.subur@gmail.com,http,-7.039524000000,113.554995000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Tlanakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7A7391CD-B188-4EB1-80F8-703A856B8244,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019785,Sekolah Tinggi Ilmu Bahasa Arab Darul Ulum Banyuanyar Pamekasan Jawa Timur,70019785,,KEC. TLANAKAN,KAB. PAMEKASAN,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,06-12-2016,,,Silakan Upload SK,,,0 m2,1.,2.,,,,stiba2016dubanyuanyar@gmail.com,stibaduba.ac.id,-7.086000000000,113.468000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Tlanakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0D19416D-4742-410D-9CCA-5A286679D1DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019789,Sekolah Tinggi Ilmu Dakwah dan Komunikasi Al-Hamidy Pamekasan,70019789,,KEC. TLANAKAN,KAB. PAMEKASAN,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,03-09-2013,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,-7.085305900000,113.471088400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Tlanakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E0E5E77-FE9F-4F97-9958-90AEFF046A7D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019790,Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Al Mardliyyah Pamekasan,70019790,Jl. Raya Tagang ser Laok Kecamatan Waru Kabupaten Pamekasan,TLANAKAN,KEC. TLANAKAN,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor 1624 Tahun 2017,17-03-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,,,stidkis.am@gmail.com,www.stidkis-almardliyyah.ac.id,-6.934804000000,113.537057000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Tlanakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/475ECFC3-9FF7-4E7A-9FE9-8C7614AFA0F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020181,"Sekolah Tinggi Ilmu Syariah As Salafiyah Sumber Duko, Pamekasan Jawa Timur",70020181,,KEC. TLANAKAN,KAB. PAMEKASAN,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,16-05-2016,,,Silakan Upload SK,,,200 m2,1.,2.,,,,stisassalafiyah174@gmail.com,www.stisa.ac.id,-7.025870000000,113.549421000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
