prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Barat,Kab. Sumedang,Jatinangor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DAE03023-BEE5-4C70-AF92-C2025EC9495F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016439,Akademi Kebidanan Respati,70016439,Jalan Raya Bandung-Cirebon Km. 75 Tomo Sumedang,JATIROKE,KEC. JATINANGOR,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,155DO2007,20-08-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,0233664000,0233664000,akbidrespatisumedang@yahoo.co.id,akbid-respati.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Sumedang,Jatinangor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/364A91B2-98A5-4F8B-A4FF-93CFA7203771,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016957,AMIK Al-Ma soem,70016957,Jalan Raya Cileunyi No 22 Jatinangor,JATIMUKTI,KEC. JATINANGOR,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,566/KPT/I/2017,09-10-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,022-7798204,022-7798340,info@amikalmasoem.ac.id,www.amikalmasoem.ac.id,-6.947976000000,107.758711000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Sumedang,Jatinangor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B7F6105D-2355-4F86-A365-DBC5D4EB174F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238067,Institut Manajemen Koperasi Indonesia,20238067,Kawasan Pendidikan Tinggi Jatinangor,SAYANG,KEC. JATINANGOR,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,039/1982,07-05-1982,,,Silakan Upload SK,,,280.000 m2,1.,2.,,022 7796033,"022 7796033, 7798179",sekrek.ikopin@gmail.com,www.ikopin.ac.id,-6.934226800000,107.766846300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Sumedang,Jatinangor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/02A52E81-1091-4AF9-90F9-4C14219B6C06,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018169,Institut Pemerintahan Dalam Negeri,70018169,"Jl. Ir. Soekarno Km. 20 Sumedang, Jawa Barat",JATIROKE,KEC. JATINANGOR,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Perpres 1 Tahun 2009,12-12-2009,,,Silakan Upload SK,,,2.097.042 m2,1.,2.,,0227798256,0227798252,mail@ipdn.ac.id,http,6.560000000000,107.450000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Sumedang,Jatinangor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CDA1F7EE-81DA-4004-87F9-E4DB636A1DE5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238068,Sekolah Tinggi Bahasa Asing Sebelas April Sumedang,20238068,Jalan Angkrek Situ No 19 Sumedang,JATIROKE,KEC. JATINANGOR,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,09DO2002,02-01-2002,,,Silakan Upload SK,,,0,,2.,,,,,,-6.836662000000,107.924119000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Barat,Kab. Sumedang,Jatinangor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D4ED02D4-995F-467A-8FE4-07561FC1CB7D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019688,Sekolah Tinggi Ekonomi dan Bisnis Islam (STEBIS) Muhammadiyah Sumedang,70019688,,KEC. JATINANGOR,KAB. SUMEDANG,PROV. JAWA BARAT,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,7052 Tahun 2014,11-12-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,085294924229,stebismu@gmail.com,www.stebismu-sumedang.ac.id,6.835200000000,107.929264000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Sumedang,Jatinangor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8F179DB0-8D15-4A26-BE50-B8214E3470DD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238069,Sekolah Tinggi Ilmu Administrasi Sebelas April,20238069,Jalan Angkrek Situ No 19 Sumedang,JATIROKE,KEC. JATINANGOR,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,36DO1996,20-06-1996,,,Silakan Upload SK,,,0 m2,1.,2.,,02612200765,"0261202911, 02612200",stia.sas@gmail.com,www.stia-sebelasapril.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Sumedang,Jatinangor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/11EF7F44-5470-4433-8291-DFD1760B9AA3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238070,Sekolah Tinggi Ilmu Ekonomi Sebelas April,20238070,Jalan Angkrek No 19,JATIROKE,KEC. JATINANGOR,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,0660U1995,20-02-1995,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Sumedang,Jatinangor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8F267C1D-2D77-4F85-8704-769A58C28D66,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020155,Sekolah Tinggi Ilmu Perbankan Syariah Al-Ma'soem Bandung,70020155,,CIPACING,KEC. JATINANGOR,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,26-03-2015,,,Silakan Upload SK,,,0 m2,1.,2.,,022 - 7798340,022 - 7798204,stibanks@almasoem.sch.id,www.stibanks.com,-6.947976000000,107.758711000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Sumedang,Jatinangor,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F32609DE-8B55-4AE9-B9EE-593B077CC89A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020296,Sekolah Tinggi Komputer Al Ma soem,70020296,Jalan Raya Cileunyi No 22 Jatinangor,JATIMUKTI,KEC. JATINANGOR,KAB. SUMEDANG,PROV. JAWA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,569/KPT/I/2017,16-10-2017,,,Silakan Upload SK,,,0,,2.,,022 - 7798340,022 - 7798340,info@stkom.ac.id,www.stkom.ac.id,-6.947976000000,107.758711000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
