prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Nusa Tenggara Timur,Kota Kupang,Alak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36D1D95F-D35D-4FC0-9698-D8146FF54C16,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305154,Akademi Koperasi Indonesia Ratu Jelita,50305154,Jalan Ratu Jelita No 15 Kelapa Lima,MANUTAPEN,KEC. ALAK,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,191/M/KPT/I/2018,19-09-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusa Tenggara Timur,Kota Kupang,Alak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7DB791E-FAFB-4B79-A547-803DDFC45884,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305155,Akademi Pariwisata Kupang,50305155,Jl Karya Kencana No 11,ALAK,KEC. ALAK,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,06,03-04-1996,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusa Tenggara Timur,Kota Kupang,Alak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7AD422AA-85AC-44EA-8E38-CED7371AE770,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016818,Akademi Pekerjaan Sosial Kupang,70016818,Jalan Jambu No 10 Oepura (Kompleks Sosial) Oepura Kupang,ALAK,KEC. ALAK,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,15D01998,19-03-1996,,,Silakan Upload SK,,,0 m2,1.,2.,,0380 821566,0380 821566,rektorat@aps-kupang.ac.id,aps-kupang.ac.id,-10.181825000000,123.603937000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusa Tenggara Timur,Kota Kupang,Alak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F43E42D-6164-49B6-A394-F93341612A38,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305157,Akademi Teknik Kupang,50305157,Jl Jenderal Soeharto No 72,KEC. ALAK,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,118,29-05-1993,,,Silakan Upload SK,,,1.000 m2,1.,2.,,,,,,-10.182328000000,123.600846000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusa Tenggara Timur,Kota Kupang,Alak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F2BD493-649F-4C39-BE5A-16950473A6F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018205,Institut Teknologi Alberth Foenay,70018205,,KEC. ALAK,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,639/M/2020,09-07-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,,+6282247698848,rektorat@itaf-kupang.ac.id,http,-10.152566600000,123.642239600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusa Tenggara Timur,Kota Kupang,Alak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0F7F6231-3543-468B-AF30-41F5B2CB5999,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305158,Politeknik Negeri Kupang,50305158,Jalan Adisucipto Penfui,MANULAI II,KEC. ALAK,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,331DIKTIKEP1988,16-09-1988,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,-10.151394400000,123.667624000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusa Tenggara Timur,Kota Kupang,Alak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6A4C6838-3CDD-45D7-9ADB-3E9A7B3526B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305159,Politeknik Pertanian Negeri Kupang,50305159,Jalan Adisucipto Penfui,MANULAI II,KEC. ALAK,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,25201997,06-10-1997,,,Silakan Upload SK,,,0 m2,1.,2.,,0380 881601,0380 881600,politanikoe@yahoo.com,www.politanikoe.ac.id,-10.152186000000,123.670561000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusa Tenggara Timur,Kota Kupang,Alak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B4B73343-838B-4D79-94F0-B18176CB6F70,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019303,Poltekkes Kemenkes Kupang,70019303,Jln. Piet A. Tallo-Liliba-Kupang-NTT,NAIONI,KEC. ALAK,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,03808553418,0380880881,poltekkeskupang@yahoo.com,www.poltekkeskupang.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusa Tenggara Timur,Kota Kupang,Alak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D385B19-1E92-4300-9622-50EE0F2CCBD7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019592,Sekolah Tinggi Agama Islam Kupang,70019592,"Jl. Lapangan Tembak No. 15, Kelurahan Nunbaun Sabu, Kecamatan Alak, Kota Kupang,",MANUTAPEN,KEC. ALAK,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor 316 Tahun 2019,22-05-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,,,info@staikupang.ac.id,www.staikupang.ac.id,-10.175779400000,123.564748000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusa Tenggara Timur,Kota Kupang,Alak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4D4AC78B-3659-457B-AB46-66683000A756,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019633,Sekolah Tinggi Agama Kristen Kupang Provinsi Nusa Tenggara Timur,70019633,,KEC. ALAK,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,351 tahun 2020,08-09-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,www.stak-kupang.ac.id,-10.265642600000,123.593957100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusa Tenggara Timur,Kota Kupang,Alak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59A5DE8C-0801-47E0-AC11-D73D23D24C60,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020226,Sekolah Tinggi Ilmu Tarbiyah Kupang,70020226,"Jl. Lapangan Tembak No. 15, Kelurahan Nunbaun Sabu, Kecamatan Alak, Kota Kupang",ALAK,KEC. ALAK,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,2345 Tahun 2012,09-11-2012,,,Silakan Upload SK,,,0,,2.,,0380 - 8553935,,stitkupang2012@gmail.com,http.www,-10.176119100000,123.565391600000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Nusa Tenggara Timur,Kota Kupang,Alak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/19887E75-A687-4E76-80E7-9713B44CF086,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305166,Sekolah Tinggi Ilmu Teknologi Kelautan,50305166,Jl Perintis Kemerdekaan III,PENKASE-OELETA,KEC. ALAK,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,28DO2004,19-02-2004,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusa Tenggara Timur,Kota Kupang,Alak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ECE2DF46-4948-4FD3-8E2F-FBF490989210,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020542,Sekolah Tinggi Teologi Injili dan Kejuruan Kupang,70020542,"Jalan Untung Surapati, Gang Kincir, RT. 011, RW. 005, Kelurahan Batuplat, Kecam",ALAK,KEC. ALAK,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,,,sttinjilidankejuruan@gmail.com,sttikkupang.ac.id,-10.197478700000,123.582587200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
