prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Sulawesi Tenggara,Kota Kendari,Mandonga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7223734C-FE2E-4C46-A62E-CBDF39B57294,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40403051,Akademi Bahasa Asing Barakati Kendari,40403051,Jalan MT Haryono No 78,ALOLAMA,KEC. MANDONGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,43/M/KPT/2019,01-02-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,0401-394-113,0401-392-875,aba_barakati@telkom.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kota Kendari,Mandonga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23D71D7C-3530-4D61-9682-EA8C51CDEEF9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40403054,Akademi Keperawatan PPNI Kendari,40403054,Jl Jend AH Nasution no G-89,KEC. MANDONGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,18DO2007,29-01-2007,,,Silakan Upload SK,,,0,,2.,,04013191713,04013191713,akperppnikendari@gmail.com,akperppnikendari.ac.id,-4.001773600000,122.529863200000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Sulawesi Tenggara,Kota Kendari,Mandonga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/75F5A1A1-1667-4A9B-8476-DE27B2B4984F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016687,Akademi Kesehatan Lingkungan Mandala Waluya,70016687,Jl Jend AH Nasution No G-37 Kambu,KEC. MANDONGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,HK.00.06.1541,17-06-1991,,,Silakan Upload SK,,,0 m2,1.,2.,,,0401393176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kota Kendari,Mandonga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A99969B8-BA7C-4E0F-96D7-4535001F28B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016700,Akademi Ketatalaksanaan Pelayaran Niaga dan Kepelabuhan Kendari,70016700,Gedung Menara Puncak Jl. Antero Hamra,MANDONGA,KEC. MANDONGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,99/D/O/1999,04-06-1999,,,Silakan Upload SK,,,0 m2,1.,2.,,0401-313-1897,0401-312-1516,akpn.kdi@gmail.com,www.akpnkendari.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kota Kendari,Mandonga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/582FFE76-E735-4A2D-B471-4204F0A204E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016769,Akademi Manajemen Informatika Dan Komputer Global,70016769,Gedung Menara Puncak Jl. Antero Hamra Kendari,MANDONGA,KEC. MANDONGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,046DO1999,15-03-1999,,,Silakan Upload SK,,,0 m2,1.,2.,,0401-3131897,0401-3121569,amik.global@gmail.com,www.amikglobal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kota Kendari,Mandonga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DFF82CA1-E407-47B1-AEAD-15A816393BCC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40403057,Akademi Parawisata Kendari,40403057,Jalan Mayjend S Parman No 84,ALOLAMA,KEC. MANDONGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,98DO2004,30-06-2004,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kota Kendari,Mandonga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/910DCCB3-FCE7-4393-B43A-2A3621FD56E2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40403058,Akademi Teknik Kendari,40403058,Jalan R E Martadinata No 1,ALOLAMA,KEC. MANDONGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,02PNNOT1977,05-11-1977,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kota Kendari,Mandonga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/134D7ADC-E331-4BAB-9367-8E9C8DE09956,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40403059,AMIK Catur Sakti Kendari,40403059,Jalan Abdullah Silondae No 109,ALOLAMA,KEC. MANDONGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,59DO1998,03-08-1998,,,Silakan Upload SK,,,0 m2,1.,2.,,0401 3122666,0401 3127274,yapsin_catursakti@yahoo.co.id,www.catursakti.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kota Kendari,Mandonga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/41442605-06FA-4BDA-A18F-ECAF2F5F0F9E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40403060,AMIK Milan Kendari,40403060,Jalan MT Haryono No 90 Wua-wua,ALOLAMA,KEC. MANDONGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,093DO2005,06-07-2005,,,Silakan Upload SK,,,0 m2,1.,2.,,,0402-27069,milandarma@telkom.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kota Kendari,Mandonga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FA32615E-BE59-464E-9432-2A4D03E2B553,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40403061,AMIK Yapenas Kendari,40403061,Jalan R Soeprapto No 14,ALOLAMA,KEC. MANDONGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,35II101997,30-08-1997,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
