prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Nusa Tenggara Barat,Kota Bima,RasanaE Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D75199EB-2035-4570-AEDD-AB16F50F915D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016329,Akademi Kebidanan Harapan Bunda Bima,70016329,Jalan Soekarno  Hatta,SARAE,KEC. RASANAE BARAT,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,2407DTK-VIII2009,02-06-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,0374 647021,0374 647021,harapanbunda.akbidbima@gmail.com,akbidharapanbundabima.ac.id,-8.452405000000,118.744961000000
Nusa Tenggara Barat,Kota Bima,RasanaE Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/620093B4-E495-41DB-A200-FCA65F16F89D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50205451,Akademi Teknik Bima,50205451,Jl Gatot Subrono No 1 Komplek SMKN II Bima,TANJUNG,KEC. RASANAE BARAT,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,217/KPT/M/KPT/2017,13-06-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Nusa Tenggara Barat,Kota Bima,RasanaE Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FC8AA523-406B-4DD8-91FA-4A35DCC54120,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018030,Institut Agama Islam Muhammadiyah Bima,70018030,Jln. Anggrek Nomor,SARAE,KEC. RASANAE BARAT,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,22-05-2015,,,Silakan Upload SK,,,0 m2,1.,2.,,Fax,(0374) 44646,Iaimuhbima015@gmail.com,www.iaimbima.ac.id,-8.451052700000,118.730964700000
Nusa Tenggara Barat,Kota Bima,RasanaE Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B0DD9E7-47EA-4D60-A621-E3020ABD6B67,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019772,Sekolah Tinggi Ilmu Al-Qur'an (STIQ) Bima,70019772,,KEC. RASANAE BARAT,KOTA BIMA,PROV. NUSA TENGGARA BARAT,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,2516 Tahun 2014,05-05-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,,stiqbima18@gmail.com,www.stiq-bima.ac.id,-9.187827700000,122.161046100000
Nusa Tenggara Barat,Kota Bima,RasanaE Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E68E8CF-83B4-4262-A7C2-25B2A8B5893D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50205452,Sekolah Tinggi Ilmu Ekonomi Bima,50205452,Jl Wolter Monginsidi Tolobali Kelurahan Sarae,KEC. RASANAE BARAT,KOTA BIMA,PROV. NUSA TENGGARA BARAT,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,44DO2002,14-02-2002,,,Silakan Upload SK,,,0 m2,1.,2.,,0374-42556,0374-42556,datastie@gmail.com,www.stiebima.ac.id,-8.836084200000,117.863561200000
Nusa Tenggara Barat,Kota Bima,RasanaE Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6B679CDF-509E-4441-9FB7-1BDDB575D75D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50205453,Sekolah Tinggi Ilmu Hukum Muhammadiyah Bima,50205453,Jalan Anggrek No 16 Ranggo Nae,SARAE,KEC. RASANAE BARAT,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,42,25-05-1987,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,-8.451145000000,118.730796000000
Nusa Tenggara Barat,Kota Bima,RasanaE Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50FA3B1B-E38C-4DE3-A0B8-2BEABE702107,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020382,Sekolah Tinggi Teknik Bima,70020382,Jln Imam Bonjol no 31 Bima,NAE,KEC. RASANAE BARAT,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,68DO2009,02-06-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,(0374) 42736,(0374) 42736,stt.bima@gmail.com,www.sttbima@co.id,,
Nusa Tenggara Barat,Kota Bima,RasanaE Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F20F152F-C115-41C1-A830-30245AA4456C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021029,STAI Muhammadiyah (STAIM) Bima,70021029,Jln. Anggrek No. 16 Ranggo Na'E Kota Bima,NAE,KEC. RASANAE BARAT,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,I-A/B.a/1588/1993,15-12-1993,,,Silakan Upload SK,,,0 m2,1.,2.,,(0374) 45267,(0374) 44646,staimbima.ptais015@gmail.com,staimbima.ac.id,,
Nusa Tenggara Barat,Kota Bima,RasanaE Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E7123329-4157-4872-A1F8-EC87824CA11C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021448,STIS Al-Ittihad Bima Yayasan Pendidikan Al-Itihad Bima NTB,70021448,Jl. Gajah Mada Lingk. Nusantara Kel. Monggonao Kec. Mpunda Kota Bima NTB,SARAE,KEC. RASANAE BARAT,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Dj. II/ 35/05,22-03-2005,,,Silakan Upload SK,,,0 m2,1.,2.,,,,stis107@gmail.com,www.stisalittihad.ac.com,-8.456370000000,118.738942400000
Nusa Tenggara Barat,Kota Bima,RasanaE Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0D3FFB74-5BED-4405-AE84-FC60FC93346D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021565,"STIT Sunan Giri Bima, NTB",70021565,Jln. Sukun Karara No.2 Kota Bima,SARAE,KEC. RASANAE BARAT,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,58 TAHUN 1989,,,,Silakan Upload SK,,,2.297 m2,1.,2.,,0374-6648454,0374-6648454,admin@stitbima.ac.id,https,-8.467907700000,118.754994500000
