prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/03B57369-95D0-4CA7-9FF7-3C41914737FF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016252,Akademi Kebidanan Bakti Indonesia Banyuwangi,70016252,Banyuwangi,KANDANGAN,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,34DO2008,06-03-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C233C053-2F69-446E-A453-AA73F1257FB5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20541506,Akademi Keperawatan Rustida,20541506,"Jalan RSU Bakti Husada Krikilan, Glenmore",KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,3215DT2007,11-10-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,0333-821495,0333-821495,akperrustida@yahoo.com,,,
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FCE7FBBE-6145-4320-8B67-56A53B61B59E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016693,Akademi Kesehatan Rustida,70016693,Jln. RSU. Bhakti Husada Krikilan Kecamatan Glenmore Kabupaten Bayuwangi,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,7.150 m2,1.,2.,,0333 821193,0333 821495,rustidabanyuwangi@gmail.com,akesrustida.ac.id,-8.297416000000,114.030318000000
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E8E8F568-9BD1-48F4-9C34-8B75139F37BE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016824,Akademi Penerbang Indonesia Banyuwangi,70016824,Komplek Bandar Udara Internasional Banyuwangi Jl. Agung Wilis Dsn krajan Kec Bli,KANDANGAN,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,NEGERI,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,Permenhub Nomor PM 26 Tahun 2019,15-04-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,(0333) 630-723,(0333) 630456,icpa.bwi@gmail.com,https,-8.311222000000,114.343268000000
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4DCEE555-A864-428C-B9AD-DFBA4DA961A5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70017983,Institut Agama Islam (IAI) Darussalam,70017983,,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,05-11-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/352F1E74-A9AC-456B-842B-873DA2E4B8A1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018014,Institut Agama Islam Darussalam Blokagung Banyuwangi,70018014,,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,Nomor,05-11-2014,,,Silakan Upload SK,,,4.500 m2,1.,2.,,0333 846221,0333 847124,iaidablokagung@gmail.com,www.iaida.ac.id,-8.449976700000,114.099094900000
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/768D0404-6665-4104-944A-9FBDDDEDD6ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018022,Institut Agama Islam Ibrahimy Genteng Banyuwangi,70018022,,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,25-05-2015,,,Silakan Upload SK,,,0 m2,1.,2.,,0333 845654,0333 845654,iaiibrahimy@gmail.com,iaiibrahimy.ac.id,-8.356087000000,114.161717000000
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/518F20E0-FB92-4637-8751-F4EF36678E47,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018229,Institut Teknologi dan Bisnis Muhammadiyah Banyuwangi,70018229,,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,971/KPT/I/2019,16-10-2019,,,Silakan Upload SK,,,1.565 m2,1.,2.,,,(0333) 8501864,bph.itbm@gmail.com,itbmb.ac.id,-8.273520200000,114.298299700000
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/183A6E2F-2CB8-42B6-ACC2-3C598BDE1250,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019057,Politeknik Banyuwangi,70019057,Banyuwangi,KANDANGAN,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,03,13-02-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0333419614,0333419614,,www.poliwangi.com,,
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6BBE2706-B0EE-4E86-A879-1396AA99C84D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019602,Sekolah Tinggi Agama Islam Nurul Abror Al-Robbaniyin,70019602,,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,KMA 925 Tahun 2021,02-09-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3A143D69-F972-4D4D-9277-77F34207A3CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019729,"Sekolah Tinggi Ekonomi Syariah Ihya Ulumiddin, Banyuwangi Jawa Timur",70019729,,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,10-06-2016,,,Silakan Upload SK,,,0 m2,1.,2.,,,,stes.ihyaulumiddin@gmail.com,stesihyaulumiddin.ac.id,-8.293979000000,114.246282000000
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3397F8F7-B369-44F1-A952-3B32CABA9C98,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020260,Sekolah Tinggi Islam Blambangan Banyuwangi,70020260,Kawasan Kampus Terpadu Bumi Cempokosari No.40 Cluring-Banyuwangi Jawa Timur,KANDANGAN,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,SK / Dj.No.II / 79 / 2004,19-04-2004,,,Silakan Upload SK,,,0 m2,1.,2.,,(0333) 392216,(0333) 392216,stib_banyuwangi@ymail.com,www.stib.ac.id,-8.413094000000,114.250227000000
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF49A102-46CE-49A9-8787-D22381567B20,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020951,STAI Darul Ulum Banyuwangi,70020951,JL. KH. ASKANDAR KM. 02 WRINGINPUTIH MUNCAR BANYUWANGI,KANDANGAN,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Dj.I/302/2008,04-09-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,(0333) 5980633,(0333) 5980633,info@staidu.ac.id,www.staidu.ac.id,-8.481041500000,114.336443100000
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50DE5581-A723-4202-90BB-8EEED1E191F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020955,STAI Darussalam (STAIDA) Blokagung Tegalsari Banyuwangi,70020955,Jl. Pon. Pes. Darussalam Dsn. Blokagung Desa Karangdoro Kec. Tegalsari Kab. Bany,KANDANGAN,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,14-01-2011,,,Silakan Upload SK,,,0 m2,1.,2.,,(0333) 846221,(0333) 847459 / 0852,staida_bwi@yahoo.co.id,www.iaida.ac.id,,
Jawa Timur,Kab. Banyuwangi,Pesanggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C410185B-6B7F-457C-B5EF-A73C753A3AD0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020983,STAI Ibrahimy Genteng Banyuwangi,70020983,Jl. KH. Hasyim Asy'ari no.1 Genteng Banyuwangi,KANDANGAN,KEC. PESANGGARAN,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,No.30 Tahun 1989,09-02-1989,,,Silakan Upload SK,,,0 m2,1.,2.,,0333-842196,0333-845654,staiibrahimy_genteng@yahoo.co.id,stai ibrahimyeu5.org,,
