prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Sulawesi Tengah,Kota Palu,Palu Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FC630B2E-164A-4B11-B33B-8B1BB810B99B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016177,Akademi Farmasi Bina Farmasi,70016177,Jl. Towua No. 114 Palu,KEC. PALU BARAT,KOTA PALU,PROV. SULAWESI TENGAH,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,330/E/O/2014,13-08-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,,akfarbifarpalu@gmail.com,www.akfarbifar-palu.blogspot.com,-.930895000000,119.883603000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tengah,Kota Palu,Palu Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E24D4BDC-A474-401A-A12F-7381AB362F41,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016200,Akademi Farmasi Tadulako Farma,70016200,JL. Dewi Sartika VII No.77 Kelurahan Birobuli Selatan Kecamatan Palu Selatan,LERE,KEC. PALU BARAT,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,46/E/O/2013,06-02-2013,,,Silakan Upload SK,,,0 m2,1.,2.,,0451 427482,0451 427482,akfartadulako_farma@yahoo.com,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tengah,Kota Palu,Palu Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C8B0D89-6ADC-43FE-945F-DD1F952E002C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016321,Akademi Kebidanan Graha Ananda,70016321,"Jln. Singgani No. 56. Kel. Mamboro barat,Kec.Palu Utara, Kota Palu, Prop. Sulawe",LERE,KEC. PALU BARAT,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,247DO2008,22-12-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0451-4133899,0451-4133899 / 08524,akbidgrahaananda@yahoo.co.id,www.grahaanandapalu.ac.id,-.794144500000,119.872781000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tengah,Kota Palu,Palu Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EEADF19A-146B-48D8-A37C-309827E8A171,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40203855,Akademi Kebidanan Palu Sulawesi Tengah,40203855,Jalan Cenderawasih No 44 Palu Sulawesi Tengah.,BALAROA,KEC. PALU BARAT,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,99,26-10-2001,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,-.906631000000,119.894508000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tengah,Kota Palu,Palu Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C92DA1B7-6B2B-479E-A27B-05CFA9EBB46E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016512,Akademi Keperawatan Bala Keselamatan,70016512,"Jl. Bali No. 22B Palu, Sulawesi Tengah",BARU,KEC. PALU BARAT,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,222/E/O/2011,30-09-2011,,,Silakan Upload SK,,,0 m2,1.,2.,,0451-456968,0451- 459333,akperbk@yahoo.com,www.akperbkpalu.ac.id,-.902460000000,119.872136000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tengah,Kota Palu,Palu Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D56D1170-D26C-4785-8118-8028A14C6352,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40203856,Akademi Keperawatan Justitia,40203856,Jl Uwe Lambori No 33,KEC. PALU BARAT,KOTA PALU,PROV. SULAWESI TENGAH,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,HK.00.06.1.1.2484.A,21-07-1995,,,Silakan Upload SK,,,16 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tengah,Kota Palu,Palu Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D6FE7315-238F-493A-8A97-28C5AE6D8FF6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016597,Akademi Keperawatan Pemkab Donggala,70016597,Jl. Bulu Masomba No. 02 Kawatuna,UJUNA,KEC. PALU BARAT,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,354/E/O/2012,10-10-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,0451 - 452563,0451 - 452563,fauzan.akprdgl@gmail.com,www.akperdonggala.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tengah,Kota Palu,Palu Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3510F0D5-ECB9-42FB-B2A5-A2DB711E2904,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40203858,ASMI Shita Palu,40203858,Jalan Jend Soeprapto No 67,BALAROA,KEC. PALU BARAT,KOTA PALU,PROV. SULAWESI TENGAH,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,45DO2003 & 4464DT2006,29-11-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,0451-421-997,0451-421-997,www.asmi_shita@.coid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tengah,Kota Palu,Palu Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B8CE45E6-8A20-4439-8FB5-F46201BFC4F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018047,Institut Agama Islam Negeri Palu,70018047,,KEC. PALU BARAT,KOTA PALU,PROV. SULAWESI TENGAH,INDONESIA,NEGERI,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,Nomor,30-07-2013,,,Silakan Upload SK,,,251.163 m2,1.,2.,,0451-460165,0451-460798,humas@iainpalu.ac.id,www.iainpalu.ac.id,-.884289000000,119.845454000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tengah,Kota Palu,Palu Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/185FFF9F-770A-4C8A-A100-15C6BB10819A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018603,lnstitut Teknologi Kesehatan dan Bisnis Graha Ananda,70018603,,KEC. PALU BARAT,KOTA PALU,PROV. SULAWESI TENGAH,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,458/E/O/2021,25-10-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,.000000000000,.000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
