prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Riau,Kota Dumai,Bukit Kapur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E9F50D95-14D3-4EC8-97AC-B450599F6501,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016328,Akademi Kebidanan Hang Jebat,70016328,"Jl. Sukarno Hatta Km. 13, Bukit Nenas",KAMPUNG BARU,KEC. BUKIT KAPUR,KOTA DUMAI,PROV. RIAU,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,97/KPT/I/2018,01-02-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,akbidhangjebat@gmail.com,akbidhangjebat.ac.id,1.588795700000,101.384521800000
Riau,Kota Dumai,Bukit Kapur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/692C7A1E-79BD-46AB-8551-847D02C16957,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10404550,Akademi Keperawatan Sri Bunga Tanjung,10404550,Jalan Tanjung Jati,GURUN PANJANG,KEC. BUKIT KAPUR,KOTA DUMAI,PROV. RIAU,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,104DO2003126,07-09-2003,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,1.661631000000,101.478706000000
Riau,Kota Dumai,Bukit Kapur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C9128FCB-26DF-46CD-9DBD-669D00450A5F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10404551,Akademi Manajemen Informatika Dan Komputer Dumai,10404551,Jln Utama Karya Bukit Batrem Dumai,BUKIT KAYU KAPUR,KEC. BUKIT KAPUR,KOTA DUMAI,PROV. RIAU,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,171DO2000,23-08-2000,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,1.638116000000,101.449472000000
Riau,Kota Dumai,Bukit Kapur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/78B0D16A-F724-4D5C-B2F6-FFDB8464362F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018070,Institut Agama Islam Tafaqquh Fiddin Dumai,70018070,"Jl. Utama Karya No. 03 Kel. Bukit Batrem, Kec. Dumai Timur",KEC. BUKIT KAPUR,KOTA DUMAI,PROV. RIAU,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,05-11-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,0765-4300058,iaitfdumai01@gmail.com,www.iaitfdumai.ac.id,1.636740000000,101.449157000000
Riau,Kota Dumai,Bukit Kapur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F71A6333-58B3-43A2-BA72-B63565A8B64B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019126,Politeknik Kelautan dan Perikanan Dumai,70019126,,KEC. BUKIT KAPUR,KOTA DUMAI,PROV. RIAU,INDONESIA,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,122/KPT/I/2019,18-02-2019,,,Silakan Upload SK,,,105.000 m2,1.,2.,,(0765) 4300443,(0765) 4300443,pkpd@politeknikkpdumai.ac.id,https,1.693244500000,101.414321000000
Riau,Kota Dumai,Bukit Kapur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ED55272C-CBCD-420B-8320-B07F3802B364,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10404552,Sekolah Tinggi Ilmu Administrasi Lancang Kuning,10404552,Jalan Gunung Merapi No 01 Bumi Ayu Dumai Riau,GURUN PANJANG,KEC. BUKIT KAPUR,KOTA DUMAI,PROV. RIAU,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,131DO1999,22-07-1999,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,1.656473100000,101.450629200000
Riau,Kota Dumai,Bukit Kapur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/12CBD990-8433-4E98-BC78-AF45A09156C0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019925,Sekolah Tinggi Ilmu Ekonomi Tuah Negeri,70019925,,KEC. BUKIT KAPUR,KOTA DUMAI,PROV. RIAU,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,753/KPT/I/2018,06-09-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,076536135,076533135,stietuahnegeri48@gmail.com,www.stie-tn.ac.id,-1.671890000000,101.445680000000
Riau,Kota Dumai,Bukit Kapur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BA2D6676-8CF7-4590-A72F-8454FA76D2CB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020401,Sekolah Tinggi Teknologi Dumai,70020401,Jalan Utama Karya Bukit Batrem II Dumai,BUKIT KAYU KAPUR,KEC. BUKIT KAPUR,KOTA DUMAI,PROV. RIAU,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,123DO2003,05-08-2003,,,Silakan Upload SK,,,0 m2,1.,2.,,,,akademik@sttdumai.ac.id,www.sttdumai.ac.id,1.636241500000,101.448247400000
Riau,Kota Dumai,Bukit Kapur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/657DB510-42B4-4CD9-9ACE-528E16A78CF8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021114,STAI Tafaqquhfiddin Dumai,70021114,"Jalan Utama Karya No. 3 Bukit Batrem II, Dumai Timur Kota Dumai Riau",BUKIT KAYU KAPUR,KEC. BUKIT KAPUR,KOTA DUMAI,PROV. RIAU,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,00,01-04-2000,,,Silakan Upload SK,,,0 m2,1.,2.,,,07655507654,stai_tafaqquhfiddin@yahoo.com,www.staitf-dumai.ac.id,,
Riau,Kota Dumai,Bukit Kapur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EED6EB53-9808-4A2B-A80F-D71F5081FC55,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10404554,STMIK Dumai,10404554,Jalan Utama Karya Bukit Batrem Dumai,BAGAN BESAR,KEC. BUKIT KAPUR,KOTA DUMAI,PROV. RIAU,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,45D02005,02-05-2005,,,Silakan Upload SK,,,100 m2,1.,2.,,,,,,1.637964000000,101.449444000000
