prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jambi,Kota Jambi,Kota Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27CBCA26-68E0-4EB5-AB4E-D226558BFC1C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020048,Sekolah Tinggi Ilmu Kesehatan Keluarga Bunda Jambi,70020048,,KEC. KOTA BARU,KOTA JAMBI,PROV. JAMBI,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,217/KPT/I/2019,20-03-2019,,,Silakan Upload SK,,,8.010 m2,1.,2.,,,0741 570884,stikes.bunda@gmail.com,http,-1.635904000000,103.660708000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jambi,Kota Jambi,Kota Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E08CE120-B8FB-4576-9B88-2245D421C585,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016101,Akademi Akuntansi dan Komputer Stephen Jambi,70016101,Jl. Halim Perdana Kusuma No.7 B-C Jambi,KENALI ASAM BAWAH,KEC. KOTA BARU,KOTA JAMBI,PROV. JAMBI,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,113/KPT/I/2016,10-03-2016,,,Silakan Upload SK,,,0,,2.,,0741 - 3061143,"0741 - 21053, 31910",info@akakom-stephen.ac.id,www.akakom-stephen.ac.id,-1.600031000000,103.618700000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jambi,Kota Jambi,Kota Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/545DA305-84EB-4A7E-B1BF-F89F693DA904,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016135,Akademi Analis Kesehatan Provinsi Jambi,70016135,Jln. H. Agus Salim No.15 Kota Baru Jambi,KENALI ASAM BAWAH,KEC. KOTA BARU,KOTA JAMBI,PROV. JAMBI,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,354/E/O/2012,10-10-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,0741443861,074141331,aakjambi00@gmail.com,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jambi,Kota Jambi,Kota Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/85B9A250-2458-42D4-8235-070D4E5E3E1B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016194,Akademi Farmasi Propinsi Jambi,70016194,Jln. H.AGUS SALIM NO. 23 KOTA BARU JAMBI,KENALI ASAM ATAS,KEC. KOTA BARU,KOTA JAMBI,PROV. JAMBI,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,354/E/O/2012,10-10-2012,,,Silakan Upload SK,,,0,,2.,,0741 - 445040,0741 - 40931,akfarjambi@gmail.com,akfarpemprovjambi.ac.id,-1.633422000000,103.612057000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jambi,Kota Jambi,Kota Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/797326B2-7F82-4E72-AD72-9E8D7BDC296F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10504962,Akademi Kebidanan Baiturrahim Jambi,10504962,Jalan Prof M Yamin SH No 30,PAAL LIMA,KEC. KOTA BARU,KOTA JAMBI,PROV. JAMBI,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,00,01-05-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jambi,Kota Jambi,Kota Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/11568221-E19C-4DCC-BE7C-12A997F86DB5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016287,Akademi Kebidanan Budi Mulia,70016287,"Jl. Wali Songo Rt. 03 Kel. Kenali Besar, Kec. Kotabaru Jambi",KENALI BESAR,KEC. KOTA BARU,KOTA JAMBI,PROV. JAMBI,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,43/KPT/I/2018,01-02-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,akbidbudimuliajambi@yahoo.co.id,http,-1.603851700000,103.555825400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jambi,Kota Jambi,Kota Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/83744592-4433-475D-A212-0B46D3B39B43,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016342,Akademi Kebidanan Jakarta Mitra Sejahtera,70016342,Jln. Fatah Laside No. 68 Kel. Kebun Handil Kec. Jelutung Kota Jambi,KENALI ASAM BAWAH,KEC. KOTA BARU,KOTA JAMBI,PROV. JAMBI,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,33/E/O/2012,27-01-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,0741 - 40251,0741 - 40251,akbidjms9@gmail.com,www.akbidjms.ac.id,-1.629221000000,103.621799500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jambi,Kota Jambi,Kota Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70F78DA8-DF8D-4313-82D2-0D1A586439F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016351,Akademi Kebidanan Keluarga Bunda Jambi,70016351,Jl Bachsan Siagian RT-07 Kelurahan Pasir Putih,RAWA SARI,KEC. KOTA BARU,KOTA JAMBI,PROV. JAMBI,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,192DO2007,01-10-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,0741 570884,0741 570884,ykb_bunda@yahoo.com,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jambi,Kota Jambi,Kota Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/72457052-547E-4BF1-B55F-D6DB29894F50,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10504964,Akademi Keperawatan Jambi,10504964,Jl. Depati Purbo RT. 016 Kelurahan Pematang Sulur Kecamatan Telanaipura Jambi.,BELIUNG,KEC. KOTA BARU,KOTA JAMBI,PROV. JAMBI,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,1044DT2006,27-03-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,0741 - 669136,0741- 3071255,akpertbj@yahoo.co.id,www.akperjambi.ac.id,-1.599476500000,103.565248300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jambi,Kota Jambi,Kota Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D9DD418E-BAFF-4825-BD01-1CEFFA041C6C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016775,Akademi Manajemen Koperasi Graha Karya,70016775,Gajah Mada (kampus Teratai),KENALI ASAM ATAS,KEC. KOTA BARU,KOTA JAMBI,PROV. JAMBI,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,154/M/KPT/2018,04-07-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,-BELUM ADA,(0743) 21725,-belum ada,-belum ada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
