prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/17ABFB14-6CC1-463B-BED4-1BA5E3CA433B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016169,Akademi Bank dan Keuangan Swadaya,70016169,Jln. Yose Rizal No. 3-A,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,390/M/KPT/2018,21-12-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,081260331283,061- 7324441,PerguruantinggiSwadaya.Medan@gmail.com,,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8F928067-61C4-4715-9C62-4F55939DBCED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215296,Akademi Kebidanan Indah,10215296,Jl Jaya No 24 Simpang Limun,TELADAN TIMUR,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,89DO2003,09-07-2003,,,Silakan Upload SK,,,0 m2,1.,2.,,(061) 88807148,(061) 7869045,akbidindahmedan@yahoo.com,,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8BFD967-CF4A-4F71-AB0B-67A6AB2372BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215336,AMIK Harapan Medan,10215336,Jalan H M Joni No 70,PANDAU HULU I,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,1668DTK-I2009,30-03-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,(061) 7349455,(061) 7349455,biro@amikharapan.ac.id,www.amikharapan.ac.id,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7FD1E7DC-210D-48D8-A81F-A98A1880CFBA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215354,Sekolah Tinggi Bahasa Asing Harapan,10215354,Jln. H.M. Joni No. 70 C Medan,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,04074AK-1-III-028USZBGIX00,05-10-2000,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59D409B7-00B2-4C36-A489-52AE06C8A0EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215356,Sekolah Tinggi Ekonomi Teladan,10215356,Jl Setia Budi No 65 A-B Tanjung Rejo,SUDI REJO I,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F30016EC-64A9-423C-BF0F-233F6855CAED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215362,Sekolah Tinggi Ilmu Ekonomi Harapan,10215362,Jalan Imam Bonjol No 35 Medan,PASAR MERAH BARAT,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,30,30-05-1967,,,Silakan Upload SK,,,0 m2,1.,2.,,061-4573932,061-4514560,stie.harapan.medan@gmail.com,www.stie.harapan.ac.id,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A4C95C2B-F7BF-4CD3-A88B-55E2735DE04E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019941,Sekolah Tinggi Ilmu Hukum Asy-Syafi iyah Medan,70019941,,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,741/KPT/I/2018,05-09-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,061-7851666,061-7851666,stih.asysyafiiyah@gmail.com,http,3.537200000000,98.663300000000
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B9452A5-E8E6-4CA9-AA43-2BB8E4D8A4B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019953,Sekolah Tinggi Ilmu Hukum Indonesia Medan,70019953,Medan,TELADAN TIMUR,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AF0E10A3-5344-49C1-AE8E-12E021C1B31A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215382,Sekolah Tinggi Ilmu Manajemen Sukma,10215382,Jln. Laksana No. 58 E-F Medan,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,35/KPT/I/2017,13-01-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,,061-7883991,stims@stimsukmamedan.ac.id,https,3.553101600000,98.693393600000
Sumatera Utara,Kota Medan,Medan Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/979568C1-10E7-4C39-BD81-D9CB3633F09C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020383,Sekolah Tinggi Teknik Harapan,70020383,Jln. H.M. Joni No. 70 C Medan,KEC. MEDAN KOTA,KOTA MEDAN,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,0779/O/1989,15-12-1989,,,Silakan Upload SK,,,0 m2,1.,2.,,061-4573932,061-4515661,,,,
