prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
D.K.I. Jakarta,Kota Jakarta Timur,Pasar Rebo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99B5BC00-0DA7-4669-99A2-507911F91D6A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107995,Akademi Akuntansi Borobudur,20107995,Jalan Raya Kalimalang No 1,CIJANTUNG,KEC. PASAR REBO,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01SKYPB1972,11-03-1972,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Timur,Pasar Rebo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/41E21CD4-50CE-4AD9-B96F-B5DB0654986C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107713,Akademi Akuntansi Jayabaya,20107713,Jalan Pulomas Selatan Kav 23,CIJANTUNG,KEC. PASAR REBO,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,211,17-10-1983,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Timur,Pasar Rebo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59B7C47C-83EB-4684-B2DF-0FB93C892CEB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107996,Akademi Bahasa Asing Borobudur,20107996,Jalan Raya Kalimalang No 1,CIJANTUNG,KEC. PASAR REBO,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,03SKYPB1972,11-07-1972,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Timur,Pasar Rebo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/86049237-BBC8-4B9E-9D88-C998DEBEBCF0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016158,Akademi Bahasa Asing Prawira Marta Jakarta,70016158,"Jalan Pemuda No 72-73GH, Rawamangun, Jakarta Timur",CIJANTUNG,KEC. PASAR REBO,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,1200/M/2020,30-12-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,021-4703523,"021-4754407,4754412",aba.prama@yahoo.com,rawiramartha.edu.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Timur,Pasar Rebo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F051B6BA-B078-45D3-B03B-D645A5C643CC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016181,Akademi Farmasi IKIFA,70016181,,KEC. PASAR REBO,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,32/D/O/2011,27-01-2011,,,Silakan Upload SK,,,0,,2.,,021 86299049,021 86615593,Sekretariat.akfar@gmail.com / diplomatigaikifa@gm,ikifa.ac.id,6.215999000000,106.920990000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Timur,Pasar Rebo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/89C41098-CBE7-4940-B5B6-E403194A7B6D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016187,Akademi Farmasi Mahadhika,70016187,"Jl. Suci No.9A, Susukan Ciracas",KEC. PASAR REBO,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,175DO2007,17-09-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,021-8400742,021-8400742,akfarmhd@yahoo.co.id,www.akfarmahadhika.ac.id,-6.312759000000,106.869672000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Timur,Pasar Rebo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B589662A-0CB6-4FA4-8D13-80AF3B5CB729,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016214,Akademi Fisioterapi Universitas Kristen Indonesia,70016214,,KEC. PASAR REBO,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,284/E/O/2012,30-08-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,,021-8009190,fisioterapi@uki.ac.id,akfis.uki.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Timur,Pasar Rebo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7F04FD00-7851-4F50-99A0-31B332874B88,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107718,Akademi Kebidanan Al-Fathonah,20107718,Jl Cipinang Timur Raya No 58,CIJANTUNG,KEC. PASAR REBO,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,57DO2002,03-12-2002,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,-6.206502000000,106.891640000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Timur,Pasar Rebo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C7A1BE41-4D48-4C82-920F-74ADFB170F8B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016345,Akademi Kebidanan Jayakarta Sehat,70016345,Jl. Kelapa Dua Wetan No. 08 RT/RW 08/01 Ciracas Jakarta Timur,KEC. PASAR REBO,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,194DO2008,09-09-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,021 8719715,021 8719715,akbidjayakartasehat@yahoo.com,www.akbidjayakartasehat.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Timur,Pasar Rebo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C9803B88-B2D4-444E-BF4A-37961700EF31,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107721,Akademi Kebidanan Mitra Persahabatan,20107721,Jalan Persahabatan Raya No 16 Pisangan Timur,CIJANTUNG,KEC. PASAR REBO,KOTA JAKARTA TIMUR,PROV. D.K.I. JAKARTA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,38D02004,11-03-2004,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
