prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/765EBD61-9609-4122-96A4-4B6D8099D815,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016320,Akademi Kebidanan Global Medika,70016320,Madiun,MADIUN LOR,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,241DO2008,22-12-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B96BA9D0-E0D7-43F6-A891-A3A228B10F53,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016385,Akademi Kebidanan Muhammadiyah Madiun,70016385,Jl. Mayjend Panjaitan No. 18 Madiun,NAMBANGAN LOR,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,111DO2008,08-07-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0351471000,0351471000,akbidmuhammadiyahmadiun@yahoo.co.id,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D86E2F3F-9544-4988-9A0D-08CFCDC08489,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016529,Akademi Keperawatan Dr. Soedono Madiun Prov. Jawa Timur,70016529,Jl.Imam Bonjol No.1 Madiun,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,354/E/O/2012,10-10-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,0351-491702,0351-463310,akpermadiun@gmail.com,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/69A424A1-31C8-41DE-AA06-0A66449F5FB3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016840,Akademi Perkeretaapian Indonesia Madiun,70016840,"Jl. Tirta Raya, Kota Madiun, Jawa Timur",KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,INDONESIA,NEGERI,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,110/E/O/2014,19-05-2014,,,Silakan Upload SK,,,0,,2.,,+62-351-464788,+62-351-474777,kontak@api.ac.id,www.api.ac.id,-7.636940000000,111.500331000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C9CE7F2E-680F-4504-B851-B47E32CF25F0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70017052,ASM Widya Mandala Madiun,70017052,Jalan Manggis 15-17,NAMBANGAN KIDUL,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,263/M/KPT/2019,13-09-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,0351-453167,0351-459205,asm@widyamandala.ac.id,asm@widyamandala.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4A99BF16-1E3E-45E1-AAC8-87E91690DDDB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20541657,Politeknik Madiun,20541657,Jalan Serayu No 84 Kelurahan Pandean,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,INDONESIA,SWASTA,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,66 Tahun 2012 30 Oktober 2012,30-10-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7DB0E5F1-D1D9-42FE-BC26-D7EACF4CFE26,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019194,Politeknik Negeri Madiun,70019194,Jl.Serayu No.84 Madiun,SOGATEN,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,66 Tahun 2012,30-10-2012,,,Silakan Upload SK,,,107.882 m2,1.,2.,,0351-492960,0351-452970,sekretariat@pnm.ac.id,www.pnm.ac.id,-7.647685800000,111.526543400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/244A5C76-6234-48FC-AFC5-1A90D2E9B0DC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019235,Politeknik Perkeretaapian Indonesia Madiun,70019235,,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,INDONESIA,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,276/M/XII/2018,18-12-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,0351-464788,0351-474777,kontak@ppi.ac.id,https,-7.636964000000,111.500442800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B36CEFAA-64C9-42EA-AA95-2C9FCC08375E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021040,STAI Nahdlatul Ulama (STAINU) Madiun,70021040,Jl. Jendral Sudirman No 86 Madiun,MADIUN LOR,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Dj.I/349/2010,10-06-2010,,,Silakan Upload SK,,,0 m2,1.,2.,,0351-2811531,0351-2811531,stainumadiun@gmail.com,www.stainumadiun.ac.id,-7.631759900000,111.527891100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A992BD73-A4D4-4DB0-A45E-7B94296D7687,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20541661,STKIP Widya Yuwana,20541661,Jl Soegijopranoto TP 13,SOGATEN,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,0395/O/1986,23-05-1986,,,Silakan Upload SK,,,0 m2,1.,2.,,( 0351 ) 483554,( 0351 ) 463208,widyayuwana@gmail.com,http,-7.652718000000,111.527361000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
