prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Lampung,Kota Metro,Metro Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36B6FD7B-D8AE-4D9C-9DB2-4F5A23ED845D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70017988,Institut Agama Islam Agus Salim Metro Lampung,70017988,,KEC. METRO PUSAT,KOTA METRO,PROV. LAMPUNG,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,22-12-2016,,,Silakan Upload SK,,,0,,2.,,,,,https,-5.116431000000,105.306841100000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Lampung,Kota Metro,Metro Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0CF370A5-5A06-4769-BD38-6170F39823CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018027,Institut Agama Islam Ma'arif NU (IAIMNU) Metro Lampung,70018027,,KEC. METRO PUSAT,KOTA METRO,PROV. LAMPUNG,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,3531 Tahun 2013,12-12-2013,,,Silakan Upload SK,,,3.642 m2,1.,2.,,07257851430,07257851430,iaimnumetro@gmail.com,www.iaimnumetrolampung.ac.id,-5.092136400000,105.285345200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kota Metro,Metro Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BB402850-2135-4DC8-96CD-9CBB69B54A3E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018045,Institut Agama Islam Negeri Metro,70018045,Jalan Ki hajar Dewantara Iringmulyo Metro Timur Kota Metro,HADIMULYO BARAT,KEC. METRO PUSAT,KOTA METRO,PROV. LAMPUNG,NEGERI,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,Nomor,01-08-2016,,,Silakan Upload SK,,,0 m2,1.,2.,,,0725-47296,iainmetro@metrouniv.ac.id,www.metrouniv.ac.id,-5.119722300000,105.328459700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kota Metro,Metro Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99E926B2-3422-4DAB-A9F6-540843097385,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10809579,Sekolah Tinggi Ilmu Pertanian Dharma Wacana,10809579,Jalan Kenanga No 3 Mulyojati 16c Kota Metro,KEC. METRO PUSAT,KOTA METRO,PROV. LAMPUNG,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,56,17-10-1986,,,Silakan Upload SK,,,21.806 m2,1.,2.,,,,,,-5.135901500000,105.300525800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kota Metro,Metro Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D718A171-D2D6-4952-A24A-6E61664CE605,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70017901,Sekolah Tinggi Ilmu Tarbiyah Agus Salim Metro Lampung,70017901,"Jl. Brigjend. Sutiyoso No. 7 Kecamatan Metro Pusat, Kelurahan Metro Pusat  Kota",METRO,KEC. METRO PUSAT,KOTA METRO,PROV. LAMPUNG,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,14-01-2011,,,Silakan Upload SK,,,0 m2,1.,2.,,(0725) 42565,(0725) 42565,iaiagussalim@gmail.com,www.iai-agussalimmetro.ac.id/,-5.116431000000,105.306832800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kota Metro,Metro Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BA561B0D-9B7C-4911-B85B-B5B530191A94,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020272,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Kumala Lampung Metro,70020272,Jl. Brigjend. Sutiyoso No. 07 Kota Metro Lampung,KEC. METRO PUSAT,KOTA METRO,PROV. LAMPUNG,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,410/E/0/2012,11-12-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,0725 42313,0725 42313,STKIP@Kumala.ac.id,www.Kumala.ac.id,-5.128260400000,105.301337200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kota Metro,Metro Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5E96D216-A844-4E87-A361-A6C141DE5CD3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020283,sekolah Tinggi Keguruan dan Ilmu Pendidikan Rosalia Lampung,70020283,,KEC. METRO PUSAT,KOTA METRO,PROV. LAMPUNG,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,157/KPT/I/2018,05-02-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,-5.135506200000,105.290691700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kota Metro,Metro Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/96F13122-5EEF-451F-BBD1-41789BC7057A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021005,"STAI Ma`arif Metro, Kota Metro, Lampung",70021005,JL. RA. KARTINI 28 PURWOSARI METRO UTARA KOTA METRO,KEC. METRO PUSAT,KOTA METRO,PROV. LAMPUNG,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,01-01-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,0725 7851430,0725 7851430,iaimnumetro@gmail.com,iaimnumetrolampung.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kota Metro,Metro Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/547EDE79-974D-49D7-B75E-D4C028E48C25,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021156,STAIN Jurai Siwo Metro,70021156,"Jl. Ki Hajar Dewantara 15A Kampus, Kota Metro - Lampung,",KEC. METRO PUSAT,KOTA METRO,PROV. LAMPUNG,INDONESIA,NEGERI,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-01-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,0725-42796,0725-41507,stainjusi@stainmetro.ac.id,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampung,Kota Metro,Metro Pusat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/47D98FE6-589F-4A06-92C1-5CF2B1AA7508,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10809580,STISIPOL Dharma Wacana,10809580,Jalan Kenanga No 3 Kelurahan Mulyojati 16-C,KEC. METRO PUSAT,KOTA METRO,PROV. LAMPUNG,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,58DO1995,23-02-1995,,,Silakan Upload SK,,,0 m2,1.,2.,,(0725) 42523,(0725)43241,stisipol.metro@stisipoldharmawacana.ac.id,stisipoldharmawacana.ac.id,-5.135866000000,105.300334100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
