prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Timur,Kab. Jombang,Bandar KedungMulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/464ADB8D-FA51-4F60-8C0C-47945A1516DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016510,Akademi Keperawatan Bahrul  Ulum Jombang,70016510,Jl KH A Wahab Chasbullah Gg Iv Tambakberas,KEC. BANDAR KEDUNGMULYO,KAB. JOMBANG,PROV. JAWA TIMUR,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,4027DT2003,10-12-2003,,,Silakan Upload SK,,,0 m2,1.,2.,,0321-876040,0321-876040,akperbu2001@gmail.com,www.akper-bu.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jombang,Bandar KedungMulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/616BD5C8-35E8-4B64-A878-B45F8952CE73,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20541434,Akademi Manajemen Informatika Dan Komputer Jombang,20541434,Jl Gatot Subroto No.17 Jombang,KEC. BANDAR KEDUNGMULYO,KAB. JOMBANG,PROV. JAWA TIMUR,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,1468O07AK2007,10-09-2007,,,Silakan Upload SK,,,0,,2.,,,,amikjombang26@gmail.com,amikjbg.ac.id,-7.564519500000,112.158412900000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Jombang,Bandar KedungMulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F87B1C17-CCEE-41A6-8E4A-6F090817B594,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70017982,Institut Agama Islam (IAI) Bani Fattah Jombang,70017982,,KEC. BANDAR KEDUNGMULYO,KAB. JOMBANG,PROV. JAWA TIMUR,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,07-07-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,(0321) 855530,(0321) 855530,info@iaibafa.ac.id,www.iaibafa.ac.id,-7.521784000000,112.233848000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jombang,Bandar KedungMulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/71001C38-A5C1-47C6-B152-07208E026566,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018130,Institut KeIslaman Hasyim As`ari (IKAHA) Tebuireng Jombang,70018130,Jl. Irian Jaya 55 Tebuireng Jombang,KAYEN,KEC. BANDAR KEDUNGMULYO,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,49 Tahun 1970,24-08-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,0321874684,0321861719,ikaha_tebuireng@yahoo.com,www.ikaha.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jombang,Bandar KedungMulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5B4B755D-997C-4D19-AFA9-F8CC88C5A0B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019914,Sekolah Tinggi Ilmu Ekonomi Syari'ah Babussalam,70019914,Dsn kalibening 05/02 Desa Tanggalrejo Kecamatan Mojoagung Kabupaten Jombang Prov,GONDANGMANIS,KEC. BANDAR KEDUNGMULYO,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor 300 Tahun 2019,22-05-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,,03214892314,sties.babussalam@gmail.com,www.sties-babussalam.ac.id,-7.584369100000,112.367611500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jombang,Bandar KedungMulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF4FF54A-E10B-488A-9399-EC46AC0A57C9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20541437,Sekolah Tinggi Ilmu Kesehatan Pemkab Jombang,20541437,"Jl. Raya Pandanwangi, Kecamatan Diwek",KEC. BANDAR KEDUNGMULYO,KAB. JOMBANG,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,293OD2006,26-12-2006,,,Silakan Upload SK,,,29.020 m2,1.,2.,,(0321) 870214,(0321) 870214,stikes_pemkab@yahoo.com,www.stikespemkabjombang.ac.id,-7.574287000000,112.221136100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jombang,Bandar KedungMulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5BA44EEA-8505-4F75-AF39-F585117ED0FB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020259,Sekolah Tinggi Islam Bani Fatah Tambakberas Jombang,70020259,Jl. KH. Abdul Wahab Hasbulloh Tambakberas Gang II RT.05 RW.02 Tambakrejo Jombang,BARONG SAWAHAN,KEC. BANDAR KEDUNGMULYO,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Dj.I/302/2008,04-09-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0321-855530,0321-855530,stibafajombang@yahoo.co.id,www.stibafa.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jombang,Bandar KedungMulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1633350A-9A6D-4250-A114-41E34297FFD2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020915,STAI At-Tahdzib Rejoagung Ngoro Jombang,70020915,Jl. Ngoro-Kandangan Km. 03 PA Rejoagung Ngoro Jombang,KARANG DAGANGAN,KEC. BANDAR KEDUNGMULYO,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Dj.I/350/2010,10-06-2010,,,Silakan Upload SK,,,0 m2,1.,2.,,,"(0354) 327847, (0321",ptkis136@gmail.com,staiat-tahdzib.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jombang,Bandar KedungMulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/677D0243-7E36-4BF5-BB39-697EE488321D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020926,"STAI Bahrul Ulum Tambakberas, Jombang",70020926,JL.GARUDA NO.09 TAMBAKBERAS JOMBANG,BANJAR SARI,KEC. BANDAR KEDUNGMULYO,KAB. JOMBANG,PROV. JAWA TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,No. 136 Tahun 1996,27-09-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,0321862142,0321862142,staibutambakberas@gmail.com,staibu.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jombang,Bandar KedungMulyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE2911CC-7EBC-4D68-A56A-B46597D61CEE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021304,STIKES Bahrul Ulum Jombang,70021304,Jl Kh Abdul Wahab Chasbulloh,KEC. BANDAR KEDUNGMULYO,KAB. JOMBANG,PROV. JAWA TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,40DO2008,17-03-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0321-876040,0321-876040,baak@stikes-bu.ac.id,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
