prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ECC14227-B216-4D9B-BCA4-E46521EC01B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016222,Akademi Ilmu Pemasyarakatan,70016222,Jl. Raya Gandul No.04Cinere - Depok,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,INDONESIA,NEGERI,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,9 November 2012,11-09-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,0217545096,0217545096,AKIP04@yahoo.com,www.akip.ac.id,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/090CF8F4-27D2-4DC1-9713-B8F594E93293,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238397,Akademi Kebidanan Citama Raya Depok,20238397,Jalan Cipayung Raya No 27,SAWANGAN BARU,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,169DO2006,24-08-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3F05ED3A-548A-4DBB-9808-35224CD847C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016410,Akademi Kebidanan Pelita Ilmu Depok,70016410,Jalan Bojongsari Raya No 34,SAWANGAN LAMA,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,173DO2006,24-08-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,,0217409559,pelitailmu@ymail.com,www.akbidpelitailmu.ac.id,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2597ABA-7014-4FDB-8A40-A12A97E9FCF4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016469,Akademi Kebidanan Tiara Bunda,70016469,Jalan Cinere Raya Blok M No. 17 Cinere Depok,SAWANGAN BARU,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,144DO2007,14-08-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,021-7541172,021-7541172,akbidtiarabunda@yahoo.com,tiarabunda.co.id,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AC41DF2A-81B8-4963-BB19-F676636CC487,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20238400,Akademi Kimia Analis Caraka Nusantara,20238400,Komplek Timah Kelapa Dua Cimanggis,BEDAHAN,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,187DIKTIKEP1992,01-06-1992,,,Silakan Upload SK,,,1.240 m2,1.,2.,,,,,,-6.363042500000,106.848968500000
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2A62E814-9409-4D21-94CA-54C276B17060,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016772,Akademi Manajemen Informatika dan Komputer Wahana Mandiri,70016772,Jalan Pramuka Raya Kavling 06,SAWANGAN LAMA,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,215DO2001,28-09-2001,,,Silakan Upload SK,,,0 m2,1.,2.,,021-78520782,021-78520782,amikwahanamandiri2018@gmail.com,www.awm.ac.id,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/145CB609-E208-4E57-A58A-8ABED6B8BE41,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016805,Akademi Pariwisata Nusantara Jaya,70016805,Komplek Hotel Bumi WiyataJl. Margonda Raya Po.Box. 1045Depok,SAWANGAN LAMA,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,731DT2008,06-03-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,021-7752334,"021-7752335, 021-777",markom@akpar-enje.com,www.akpar-enje.com,-6.378839900000,106.829737800000
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/47675290-BCE9-49A6-A5C3-EC1AF967BD89,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70037743,Institut Agama Islam Depok,70037743,,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,KMA 1499 Tahun 2022,21-12-2022,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/450237A5-A55B-437C-B918-976A4CE8D5E1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019103,Politeknik Ilmu Pemasyarakatan,70019103,"Jl. Raya Gandul, Limo Depok",KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,INDONESIA,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,490/E/O/2014,13-10-2014,,,Silakan Upload SK,,,220.000 m2,1.,2.,,0217545096,0217545096,poltekip.bpsdm@gmail.com,www.poltekip.ac.id,-6.333211600000,106.797585400000
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AEEBFE05-F67F-4CD0-ADD7-9E8484FFD3D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019137,Politeknik Kesehatan Genesis Medicare,70019137,,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,INDONESIA,SWASTA,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,844/M/2020,09-09-2020,,,Silakan Upload SK,,,2.066 m2,1.,2.,,,,poltekkesgenesismedicare@gmail.com,poltekkesgenesismedicare.ac.id,-6.382118500000,106.868006800000
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7030C216-D878-4A7C-BC7D-5F58473A50AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20108520,Politeknik Negeri Jakarta,20108520,Kampus Baru Universitas Indonesia,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,INDONESIA,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,136O2002,31-07-2002,,,Silakan Upload SK,,,140.600 m2,1.,2.,,,,,,-6.370832000000,106.824621000000
