prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D2A39AE-7633-43CC-A6ED-F7FC9ECFAB03,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402963,Akademi Bahasa Asing Balikpapan,30402963,Jalan Soekarno Hatta Straat II No 16 Gn. Samarinda Balikpapan,KLANDASAN ILIR,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,03D02000,05-01-2000,,,Silakan Upload SK,,,600 m2,1.,2.,,(0542) 731611,(0542) 734039,aba.bpp@gmail.com,aba-balikpapan.com,-1.235802700000,116.845492900000
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB9037C3-58C5-426A-B17E-48EE2498D963,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402964,Akademi Kebidanan Borneo Medistra,30402964,Jl. Indrakila Start III Gunung Stelling No. 99 Balikpapan,KLANDASAN ULU,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,56DO2007,23-04-2009,,,Silakan Upload SK,,,7.009 m2,1.,2.,,,,,,-1.233019800000,116.848138500000
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70A4EFB5-05C4-4150-A3EB-E77DAD838BC3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402966,ASMI Airlangga Balikpapan,30402966,Jl Kapten Piere Tendean No 54 Gunung Pasir,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,152DO2003,05-09-2003,,,Silakan Upload SK,,,0 m2,1.,2.,,0542-7203827,0542-7203828,info@asmibalikpapan.ac.id,asmibalikpapan.ac.id,,
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2889D15-C048-4FE6-AC46-88716C950A28,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018148,Institut Kristen Borneo,70018148,,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,DJ.III/Kep/HK.00.5/604/2012,11-09-2012,,,Silakan Upload SK,,,0 m2,1.,2.,,0542 766214,0542 766234/766209,ikb.balikpapan@gmail.com,institutkristenborneo.ac.id,-1.251288000000,116.893717600000
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C6900F4-A801-4F4C-ABE1-D1485589B07F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018266,Institut Teknologi Kalimantan,70018266,,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,INDONESIA,NEGERI,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,125 Tahun 2014,09-10-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,0542-8530800,0542-8530801,humas@itk.ac.id,www.itk.ac.id,-1.150421600000,116.858710300000
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BBB8FAEC-AF62-4EBF-A9B9-00C9A286913C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402969,Sekolah Tinggi Ilmu Ekonomi Balikpapan,30402969,"Perkampungan Pelajar Gn Pasir , Balikpapan",PERAPATAN,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,03,20-09-1984,,,Silakan Upload SK,,,8.524 m2,1.,2.,,,,,,-1.252092000000,116.854047000000
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3F5AF6FB-C423-4558-AFD2-F8356A443EF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020211,Sekolah Tinggi Ilmu Tarbiyah Balikpapan,70020211,Jl. Mulawarman Gg Arjuna RT 10 No. 59 Kel. Sepinggan,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,3363 Tahun 2015,12-06-2015,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2AB29BD5-F911-462D-936B-EB3FEB0C70E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402970,Sekolah Tinggi Teknologi Migas,30402970,Jl. Transad KM.08 No.76 RT.08 Kel. Karang Joang Balikpapan,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,36DO2003,13-03-2003,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,-1.193603000000,116.892943000000
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50F3EA99-4A02-483E-B071-220F27612453,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021453,"STIS Hidayatullah Balikpapan, Kalimantan Timur",70021453,"Jl. Mulawarman RT. 025 Kel. Teritip Kec. Balikpapan Timur, Kalimantan Timur",PERAPATAN,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,0542790886,0542790886,stis_hid@yahoo.co.id,www.stishid.ac.id,-1.134564600000,117.001390500000
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE6FCD45-DB75-4F00-8EE4-9FB3780117B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021502,STIT Balikpapan (STITBA),70021502,,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Dj.I/177/2007,20-04-2007,,,Silakan Upload SK,,,0 m2,1.,2.,,,0811544055,stitba.web@gmail.com,stitbpn.ac.id,,
