prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Sumatera Selatan,Kota Palembang,Ilir Barat II,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3EC61A14-6962-48EB-A998-D1CF5BD461BF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10605931,Akademi Akuntansi Sjakhyakirti,10605931,Jl Sultan Muhammad Mansyur 32,KEC. ILIR BARAT II,KOTA PALEMBANG,PROV. SUMATERA SELATAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,079/O/1992,23-02-1992,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Selatan,Kota Palembang,Ilir Barat II,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2B27202-99F3-48BE-80B6-E6315CA8E670,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016118,Akademi Akuntansi Unggulan SMB Palembang,70016118,Jl Letjen Alamsyah Ratuprawira,KEC. ILIR BARAT II,KOTA PALEMBANG,PROV. SUMATERA SELATAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,57/D/O/1997,12-09-1997,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Selatan,Kota Palembang,Ilir Barat II,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/26B38BCE-40B4-4662-8B56-D7FB28CF0767,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10605933,Akademi Analis Kesehatan Widya Dharma,10605933,"Jl Kol H Burlian N0 7 Km 6,5",KEC. ILIR BARAT II,KOTA PALEMBANG,PROV. SUMATERA SELATAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,28081997,28-08-1997,,,Silakan Upload SK,,,0 m2,1.,2.,,0711410104,0711410104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Selatan,Kota Palembang,Ilir Barat II,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4A1B7AD5-1484-454B-A5E0-2203E0DB6B8C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10605934,Akademi Bahasa Asing Bina Insan Indonesia,10605934,Jalan H.M. RYACUDU NO.24 (KEL 8 ULU),KEC. ILIR BARAT II,KOTA PALEMBANG,PROV. SUMATERA SELATAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,10DO2001,08-02-2001,,,Silakan Upload SK,,,0 m2,1.,2.,,0711-5210019,0711-516999,info@ababiiplg.ac.id,www.ababiiplg.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Selatan,Kota Palembang,Ilir Barat II,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00E13B8D-DB45-4323-A202-C5E17BC50C47,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016230,Akademi Kebidanan Aisyiyah Palembang,70016230,"Jln.Kol.H. Barlian Lr. M.Husin No 907 Km 7,5 Kelurahan Karya Baru Kecamatan Suka",KEC. ILIR BARAT II,KOTA PALEMBANG,PROV. SUMATERA SELATAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,136DO2003,05-09-2003,,,Silakan Upload SK,,,0 m2,1.,2.,,0711-421981,0711-421981,akbid_aisyiyah_palembang@ymail.com,http,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Selatan,Kota Palembang,Ilir Barat II,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F119719D-F074-40E1-AD9D-F493FA80052B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016235,Akademi Kebidanan Al-Sua Ibah Palembang,70016235,"Jl Sukabangun II No 1451 km. 6,5 rt/rw. 25/04 palembang",KEC. ILIR BARAT II,KOTA PALEMBANG,PROV. SUMATERA SELATAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,181DO2006,01-09-2006,,,Silakan Upload SK,,,0 m2,1.,2.,,0711 416310,,alsuaibah@yahoo.com,www.akbid-alsuaibah.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Selatan,Kota Palembang,Ilir Barat II,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D1B9046C-CC25-454D-A613-634196B524E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016288,Akademi Kebidanan Budi Mulia Palembang,70016288,Jl. RA. Abusamah No. 2663 Kelurahan Sukajaya Kecamatan Sukarami,KEC. ILIR BARAT II,KOTA PALEMBANG,PROV. SUMATERA SELATAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,1544DTK-II2009,20-03-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,0711-417995,0711-417995,budimulia_03@yahoo.com,budimulia.ac.id,-2.939594000000,104.742927000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Selatan,Kota Palembang,Ilir Barat II,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D2A47299-34F5-498F-82E7-82C03D86D7F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10605939,Akademi Kebidanan Heppy Zal,10605939,Jalan Tangga Takat No 1,KEC. ILIR BARAT II,KOTA PALEMBANG,PROV. SUMATERA SELATAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,2180DTK-II2009,21-06-2009,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Selatan,Kota Palembang,Ilir Barat II,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45E0AC45-D4EB-4BED-8109-919BAD9E242D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016430,Akademi Kebidanan Pondok Pesantren Assanadiyah,70016430,Palembang,KEMANG MANIS,KEC. ILIR BARAT II,KOTA PALEMBANG,PROV. SUMATERA SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,243DO2008,22-12-2008,,,Silakan Upload SK,,,0 m2,1.,2.,,0711510572,0711510572,info@akbidassanadiyah.ac.id,akbidassanadiyah.ac.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Selatan,Kota Palembang,Ilir Barat II,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/82EA79A1-B532-4BB0-B83F-25DCB7B57353,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016446,Akademi Kebidanan Sapta Karya,70016446,Palembang,KEMANG MANIS,KEC. ILIR BARAT II,KOTA PALEMBANG,PROV. SUMATERA SELATAN,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,123/M/KPT/2018,16-05-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
