prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2DF46CA2-53FE-449C-9C14-05135C4AB423,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016334,Akademi Kebidanan Henderson,70016334,"Jl Medan-Pematangsiantar Km 8,5 No 72 Sinaksak",PARDAMEAN,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,265/M/2020,18-02-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,0622 7436244,0622 7436144,,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/63C082F5-258B-4357-9D1E-9C95EE6CC0C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016513,Akademi Keperawatan Bas Balimbingan Pematang Siantar,70016513,,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,233/E/O/2013,19-06-2013,,,Silakan Upload SK,,,0 m2,1.,2.,,,0622-7562020,akper.balimbingan@yahoo.com,akperbalimbingan.ac.id,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27752C70-17E1-4DD4-8973-25B4C447BA88,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70016551,Akademi Keperawatan Kesdam I/Bukit Barisan Pematang Siantar,70016551,Jl. Gunung Simanuk - manuk No.6 Pematangsiantar.,SUKAMAJU,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,239/D/O/2010,23-12-2010,,,Silakan Upload SK,,,11.267 m2,1.,2.,,0622-25696,0622-25696,akperkesdamsiantar@gmail.com,http,16.003888000000,15.666805300000
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/39A45240-7E70-4851-8826-577AE7C83C00,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215435,Akademi Keperawatan Surya Nusantara,10215435,Jalan Rakutta Sembiring,SUKARAJA,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,66/KPT/I/2017,19-01-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,0622-23478,"0622-23478, 431218",ptasnpres@psiantar.wasantara.net.id,www.sda.org,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A8333F7E-F022-49B7-9B17-7BDB8B78AE0A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215437,Akademi Sekretari Manajemen Maria Goreti,10215437,Jalan Bahagia No 1,BP NAULI,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,244/M/KPT/2019,28-08-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,29291,0622 - 29291,,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD4B6C86-9317-4ADF-A4A3-58ED25798AE4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215438,AMIK Parbina Nusantara,10215438,Jalan Pane No. 34 Kel. Kebun Sayur Kec. Siantar Timur,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,81,10-12-1997,,,Silakan Upload SK,,,0 m2,1.,2.,,062251756,0622431979,admin@amikparbinanusantara.ac.id,www.amikparbinanusantara.ac.id,2.953586800000,99.071434600000
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B55ABE19-5CFB-4B54-917E-3840198BC80D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215439,AMIK Tunas Bangsa,10215439,"Jl Jend Sudirman Blok A No 1,2 & 3",PARDAMEAN,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,166/D/O/2003,10-10-2003,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A76D949E-A4A1-446C-A1ED-C07331BFFC25,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019072,Politeknik Bisnis Indonesia,70019072,Jalan Sriwijaya No. 9 C - E Kelurahan Melayu Kecamatan Siantar UtaraPematangs,SUKAMAJU,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,118/E/O/2011,24-05-2011,,,Silakan Upload SK,,,0 m2,1.,2.,,(0622) 420466,(0622) 420466,murnisadar.poltek1@gmail.com,www.murnisadar.ac.id,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BA79EC6F-932B-493B-A86B-040535427FCC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019742,Sekolah Tinggi Filsafat Theologia Surya Nusantara,70019742,Jalan Medan Km 5,PARDAMEAN,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,91DO2000,09-06-2000,,,Silakan Upload SK,,,0 m2,1.,2.,,0622-23478,"0622-431216, 23478",infostftsuryanusantara@gmail.com,www.sda.org,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9869907D-85AA-4A34-A223-7DA476570A91,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215441,Sekolah Tinggi Hukum YNI,10215441,Jalan Merdeka No 209,PARDAMEAN,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,68/KPT/I/2017,19-01-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,0622-22320,0622-431373,,,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C9274AFA-B9C2-4479-8CE7-7A48E135939A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10215443,Sekolah Tinggi Ilmu Ekonomi Sultan Agung,10215443,Jalan Surabaya No 19,SUKARAJA,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,227DO2000,27-10-2000,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,2.957169000000,99.064660000000
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C43D5917-9FC7-4708-BBB8-2E32B203D0AD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020482,Sekolah Tinggi Teologi Bina Insani Indonesia Kasih Abadi Pematang Siantar,70020482,,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,DJ.III/Kep/HK.00.5/568/2014,31-12-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,081396500432,sttbinneka_binneka@yahoo.com.sg,sttbinnekasiantar.ac.id,,
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6CADEBFB-5C34-4D71-9B37-DD97B216A60A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020512,Sekolah Tinggi Teologi Gereja Pentakosta Di Indonesia Pematang Siantar,70020512,,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,31-12-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,0622-7550047,sttgpdip.siantar@yahoo.com,,2.954005800000,99.068721800000
Sumatera Utara,Kota Pematangsiantar,Siantar Marihat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/84339F68-19E7-42A0-932B-B8A966A1F7E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021429,STIKOM Tunas Bangsa,70021429,,KEC. SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,PROV. SUMATERA UTARA,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,408/E/O/2014,11-09-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,0622 - 7436800,0622 - 22431,admin@amiktunasbangsa.ac.id,https,,
