prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Timur,Kab. Bondowoso,Grujugan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A3312FB6-94B8-42DD-9B3C-E67227C4B553,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70036404,MA AR RIDWAN,70036404,"Jl Pemandian Tasnan,  RT/RW 008/02",TAMAN,KEC. GRUJUGAN,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,,,868 TAHUN 2022,13-06-2022,Silakan Upload SK (link file tidak valid) => [244047-630422-https,2023-01-03 06,,0,,2.,,,,,,.000000000000,.000000000000,0,3,3,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Bondowoso,Grujugan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8ED341CF-6483-4160-8860-C1D1105908FB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69886189,MAS Al Faruq,69886189,Raya Jember No.8,TAMAN,KEC. GRUJUGAN,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,1572 Tahun 2014,24-12-2014,1572 Tahun 2014,24-12-2014,Lihat SK Operasional,2017-08-21 14,C,0,,2.,,,,,,-7.975977000000,113.794261000000,0,20,67,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Bondowoso,Grujugan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2F1A37DF-CE11-45A3-82E0-EFF662D0D59F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20580162,MAS AL ISHLAH,20580162,JL. RAYA KM.7 NO. 17-18 DADAPAN GRUJUGAN BONDOWOSO JAWA TIMUR,DADAPAN,KEC. GRUJUGAN,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,Wm.05.04/PP.03.2/3801/92,04-08-1992,Kw.13.4/4/PP.00.6/187/2010,09-07-2010,Lihat SK Operasional,2017-08-21 14,B,0,,2.,,,,,,-7.971000000000,113.789000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Bondowoso,Grujugan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0D952C64-7619-48E4-A965-574F7B2A578C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20580165,MAS Bustanul Ulum Pekauman,20580165,JL. PURBAKALA,PEKAUMAN,KEC. GRUJUGAN,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,Wm.06.02/366/3-c/Ket./87,10-02-1987,MAS/11.0007 2017,17-05-2017,Lihat SK Operasional,2020-09-05 00,B,0,,2.,,,,,,-7.994100000000,113.804700000000,0,56,57,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Bondowoso,Grujugan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6758BCF1-4A9B-495C-BFDD-62DB65A6D815,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20580174,MAS MIFTAHUL ULUM GRUJUGAN KIDUL,20580174,JL. RAYA TAMANAN NO. 12,GRUJUGAN KIDUL,KEC. GRUJUGAN,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,Kw.13.4/4/PP.03.2/3131/2006,27-09-2006,Kw.13.4/4/PP.00.6/208/2010,01-07-2010,Lihat SK Operasional,2016-09-05 15,C,0,,2.,,,,,,-7.975900000000,113.827000000000,0,20,10,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Bondowoso,Grujugan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45A1D891-7164-4835-8F25-C45448C09451,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20580179,MAS Nurul Hasan Dadapan,20580179,Jl. KH. Misbahul Hasan No. 89,DADAPAN,KEC. GRUJUGAN,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,MAS / 11.0004 2017,17-05-2017,MAS / 11.0004 2017,17-05-2017,Lihat SK Operasional,2020-09-10 08,C,0,,2.,,,,,,-7.980072000000,113.808959000000,0,15,21,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Bondowoso,Grujugan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5BF50558-2844-4DEC-ACC2-EA9A76E9A6C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69956415,Muadalah Al-Ishlah,69956415,Jl. Raya No.17,DADAPAN,KEC. GRUJUGAN,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,SPM MA Al-Ishlah NO 4892 Tahun 2016,01-09-2016,3260 Tahun 2019,18-06-2019,Lihat SK Operasional,2021-01-18 07,,0,,2.,,,,,,-7.975300000000,113.796800000000,0,134,227,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Timur,Kab. Bondowoso,Grujugan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/018B3048-4B59-4DE3-962E-A49528A21BB5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20521729,SMAN GRUJUGAN,20521729,JL. JEMBER SUMBER PANDAN,SUMBERPANDAN,KEC. GRUJUGAN,KAB. BONDOWOSO,PROV. JAWA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,032/104.7.2 / I.5-85/SK,01-06-1985,032/104.7.2 / I.5-85/SK,01-06-1985,Lihat SK Operasional,2015-10-02 21,A,"10,102",1. -,2. Telkom Speedy,PLN,,0332427865,Smagan_bws@yahoo.com,http,-8.002300000000,113.783900000000,28,100,127,9,Sehari Penuh/5 hari,,2022/2023-2,"12,798",12,3,1,2,22,3,0,3,8,0,14,6,18,10,0,26,2,1,3,4,3,4,8,5,10,18,SMA 2013 Bhs&Budaya,Tidak Ada,3,3,3,
Jawa Timur,Kab. Bondowoso,Grujugan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5E9C82DA-7C29-4528-AC31-08D316F65EA7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69812073,SMAS Islam Nurul Huda,69812073,Jl. Pemandian Tasnan 598,GRUJUGAN KIDUL,KEC. GRUJUGAN,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan NURUL HUDA AN NAWAWI,AB3171,421.3/4915/430.10.1/2013,14-11-2013,19.03/1158/01VII/2020,14-11-2019,Lihat SK Operasional,2021-03-15 15,C,"20,000",1. XL (GSM),2. Lainnya (Serat Optik),PLN,,,smaislamnurulhuda22@gmail.com,http,-7.970200000000,113.830000000000,14,21,28,3,Pagi/6 hari,,2022/2023-2,"1,298",3,0,1,0,3,0,12,0,11,0,2,1,2,12,0,6,8,5,4,2,0,1,1,1,6,8,SMA 2013 IPS,XL (GSM),1,1,1,
Jawa Timur,Kab. Bondowoso,Grujugan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9EF55B7C-6CBB-4835-B919-A73D4C44DCAB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69892434,SMK NURUL HASAN,69892434,JL. PATIRANA RT. 005 RW. 001,DADAPAN,KEC. GRUJUGAN,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Misbahul Kamal,AB3173,421.3/461/430.10.1/2015,26-02-2015,421.3/461/430.10.1/2015,26-02-2015,Lihat SK Operasional,2015-03-18 21,C,"1,800",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smknuhas@gmail.com,http,-7.975700000000,113.793600000000,19,59,75,5,Pagi/6 hari,,2022/2023-2,900,5,0,1,2,0,1,21,0,19,0,0,0,1,18,0,12,7,7,5,6,0,1,0,0,14,5,SMK 2013 REV. Multimedia,Telkomsel Flash,2,1,2,0
