prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sulawesi Selatan,Kab. Sinjai,Sinjai Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0867E61E-79AB-49B6-BE2B-415CCA832223,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70014579,MA DARUL ISTIQAMAH BIRORO,70014579,JL. ARUNG BUNNE NO. 34,SAMATARING,KEC. SINJAI TIMUR,KAB. SINJAI,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,,,630 TAHUN 2021,30-06-2021,630 TAHUN 2021,30-06-2021,Lihat SK Operasional,2022-03-08 08,,0,,2.,,,,,,.000000000000,.000000000000,0,17,14,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Sulawesi Selatan,Kab. Sinjai,Sinjai Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6380A867-7BA2-4D4E-9E48-28AC642F9A84,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728219,MAN 2 SINJAI,60728219,JL. PERS. RAYA DESA SAUKANG,SAUKANG,KEC. SINJAI TIMUR,KAB. SINJAI,PROV. SULAWESI SELATAN,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,107 Tahun 1997,17-03-1997,107 Tahun 1997,17-03-1997,Lihat SK Operasional,2018-03-28 09,B,"5,733",,2.,,,,,,-5.147700000000,120.234200000000,0,93,97,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Sulawesi Selatan,Kab. Sinjai,Sinjai Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/25FC06B6-FE97-44FF-BE11-27C19F34138F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40319633,MAS DARUL HIKMAH LENGGO-LENGGO,40319633,JL. RAYA SINJAI KAJANG KM.05 SINJAI TIMUR,TONGKE-TONGKE,KEC. SINJAI TIMUR,KAB. SINJAI,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,,,98 Tahun 2011,23-02-2011,98 Tahun 2011,23-02-2011,Lihat SK Operasional,2021-10-27 09,B,"4,000",,2.,,,,,,-5.167200000000,120.269000000000,0,13,12,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Sulawesi Selatan,Kab. Sinjai,Sinjai Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0F0282A0-0934-4A25-85DE-A995DBDA56A9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69788112,MAS DARUL IHSAN SALOHE,69788112,JALAN POROS SINJAI BULUKUMBA,SALOHE,KEC. SINJAI TIMUR,KAB. SINJAI,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,Lainnya,,540 Tahun 2013,24-06-2013,540 Tahun 2013,24-06-2013,Lihat SK Operasional,2021-10-27 08,C,"30,000",,2.,,,,,,-5.172700000000,120.224300000000,0,30,23,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Sulawesi Selatan,Kab. Sinjai,Sinjai Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/522060F9-290C-4F09-97AD-C9F41F9C208A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40319634,MAS DARUSSALAM PATALASSANG,40319634,BONTO SUGI,PATTALASSANG,KEC. SINJAI TIMUR,KAB. SINJAI,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,,,99 Tahun 2011,23-02-2016,08/BOBS.4/SS/1993,01-11-1993,Silakan Upload SK (link file tidak valid) => [407830-676055--],2021-01-07 07,B,0,,2.,,,,,,-5.200800000000,120.259400000000,0,62,74,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Sulawesi Selatan,Kab. Sinjai,Sinjai Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B8A2050A-3F89-4037-B69D-9DBEF27DE671,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40319635,MAS SYIAR ISLAM,40319635,JL.A.M. DAHLAN ISMA NO. 07 BATULAPPA,SAMATARING,KEC. SINJAI TIMUR,KAB. SINJAI,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,,,50 Tahun 1999,10-07-1999,50 Tahun 1999,10-07-1999,Lihat SK Operasional,2018-04-02 09,B,"2,300",,2.,,,,,,-5.136000000000,120.251900000000,0,29,48,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Sulawesi Selatan,Kab. Sinjai,Sinjai Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/323CABA5-AFB9-4123-81B4-E4A50AD089EB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40318275,SMAN 10 SINJAI,40318275,JL. ANDI AKBAR MANGARABOMBANG,SAMATARING,KEC. SINJAI TIMUR,KAB. SINJAI,PROV. SULAWESI SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,11 TAHUN 2010,27-07-2010,11 TAHUN 2010,27-07-2010,Lihat SK Operasional,2015-06-26 08,B,"4,134",1. Lainnya,2. Telkom Speedy,PLN,,04822427207,sman10sinjai@gmail.com,http,-5.137700000000,120.262400000000,40,155,161,11,Sehari Penuh/5 hari,,2022/2023-2,"6,600",10,2,1,4,23,2,0,15,19,0,16,5,18,22,0,38,2,1,10,11,8,3,5,2,11,29,SMA 2013 Bhs&Budaya,Lainnya,3,4,4,
Sulawesi Selatan,Kab. Sinjai,Sinjai Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DD179490-BD20-4E13-A2FD-45C511386DF1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40304499,SMAN 3 SINJAI,40304499,Jl. Karaeng Badong No. 7 Tondong,KAMPALA,KEC. SINJAI TIMUR,KAB. SINJAI,PROV. SULAWESI SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,0601/O/1985,22-11-1985,0601/O/1985,22-12-1985,Lihat SK Operasional,2016-12-07 10,A,"2,000,000",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,2410043,2410043,sman3sinjai@yahoo.com,http,-5.153600000000,120.218300000000,47,217,246,16,Pagi/6 hari,,2022/2023-2,"8,000",34,6,0,12,30,3,0,14,17,1,17,12,30,17,0,39,8,6,5,7,10,4,2,13,15,32,SMA 2013 MIPA,Lainnya (Serat Optik),5,5,6,
Sulawesi Selatan,Kab. Sinjai,Sinjai Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5F56155-F1EE-49F3-92B3-E67C981D903C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033378,SMAS IT WAHDAH ISLAMIYAH SINJAI,70033378,"JL. POROS SINJAI-KAJANG, SINJAI TIMUR",SAMATARING,KEC. SINJAI TIMUR,KAB. SINJAI,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Al-Islami,AO3733,18/K.02/PTSP/2022,04-04-2022,18/K.02/PTSP/2022,04-04-2022,Lihat SK Operasional,2022-09-15 10,,450,1. Smartfren,2. Lainnya (Serat Optik),PLN,,,,,.000000000000,.000000000000,11,0,5,1,Pagi/6 hari,,2022/2023-2,"2,200",1,0,0,1,2,1,4,5,9,0,2,0,2,9,0,7,4,4,2,4,1,0,0,0,1,10,SMA 2013 MIPA,Smartfren,1,0,0,
Sulawesi Selatan,Kab. Sinjai,Sinjai Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B1E06B2-D503-4445-A479-8B62819CB6F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314525,SMKN 3 SINJAI,40314525,POROS SINJAI - KAJANG,SANJAI,KEC. SINJAI TIMUR,KAB. SINJAI,PROV. SULAWESI SELATAN,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420.3/2584/DP/2008,12-05-2008,NOMOR 12 TAHUN 2010,27-07-2010,Lihat SK Operasional,2023-04-14 09,B,"20,000",1. -,2. -,PLN,,,smkn3.sinjai_sulsel@gmail.com,http,-5.222193300000,120.308980000000,32,115,89,10,Sehari Penuh/5 hari,,2022/2023-2,"7,200",9,1,1,5,5,13,0,14,27,0,4,1,9,23,0,29,3,5,4,6,9,5,2,1,8,24,SMK 2013 REV.  Usaha Perjalanan Wisata,Tidak Ada,4,3,3,0
