prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jambi,Kab. Muaro Jambi,Mestong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/19FDD8F7-EB78-4A0A-B67F-9FFA88C7DAC1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10507946,MAS AL HIDAYAH,10507946,JL. JAMBI-PALEMBANG KM18,MUARO SEBAPO,KEC. MESTONG,KAB. MUARO JAMBI,PROV. JAMBI,SWASTA,MA,Kementerian Agama,,,We/6.d/PP.03.2/47/1999,24-06-1999,-Me-2/6-e/PP.03.2/836/1999,31-07-1999,Lihat SK Operasional,2016-05-19 08,B,0,,2.,,,,,,-1.735100000000,103.565300000000,0,34,24,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jambi,Kab. Muaro Jambi,Mestong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BDAAC2A8-5168-455D-ACCB-B6CAAED902A9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69830527,SMAN 13 MUARO JAMBI,69830527,Jl Lintas Tempino - Penerokan - Bajubang  Km 35,TANJUNG PAUH 32,KEC. MESTONG,KAB. MUARO JAMBI,PROV. JAMBI,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,260/Kep.Bup/PDD/2014,02-05-2014,260/Kep.Bup/PDD/2014,02-05-2014,Lihat SK Operasional,2017-01-10 08,B,"10,120",1. -,2. -,PLN,,,sman13muarojambi@gmail.com,http,-1.784700000000,103.456600000000,12,56,54,6,Pagi/6 hari,,2022/2023-2,"2,200",6,1,1,3,4,0,0,8,8,0,4,0,3,9,0,8,4,2,5,3,2,0,0,0,2,10,SMA 2013 MIPA,Tidak Ada,2,2,2,
Jambi,Kab. Muaro Jambi,Mestong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/887E4F68-C71E-459D-9E75-CD8E51942C53,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69980024,SMAN 15 MUARO JAMBI,69980024,Jln. Tri Barata Km. 11 Desa Pondok Meja Kec. Mestong,PONDOK MEJA,KEC. MESTONG,KAB. MUARO JAMBI,PROV. JAMBI,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,KPTS.1790.B/DISDIK-2.2/VI/2018,05-06-2018,KPTS.675/DISDIK-1.1/VIII/2018,27-08-2018,Lihat SK Operasional,2019-05-23 05,C,"20,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sman15.muarojambi@gmail.com,http,-1.673400000000,103.579200000000,18,76,111,7,Sehari Penuh/5 hari,,2022/2023-2,"2,200",4,1,1,4,14,0,0,4,4,0,13,1,8,10,0,17,1,3,2,6,3,3,1,0,6,12,SMA 2013 MIPA,Telkomsel Flash,2,3,2,
Jambi,Kab. Muaro Jambi,Mestong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/63975CDA-F7CD-4B6A-B052-230AC800F119,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10502794,SMAN 3 MUARO JAMBI,10502794,JLN. JAMBI TEMPINO,NAGA SARI,KEC. MESTONG,KAB. MUARO JAMBI,PROV. JAMBI,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0363/0/1991,20-06-1991,0363/0/1991,20-06-1991,Lihat SK Operasional,2019-05-28 14,A,"20,115",1. XL (GSM),2. Telkomsel Flash,PLN,,,sman3muarojambi@yahoo.co.id,http,-1.773200000000,103.534800000000,46,308,388,23,Pagi/6 hari,,2022/2023-2,"7,700",25,2,2,9,28,0,0,18,19,0,17,10,25,21,0,42,4,9,6,3,8,9,7,4,16,30,SMA 2013 Bhs&Budaya,XL (GSM),8,7,8,
Jambi,Kab. Muaro Jambi,Mestong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5121765-E33B-45DA-A0C6-78D531490BED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10502867,SMAS ISLAM AL ARIEF,10502867,DS.SEBAPO,MUARO SEBAPO,KEC. MESTONG,KAB. MUARO JAMBI,PROV. JAMBI,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL ARIEF,AB9903,002/YPA/VII/2002,18-05-2002,420/15/PDD/I/2004,09-01-2004,Lihat SK Operasional,2015-08-31 16,A,"24,150",1. Telkomsel Flash,2. Indosat IM3,PLN & Diesel,,,smaalarief@ymail.com,,-1.745812000000,103.733228000000,23,51,137,7,Pagi/6 hari,,2022/2023-2,"10,500",10,3,1,2,0,0,20,8,23,0,0,0,4,19,0,16,7,12,3,2,3,1,0,2,7,16,SMA 2013 IPS,Telkomsel Flash,2,2,3,
Jambi,Kab. Muaro Jambi,Mestong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/76966209-6F30-4554-A57B-5E59B115BBA8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69786568,SMAS ISLAM DARUL FIKRI,69786568,JL. JAMBI PALEMBANG KM.34,SUNGAI LANDAI,KEC. MESTONG,KAB. MUARO JAMBI,PROV. JAMBI,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan SMAS ISLAM DARUL FIKRI,AB9913,01/YPDF/VI/2013,01-06-2013,418/KEP-BUP/DISDIK/2013,27-08-2013,Lihat SK Operasional,2017-09-27 09,C,"4,200",1. Telkom Speedy,2. Telkomsel Flash,PLN,,,yayasan_darulfikri@yahoo.com,,-1.826800000000,103.541800000000,4,96,59,4,Siang/6 hari,,2022/2023-2,"1,300",3,0,1,2,0,0,8,0,4,0,0,0,1,3,0,4,0,1,3,0,0,0,0,0,0,4,SMA 2013 IPS,Telkom Speedy,1,1,2,
Jambi,Kab. Muaro Jambi,Mestong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2C573DBA-0DC6-4A3E-8AD9-C21E9F1A74B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10502775,SMAS YP-SP3 3 MESTONG,10502775,DS. SUKADAMAI,SUKA DAMAI,KEC. MESTONG,KAB. MUARO JAMBI,PROV. JAMBI,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan SMA YP-SP3 MESTONG,AB9912,1016/110/G/1b-2001,22-05-2001,1016/110/G/1b-2001,22-05-2001,Lihat SK Operasional,2020-08-31 08,C,"10,000",1.,2.,PLN,,0,,,-1.865700000000,103.578900000000,9,39,52,3,Sore/6 hari,,2022/2023-2,"1,300",3,0,0,0,4,0,0,5,5,0,4,0,5,4,1,6,2,0,1,3,3,1,1,0,3,6,SMA 2013 IPS,Tidak Ada,1,1,1,
Jambi,Kab. Muaro Jambi,Mestong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2382A14E-6D62-4029-BDE7-31EC8AFDF14D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033304,SMK AL-IHYA ULUMADDIN,70033304,Jln. Jambi - Palembang Km.22 Rt.012 Kusuma Jaya Sebapo,SEBAPO,KEC. MESTONG,KAB. MUARO JAMBI,PROV. JAMBI,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN AL-IHYA 'ULUMADDIN,AX0392,SK.721/DISDIK 3.1/VIII / 2022,19-08-2022,SK.721/DISDIK 3.1/VIII / 2022,19-08-2022,Lihat SK Operasional,2022-09-09 16,,"15,840",1. Lainnya,2. Lainnya,PLN,,,,,-1.761300000000,103.555600000000,8,11,15,1,Pagi/6 hari,,2022/2023-2,"5,500",1,0,0,2,0,0,7,2,8,0,0,0,0,8,0,2,6,5,0,3,0,0,0,0,3,5,SMK 2013 REV. Agribisnis Tanaman Pangan dan Hortikultura,Lainnya,1,0,0,0
Jambi,Kab. Muaro Jambi,Mestong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F8984C1-4177-41AF-8D7D-C3329B883770,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69948749,SMK ASY ARIYAH,69948749,Jl.Jambi-Palembang Km.38 Kec. Mestong,IBRU,KEC. MESTONG,KAB. MUARO JAMBI,PROV. JAMBI,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Asy'ariyah Ibru,AB9911,20/YYSD/YAYIBRU/IX/13,17-09-2013,484/Kep.Bup/Disdik/2015,22-12-2015,Lihat SK Operasional,2022-04-25 11,B,"54,000",1. Indosat IM3,2. Telkomsel Flash,PLN,,,smk.asyariyah@yahoo.com,,-1.855976000000,103.576080000000,8,70,72,5,Pagi/6 hari,,2022/2023-2,"5,500",6,0,1,2,0,0,7,2,8,0,0,0,0,8,1,6,1,6,1,0,1,0,0,0,0,8,SMK 2013 REV. Agribisnis Tanaman Perkebunan,Indosat IM3,2,1,2,0
Jambi,Kab. Muaro Jambi,Mestong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/970543B8-BEC6-401F-827E-BB052964EE9C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10506064,SMKN 8 MUARO JAMBI,10506064,JL. JAMBI PALEMBANG KM 17,MUARO SEBAPO,KEC. MESTONG,KAB. MUARO JAMBI,PROV. JAMBI,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.5/612A/DIKNAS,26-06-2009,Nomor 165 Tahun 2009,26-06-2009,Lihat SK Operasional,2022-08-25 05,B,"10,000",1. XL (GSM),2. -,PLN,,,smkn8mj@gmail.com,,-1.720600000000,103.564900000000,36,255,146,16,Sehari Penuh/5 hari,,2022/2023-2,0,19,1,1,0,21,0,0,15,23,0,13,0,18,18,0,30,6,1,5,10,7,9,2,2,17,19,SMK 2013 REV.  Bisnis Daring dan Pemasaran,XL (GSM),6,5,5,0
