prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Nusa Tenggara Barat,Kab. Bima,Soromandi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/97B25165-81EB-4AB7-91DB-BBF31A4C114B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50105615,MAS AL - AMIN,50105615,JLN. KAWANGGE 01 DESA SAMPUNGU,SAMPUNGU,KEC. SOROMANDI,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,001/YYS-LPAB/06-2008,01-06-2008,Kd.19.06/4/PP.00/1588/2009,16-09-2009,Lihat SK Operasional,2016-08-16 07,C,0,,2.,,,,,,-8.267500000000,118.537500000000,0,13,12,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Bima,Soromandi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5CB05113-B6B7-4EDF-86EC-D50024ED16B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50105614,MAS AL - MUTHMAINNAH PUNTI,50105614,JLN. LINTAS SAMPUNGU DESA PUNTI,PUNTI,KEC. SOROMANDI,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-8.580711000000,118.945623000000,0,26,20,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Bima,Soromandi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B09EED31-83FE-E111-865A-4B581D18B768,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50204062,SLB Mutmainnah Soromandi,50204062,Jln lintas Bajo-Soromandi,BAJO,KEC. SOROMANDI,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPS Mutmainnah,AJ3706,16,04-08-2003,04/130.21.420/B/2003,09-12-2003,Lihat SK Operasional,2020-03-24 07,B,"1,665",1.,2.,PLN,,,ypsslbmutmainnahsromandi@yahoo.com,,-8.444200000000,118.667200000000,24,23,16,12,Pagi/6 hari,,2022/2023-2,"5,000",12,0,1,1,1,0,24,2,23,0,1,0,2,22,1,19,4,3,11,3,1,1,4,1,10,14,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Lainnya (Serat Optik),1,1,1,1,1,1,1,1,1,1,1,1,
Nusa Tenggara Barat,Kab. Bima,Soromandi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EED61FDE-0595-4983-842F-73CF791BC225,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69970677,SMA NEGERI 3 SOROMANDI,69970677,Jl. Lintas Pantai Utara,KANANTA,KEC. SOROMANDI,KAB. BIMA,PROV. NUSA TENGGARA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,002/528/01.1/C/2013,04-01-2013,002/528/01.1/C/2013,04-01-2013,Lihat SK Operasional,2022-08-31 05,B,"10,215",1. -,2. -,PLN,,,sman3soromandi@gmail.com,http,-8.356121100000,118.638840100000,29,62,59,7,Pagi/6 hari,,2022/2023-2,"1,300",3,3,2,2,6,4,0,19,25,0,3,1,3,26,0,22,7,5,10,9,2,1,2,0,21,8,,SMA 2013 IPS,Tidak Ada,,,,,,,,,,3,2,2,
Nusa Tenggara Barat,Kab. Bima,Soromandi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/08E0DFF4-1476-4815-BBCD-D001816A567F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50204014,SMAN 1 SOROMANDI,50204014,JL LINTAS SOROMANDI BAJO KEC SOROMANDI BIMA,BAJO,KEC. SOROMANDI,KAB. BIMA,PROV. NUSA TENGGARA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,256,11-06-2001,452,25-06-2001,Lihat SK Operasional,2018-09-19 17,B,"240,000",1. Telkomsel Flash,2. Jardiknas,PLN,082339865905,,sman1soromandi@gmail.com,http,-8.445600000000,118.680400000000,51,146,134,10,Pagi/6 hari,,2022/2023-2,"4,800",10,4,1,2,17,7,1,26,35,0,10,6,22,29,0,44,7,4,16,8,7,8,6,2,30,21,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,4,3,3,
Nusa Tenggara Barat,Kab. Bima,Soromandi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3419A4CA-7E92-4876-967F-A7DF0B124A3E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222185,SMAN 2 SOROMANDI,50222185,JL. LINTAS SAI SAMPUNGU,SAI,KEC. SOROMANDI,KAB. BIMA,PROV. NUSA TENGGARA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,093/120.21.420/H-SMA/KP/2,,,,Silakan Upload SK,,C,"20,000",,2.,,100,,smandasor@yahoo.co.id,http,-8.303500000000,118.652600000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Bima,Soromandi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E4233F42-8C9B-4CB9-9586-EF9EBFB0CBA6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60726645,SMAS HARAPAN,60726645,JL. LINTAS Sarita - Manggekompo,WADUKOPA,KEC. SOROMANDI,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN M.HARCHIFUN,AJ3695,,01-01-1900,940/130.21.420/C/2011,,Silakan Upload SK,,C,30,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smaharapansoromandi@yahoo.co.id,http,-8.420700000000,118.666400000000,31,39,16,3,Pagi/6 hari,,2022/2023-2,900,3,1,0,0,0,0,27,7,31,0,0,0,0,31,0,24,7,12,13,6,0,0,0,0,15,16,,SMA 2013 MIPA,Telkomsel Flash,,,,,,,,,,1,1,1,
Nusa Tenggara Barat,Kab. Bima,Soromandi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/510AD41D-E89E-4E4B-8C84-752B5B3866C5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69948336,SMK AL MUNAWARAH,69948336,Jl. Lintas Pantura Soromandi Bima,KANANTA,KEC. SOROMANDI,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Islam Al Munawara Soromandi,AJ3705,15,11-02-2016,002/1915/01.1/C/2016,16-08-2016,Lihat SK Operasional,2016-08-30 20,C,"12,560",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0374,,almunawarahsmk@gmail.com,,-8.362468100000,118.584948800000,19,82,57,5,Double Shift/6 hari,,2022/2023-2,"9,000",0,0,0,0,2,0,9,8,17,0,0,2,2,17,0,16,3,8,5,2,0,1,0,3,10,9,,SMK 2013 REV. Agribisnis Tanaman Pangan dan Hortikultura,Telkomsel Flash,,,,,,,,,,3,1,1,0
Nusa Tenggara Barat,Kab. Bima,Soromandi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E58E20CE-07F4-4A8C-B33F-0DF26BBC5541,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69830710,SMK AL-MUTMAINNAH,69830710,Jl. Lintas Bajo - Sampungu,PUNTI,KEC. SOROMANDI,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Pondok Pesantren Al Muthmainnah,AJ3700,,01-06-2013,002/950/01.1/C/2013,20-12-2013,Silakan Upload SK,,Sertifikat Kedaluwarsa,"14,553",1. XL (GSM),2. Jardiknas,PLN,,,smk.almutmainnah09@gmail.com,,-8.415102000000,118.662492000000,6,53,26,3,Pagi/6 hari,,2022/2023-2,"1,300",3,1,1,0,0,0,3,4,6,0,0,0,0,6,0,1,5,0,1,3,1,0,1,0,4,2,,SMK 2013 REV. Teknik Komputer dan Jaringan,XL (GSM),,,,,,,,,,1,1,1,0
Nusa Tenggara Barat,Kab. Bima,Soromandi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/948A5BF6-9EE6-4C18-9F71-C62569549EAD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69984509,SMK NEGERI 2 SOROMANDI,69984509,JL. LINTAS SAI SAMPUNGU,SAI,KEC. SOROMANDI,KAB. BIMA,PROV. NUSA TENGGARA BARAT,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.3/2099.c.BPSMK/DIKBUD,02-07-2018,421.3/2099.c.BPSMK/DIKBUD,02-07-2018,Lihat SK Operasional,2020-03-24 08,C,"20,000",1. -,2. Lainnya (Satelit),PLN,100,,smkn2soromandibima@gmail.com,http,-8.303500000000,118.652600000000,40,56,66,11,Pagi/6 hari,,2022/2023-2,"1,200",11,1,1,2,4,2,0,34,38,0,1,1,2,38,0,30,10,6,13,13,5,2,0,1,26,14,,SMK 2013 REV.  Nautika Kapal Penangkap Ikan,Tidak Ada,,,,,,,,,,4,4,3,0
Nusa Tenggara Barat,Kab. Bima,Soromandi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C65D3B65-0563-4C99-AE25-18997F9208C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222330,SMKN 1 SOROMANDI,50222330,JL. LINTAS SOROMANDI LEWIDEWA,BAJO,KEC. SOROMANDI,KAB. BIMA,PROV. NUSA TENGGARA BARAT,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,28 TAHUN 2018,28-08-2018,28 tahun 2018,28-08-2018,Lihat SK Operasional,2018-09-17 09,C,"13,500",1. -,2. Telkomsel Flash,PLN,0374,,smksoromandi@yahoo.com,http,-8.473400000000,118.659300000000,62,98,56,15,Pagi/6 hari,,2022/2023-2,"11,000",8,0,0,0,12,6,0,44,56,0,6,0,11,51,0,57,5,9,18,21,10,2,1,1,30,32,,SMK 2013 REV.  Agribisnis Ternak Ruminansia,Tidak Ada,,,,,,,,,,4,6,5,0
