prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Kepulauan Riau,Kota Batam,Lubuk Baja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E5C6E4F-6003-4EDC-B51A-0801447ECA4F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11002196,SMAN 12 BATAM,11002196,Jl.Pantai Indah,TANJUNG UMA,KEC. LUBUK BAJA,KOTA BATAM,PROV. KEPULAUAN RIAU,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,KPTS/178/HK/IV/2008,23-04-2008,NO.228/422.6/DIKMEN/VII/2009,21-07-2009,Silakan Upload SK (link file tidak valid) => [799697-700610--],2023-03-14 21,A,"5,670",1. Telkom Speedy,2. Linknet,PLN,,,smandalas.btm@gmail.com,http,1.134700000000,103.994700000000,35,340,380,19,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"22,000",19,3,1,3,18,0,0,17,17,0,17,1,20,15,0,32,3,8,7,5,4,6,5,0,10,25,7,6,6,
Kepulauan Riau,Kota Batam,Lubuk Baja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/897888AC-B918-4F02-9DA5-21A086B6839E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11002182,SMAS AL-AZHAR,11002182,JL. GN. BROMO BALOI INDAH,KAMPUNG PELITA,KEC. LUBUK BAJA,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perguruan Islam Al-Azhar Batam,AG2719,1588/109.4/MN/99,26-11-1999,3199/kpts/prog/2002,01-10-2002,Lihat SK Operasional,2020-11-09 15,A,"2,394",1. -,2. Telkom Speedy,PLN,,0778431977,smaalazharbatam@yahoo.co.id,http,1.114400000000,103.951100000000,15,32,45,6,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"3,300",6,4,1,2,0,0,17,1,15,0,0,0,5,10,0,13,2,0,5,5,1,0,3,1,4,11,2,2,2,
Kepulauan Riau,Kota Batam,Lubuk Baja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2DA09DF-5A9E-41FC-8395-974E722F98BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11002183,SMAS ANANDA,11002183,"JL. RADEN PATAH BALOI BLOK III, LUBUK BAJA",LUBUK BAJA KOTA,KEC. LUBUK BAJA,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN CIPTA KARYA ANANDA,AG2756,133/KPTS/KEP/P/2001,16-08-2001,2333/422/DIKMEN/X/2009,07-10-2009,Lihat SK Operasional,2015-05-13 07,A,"2,886",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,0778455029,0778450069,sma.ananda.batam@gmail.com,http,1.138300000000,104.012900000000,15,89,76,8,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"24,000",10,1,1,2,0,0,10,6,15,0,0,0,7,8,0,13,2,4,2,2,1,1,1,4,7,8,2,3,3,
Kepulauan Riau,Kota Batam,Lubuk Baja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AAB6A941-218F-4A55-9E69-5A5DA0403CA7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70006262,SMAS AVAVA,70006262,Komplek Nagoya Point No. 1 Nagoya Batam,BATU SELICIN,KEC. LUBUK BAJA,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN AVAVA,AG2721,001/SA/SK-SMA/III/2020,02-03-2020,538/1L.3/DPMPTSP/XI/2020,20-11-2020,Lihat SK Operasional,2020-12-21 15,,0,1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,0778430214,0778430214,avavaschool@gmail.com,,1.142358400000,104.004140400000,10,20,34,6,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"66,000",6,4,1,2,0,0,6,5,10,0,0,0,0,10,1,8,1,6,2,1,1,0,0,0,3,7,2,2,2,
Kepulauan Riau,Kota Batam,Lubuk Baja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6EFB9595-C1D1-4B8C-9367-6568B10CCB44,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728420,SMAS GLOBE NATIONAL PLUS,60728420,"Komplek Green Garden Blok C No.16, Seraya",KAMPUNG PELITA,KEC. LUBUK BAJA,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bumi Cemerlang,AG2737,768.3/422.3/DIKMEN/VI/2010,06-07-2010,119/1L./DPMPTSP/III/2021,26-03-2021,Silakan Upload SK (link file tidak valid) => [672447-231956--],2022-08-05 03,A,"1,860",1. Telkom Speedy,2. Lainnya,PLN,,0778457600,sma@sekolah-globe.sch.id,http,1.141300000000,104.027000000000,12,4,13,2,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"12,000",3,3,1,2,0,0,15,0,12,0,0,0,0,12,0,8,4,4,5,2,1,0,0,0,5,7,0,1,1,
Kepulauan Riau,Kota Batam,Lubuk Baja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E23797A-E75F-4F43-91AF-35EF6F967159,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11002190,SMAS IMMANUEL,11002190,JL.RADEN PATAH,LUBUK BAJA KOTA,KEC. LUBUK BAJA,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN GPIB CABANG IMMANUEL BATAM,AG2754,2329/109.7.4/MN/2001,06-03-2001,2329/109.7.4/MN/2001,06-03-2001,Lihat SK Operasional,2015-06-29 09,A,"1,398",1. Telkom Speedy,2. Telkom Speedy,PLN,424070,424070,smakimbatam@yahoo.co.id,http,1.066100000000,104.016200000000,16,75,93,8,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"50,000",9,4,1,2,0,0,16,2,14,0,2,0,7,9,0,15,1,3,1,1,2,1,5,3,4,12,2,3,3,
Kepulauan Riau,Kota Batam,Lubuk Baja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FE2F7F52-B278-4E74-9020-06BE206B4FF9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11002189,SMAS KARTINI,11002189,"JL. BUDI KEMULIAAN NO. 1, SERAYA",KAMPUNG PELITA,KEC. LUBUK BAJA,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Keluarga Batam,AG2674,12105/I09.7d/13-84,22-11-1984,12105/I09.7d/13-84,22-11-1984,Lihat SK Operasional,2020-11-23 07,A,"21,121",1. Biznet (Kabel),2. Lainnya (Serat Optik),PLN,0778453731,0778453731,smakartini_batam@yahoo.com,http,1.125104300000,104.009960600000,28,165,227,13,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Biznet (Kabel),"33,000",15,5,1,4,1,0,28,6,27,0,1,0,11,17,0,23,5,6,5,6,2,5,4,0,15,13,3,5,5,
Kepulauan Riau,Kota Batam,Lubuk Baja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A679E26C-A149-4305-8ACA-F0604BC63E6B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11002191,SMAS MONDIAL,11002191,Pasir Putih-Ocarina Batam Centre,LUBUK BAJA KOTA,KEC. LUBUK BAJA,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SPK SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Mondial Anugrah Indonesia,AD0998,2144/422/DIKMEN/VIII/2005,17-06-2003,185/422.6/DIKMEN/III/2015,04-03-2015,Lihat SK Operasional,2021-05-27 08,B,"2,780",1. Telkom Speedy,2. Lainnya,PLN,,077818677,smamondiall@gmail.com,http,1.144800000000,104.048300000000,27,198,177,16,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"200,000",23,3,1,1,1,2,26,5,26,0,0,1,11,16,0,21,6,2,8,8,2,3,0,4,13,14,6,6,4,
Kepulauan Riau,Kota Batam,Lubuk Baja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C3D6236-082F-473F-9713-7CC439B464F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69944369,SMAS PELITA UTAMA,69944369,Jl. Yos Sudarso Blok A No 4-5,LUBUK BAJA KOTA,KEC. LUBUK BAJA,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Cahaya Pelita Utama,AG2717,1295.3/422/dikmen/IX/2015,31-08-2015,247/422.6/Dikmen/IV/2016,04-04-2016,Lihat SK Operasional,2021-01-13 01,A,"18,376",1. Telkomsel Flash,2. Telkom Speedy,PLN,0778425983,0778450797,sekolahpelitautama@gmail.com,http,1.144287100000,104.005676300000,21,142,174,12,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"5,000",14,5,1,2,0,0,21,3,21,0,0,0,3,18,0,14,7,11,8,1,1,0,0,0,8,13,5,4,3,
Kepulauan Riau,Kota Batam,Lubuk Baja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCCFB1D0-7B36-4A33-ADC5-122E1DAF0727,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815387,SMAS PERMATA HARAPAN,69815387,"Komp.Batu Batam Mas Blok D & E No. 1,2,3 Batam",BALOI INDAH,KEC. LUBUK BAJA,KOTA BATAM,PROV. KEPULAUAN RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Permata Harapan Batam,AG2774,,22-05-2012,39/419/DISDIK/I/2014,09-01-2014,Silakan Upload SK,,B,"1,067",,2.,,,0778431318,phbatubatam@yahoo.co.id,http,1.136670500000,104.018330200000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
