prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Tengah,Kab. Pekalongan,Kedungwuni,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D456275-94F7-4A06-8AEE-A892E8899656,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363156,MA  MA`ARIF WALISONGO KEDUNGWUNI,20363156,Pakisputih Kedungwuni 51173,PAKISPUTIH,KEC. KEDUNGWUNI,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Tengah,AX6651,Wk / 5.d / 82 / Pgm / MA / 1984,17-01-1984,Wk / 5.d / 82 / Pgm / MA / 1984,17-01-1984,Lihat SK Operasional,2022-12-19 00,C,0,,2.,,,,,,-6.980500000000,109.657300000000,0,15,35,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Kedungwuni,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/24A37A23-642E-4919-9B72-47CE8292386A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363155,MA MUHAMMADIYAH PEKAJANGAN,20363155,AMBOKEMBANG GG. 9 NO. 1 PEKALONGAN,AMBOKEMBANG,KEC. KEDUNGWUNI,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Tengah,AO5350,Wk/5.d/80/Pgm/MA/198,17-01-1984,Wk/5.d/80/Pgm/MA/198,17-01-1984,Lihat SK Operasional,2016-09-06 09,B,0,,2.,,,,,,-6.955100000000,109.646400000000,0,38,61,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Kedungwuni,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42B59183-4BD4-4CF3-BA20-B9067AD02170,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69894835,MA Rifa iyah Kedungwuni,69894835,Jl. KH. Ahmad Rifa`i Paesan Tengah,KEDUNGWUNI BARAT,KEC. KEDUNGWUNI,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,Lainnya,,D/Kw/MA/674/2014,21-05-2013,Kw.11.2/5/PP.03.2/3594/2014,21-11-2014,Lihat SK Operasional,2016-09-27 13,C,0,,2.,,,,,,-6.964500000000,109.642500000000,0,33,52,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Kedungwuni,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3AC300CA-3985-4FAB-986D-29EB8670DED6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363154,MA SALAFIYAH SYAFI`IYAH PROTO,20363154,JL. PONPES AL QUR`AN NO. 01 PROTO KEDUNGWUNI,PROTO,KEC. KEDUNGWUNI,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Tengah,AX6651,Wk/5.a/PP.05.2/20/1993,31-08-1993,Wk/5.a/PP.05.2/20/1993,31-08-1993,Lihat SK Operasional,2016-12-27 08,B,0,,2.,,,,,,-6.967700000000,109.665000000000,0,148,397,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Kedungwuni,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8FA7152-800D-4AC4-9552-5F4889116B2E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363157,MA WALISONGO PEKAJANGAN,20363157,PEKAJANGAN GG. 19,PEKAJANGAN,KEC. KEDUNGWUNI,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Tengah,AX6651,Kw.11.4/4/PP.03.2/ 126 /2011,02-03-2011,Kw.11.4/4/PP.03.2/ 126 /2011,02-03-2011,Lihat SK Operasional,2020-07-30 11,C,0,,2.,,,,,,-6.944700000000,109.652800000000,0,5,10,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Kedungwuni,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1CEED2AB-E856-466B-8D4D-2AAF91EF5775,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363153,MAN PEKALONGAN,20363153,JL. CAPGAWEN 113,KEDUNGWUNI TIMUR,KEC. KEDUNGWUNI,KAB. PEKALONGAN,PROV. JAWA TENGAH,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,17 tahun 1978,16-03-1978,17 tahun 1978,16-03-1978,Silakan Upload SK (link file tidak valid) => [754625-975384--],2023-01-12 11,A,0,,2.,,,,,,-6.963400000000,109.650600000000,0,233,490,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Kedungwuni,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1D93993D-7C2D-4C9D-B037-D32A871B4FF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70008703,MAS AL HIKAM,70008703,JL. MASJID AL MUKARROMAH GG SMP NU PAJOMBLANGAN KOMPLEK PONPES MAMBAUL HUDA,PAJOMBLANGAN,KEC. KEDUNGWUNI,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,3497/KW.11.2/5/PP.03.2/5/2020,14-05-2020,1452 Tahun 2020,14-05-2020,Silakan Upload SK (link file tidak valid) => [444852-931429--],2021-05-11 09,,"2,400",,2.,,,,,,-6.974300000000,109.667500000000,0,22,28,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Kedungwuni,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0EBE147-D374-4776-A8A7-E2A6FC44934A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69967609,SMA AL FUSHA KEDUNGWUNI,69967609,"Jl. RAYA ROWOCACING, Ds. ROWOCACING, Kec. KEDUNGWUNI, Kab. PEKALONGAN",ROWOCACING,KEC. KEDUNGWUNI,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN FASIHUL LISAN,AK0102,420/2910/2017,10-04-2017,420/2910/2017,10-04-2017,Lihat SK Operasional,2017-10-02 15,C,"5,778",1. -,2. Lainnya (Serat Optik),PLN,,,sma.alfusha@gmail.com,http,-6.992927000000,109.657179000000,14,118,194,11,Pagi/6 hari,,2022/2023-2,"11,000",12,1,1,2,0,0,17,0,14,0,0,0,0,14,0,14,0,11,2,0,1,0,0,0,5,9,SMA 2013 IPS,Tidak Ada,4,4,3,
Jawa Tengah,Kab. Pekalongan,Kedungwuni,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F9144C25-6DC5-45E0-8567-68C9FE8CFC6D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20323603,SMA MUHAMMADIYAH 1 PEKAJANGAN,20323603,Jl. K.H. M. Mansyur No. 138,PEKAJANGAN,KEC. KEDUNGWUNI,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Tengah,AO5350,1174/KEP/I.0/B/2019,11-11-2019,0220006200885,08-02-2020,Lihat SK Operasional,2020-08-24 20,A,"3,060",1. Biznet (Serat Optik),2. Telkom Speedy,PLN,,422238,smamuh1pekalongan@gmail.com,http,-6.942800000000,109.652000000000,22,150,175,11,Sehari Penuh/5 hari,,2022/2023-2,"29,700",11,4,1,15,4,0,18,3,18,0,3,1,18,4,0,21,1,1,1,2,3,4,2,9,11,11,SMA 2013 IPS,Biznet (Serat Optik),4,4,3,
Jawa Tengah,Kab. Pekalongan,Kedungwuni,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/53E62058-83D4-4116-B94E-BEE39B082563,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20323604,SMA MUHAMMADIYAH 2 PEKALONGAN,20323604,Jl Raya Ambokembang Gg 9 No 3,AMBOKEMBANG,KEC. KEDUNGWUNI,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Tengah,AO5350,1099/I03/I/1988,04-07-1988,1099/I03/I/1988,04-07-1988,Lihat SK Operasional,2015-09-10 08,A,"1,600",1. Telkomsel Flash,2. Telkom Speedy,PLN,,0285785267,smuha_pekalongan@yahoo.com,http,-6.962400000000,109.649800000000,12,33,60,4,Pagi/6 hari,,2022/2023-2,"11,000",5,4,1,2,0,0,13,2,12,0,0,0,2,10,0,11,1,1,3,3,1,0,3,1,4,8,SMA 2013 MIPA,Telkomsel Flash,2,1,1,
