prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Timur,Kab. Pamekasan,Pademawu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/76255C3C-D427-4127-BCD7-9796FDC4DFEF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033164,MA PLUS NURUL 'ILMI,70033164,DSN SELATAN DESA DURBUK,DURBUK,KEC. PADEMAWU,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,,,585 TAHUN 2021,18-05-2021,Silakan Upload SK (link file tidak valid) => [233339-611967-https,2022-09-06 14,,0,,2.,,,,,,.000000000000,.000000000000,0,11,9,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Pademawu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9E381FC9-6A9B-4D7E-B15C-CFA33CF4561D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69994782,MA SYEKH ABDURRAHMAN,69994782,RABAH SUMEDANGAN,SUMEDANGAN,KEC. PADEMAWU,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,898 TAHUN 2019,29-05-2019,MAS/28.0108/2019,29-05-2019,Lihat SK Operasional,2020-12-29 10,C,0,,2.,,,,,,-7.180700000000,113.509300000000,0,41,15,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Pademawu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FA3269AE-9675-4F6E-8B10-B16D6728234E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584378,MAN 1 PAMEKASAN,20584378,JL. LAWANGAN DAYA II no 6,LAWANGAN DAYA,KEC. PADEMAWU,KAB. PAMEKASAN,PROV. JAWA TIMUR,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,stc.86/Kp.VII.70,07-07-1970,Kw.13.4/4/PP.00.6/636/2010,01-07-2010,Lihat SK Operasional,2018-01-27 09,A,0,,2.,,,,,,-7.148800000000,113.511500000000,0,326,314,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Pademawu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28E89929-23B8-4938-99CD-845D802000DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584409,MAN 2 PAMEKASAN,20584409,JL. KH. WAHID HASYIM NO.28 PAMEKASAN,BARURAMBAT TIMUR,KEC. PADEMAWU,KAB. PAMEKASAN,PROV. JAWA TIMUR,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,B-/248/I/91,01-07-1992,kw.13.4/4/PP.00.6/637/210,01-07-1992,Lihat SK Operasional,2021-01-19 08,A,0,,2.,,,,,,-7.160200000000,113.496800000000,0,414,423,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Pademawu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CC5C8C12-22AB-4E87-9D8C-17FDBCED72F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584361,MAS AL-QADIRY,20584361,JL. RAYA SUMENEP KM.4.900 SENTOL PADEMAWU PAMEKASAN,SENTOL,KEC. PADEMAWU,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,MAS/28.0007/2005,17-07-2005,MAS/28.0007/2017,22-08-2017,Lihat SK Operasional,2020-08-24 20,B,0,,2.,,,,,,-7.146000000000,113.512600000000,0,15,33,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Pademawu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B91912D0-CA15-4318-B52B-2CD1CFF63DD7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60729926,MAS SABILUL MUTTAQIEN,60729926,"Komplek PP. Sabilul Muttaqien, Dsn Kadungdung RT 003 RW 001",BUDDAGAN,KEC. PADEMAWU,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,Kw.13.4/4/PP.00.6/1253/2011,01-07-2011,MAS/28.0082/ /2017,22-08-2017,Lihat SK Operasional,2020-08-24 20,B,0,,2.,,,,,,-7.171400000000,113.502200000000,0,9,4,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pamekasan,Pademawu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9047CF91-582D-E211-AC55-4539CECFDFAC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584067,SLB PGRI PADEMAWU,20584067,Desa Buddagan,BUDDAGAN,KEC. PADEMAWU,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perwakilan YPLP PGRI Provinsi Jawa Timur,AB4825,411.33/019/432.412/2014,20-03-2012,19.14/240/VII/II/2020,20-07-2020,Lihat SK Operasional,2020-09-20 16,B,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,slbpgripademawuoke@gmail.com,,-7.166300000000,113.508500000000,10,23,10,17,Sehari Penuh/5 hari,,2022/2023-2,900,9,0,0,1,0,0,13,0,10,0,0,0,2,8,0,7,3,2,4,3,1,0,0,0,1,9,"TKLB, SDLB, SMPLB,  dan SMLB",TKLB 2013,Telkomsel Flash,0,1,1,1,1,1,1,4,2,2,2,1,
Jawa Timur,Kab. Pamekasan,Pademawu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28AB01AE-6DEA-410A-809C-09F96CE6DAD3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69943801,SMA ISLAM PLUS NURUL KAROMAH,69943801,DESA BUDDAGAN,BUDDAGAN,KEC. PADEMAWU,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PONDOK PESANTREN NURUL KAROMAH,AN1961,411.33/063/432.412/2016,07-04-2016,841/067/432.302/2016,08-04-2016,Lihat SK Operasional,2016-05-12 20,B,0,1. -,2. Telkom Speedy,PLN,,,smaislamplusnurulkaromah@gmail.com,,-7.157222000000,113.493393000000,8,21,18,3,Pagi/6 hari,,2022/2023-2,900,3,1,1,2,1,0,8,0,7,0,1,0,2,6,0,6,2,1,1,3,2,1,0,0,6,2,,SMA 2013 IPS,Tidak Ada,,,,,,,,,,1,1,1,
Jawa Timur,Kab. Pamekasan,Pademawu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42F27271-236A-43A6-9990-B0909BAA908B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20566556,SMA PLUS AL KAUTSAR,20566556,JL.BONOROGO 153,LAWANGAN DAYA,KEC. PADEMAWU,KAB. PAMEKASAN,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AN1952,411.33/078/432.412/2013,20-06-2013,841/5613/441.302/2014,20-09-2013,Lihat SK Operasional,2015-03-12 10,B,"1,856",1. -,2. -,PLN,,328529,alkautsarpmk@gmail.com,http,-7.158000000000,113.498200000000,10,11,12,3,Pagi/6 hari,,2022/2023-2,0,3,0,1,2,2,0,10,0,8,0,2,0,5,5,0,10,0,0,2,5,2,0,0,1,4,6,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,1,1,1,
Jawa Timur,Kab. Pamekasan,Pademawu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/35F41808-3A43-4901-96D6-1541E9F565E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20527231,SMAN 1 PADEMAWU,20527231,JL. RAYA MANDALA,BUNDER,KEC. PADEMAWU,KAB. PAMEKASAN,PROV. JAWA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,13/a/O/1998,29-01-1998,13a /O/1998,29-01-1998,Lihat SK Operasional,2021-08-18 11,A,"11,250",1. XL (GSM),2. Telkom Speedy,PLN,,0324328795,smansapademawu@yahoo.co.id,http,-7.189600000000,113.523200000000,53,312,212,19,Sehari Penuh/5 hari,,2022/2023-2,"10,600",18,1,0,2,38,4,1,10,18,0,21,14,39,14,0,49,4,3,6,7,13,9,9,6,25,28,,SMA 2013 IPS,XL (GSM),,,,,,,,,,6,6,7,
