prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Nusa Tenggara Barat,Kota Bima,Mpunda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF370C75-2C8F-4603-9917-643065A361BF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69955777,Madrasah Aliyah Plus Al-Ittihad,69955777,Jl. Gajah Mada Lingkungan Nusantara Rt.009 Rw.004,KEC. MPUNDA,KOTA BIMA,PROV. NUSA TENGGARA BARAT,INDONESIA,SWASTA,MA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,.000000000000,.000000000000,0,24,11,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kota Bima,Mpunda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/181EF755-1C74-4121-9E4B-CA80D68AAC43,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50223274,MAS AL-HUSAINY KOTA BIMA,50223274,JLN. BTN PEPABRI NO. 02 LINGK. NUSANTARA KEL. MONGGONAO KOTA BIMA,MONGGONAO,KEC. MPUNDA,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,Wx/I-b/215/1999,11-05-1999,Wx/I-b/215/1999,11-05-1999,Lihat SK Operasional,2015-11-30 09,A,0,,2.,,,,,,-8.457200000000,118.736000000000,0,103,145,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kota Bima,Mpunda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F1E46CC-D04B-4CB8-BCF5-E63E104F336D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69941807,MAS Ash-Shiddiqiyah,69941807,Jl. Gajah Mada,MATAKANDO,KEC. MPUNDA,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,.000000000000,.000000000000,0,19,45,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kota Bima,Mpunda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50563A7F-33EB-4C89-A09F-CF32AFF5C1E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50223275,MAS DARUL HIKMAH SONCOLELA KOTA BIMA,50223275,JL. SONCOLELA KEL. MATAKANDO MPUNDA KOTA BIMA,MATAKANDO,KEC. MPUNDA,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-8.695967000000,118.651410000000,0,52,73,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kota Bima,Mpunda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/704E8EAC-3694-4401-98BE-125453EF66B2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50204731,SMAN 2 KOTA BIMA,50204731,JL. GARUDA RABA BIMA,LEWIRATO,KEC. MPUNDA,KOTA BIMA,PROV. NUSA TENGGARA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,202/IMB/2006,25-01-2007,0283/0/1975,27-11-1975,Lihat SK Operasional,2020-12-21 08,A,"25,215",1. Telkomsel Flash,2. Telkom Speedy,PLN,037444643,037443251,sman2_kotabima@yahoo.co.id,http,-8.464131700000,118.747716700000,80,412,400,25,Pagi/6 hari,,2022/2023-2,"3,900",26,4,1,2,52,10,1,17,28,2,33,17,56,24,1,73,6,2,6,13,24,9,11,15,33,47,SMA 2013 MIPA,Telkomsel Flash,7,8,10,
Nusa Tenggara Barat,Kota Bima,Mpunda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99F2F3E4-04FA-4BAB-A081-C5BFD01F4658,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50204729,SMAN 4 KOTA BIMA,50204729,JL. GAJAH MADA,PENATOI,KEC. MPUNDA,KOTA BIMA,PROV. NUSA TENGGARA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,05/9/0/1990,,,,Silakan Upload SK,,A,"20,250",1. Telkom Speedy,2. Telkom Speedy,PLN,037443778,037443778,sman4kotabima@yahoo.com,http,-8.459796700000,118.754108300000,89,490,586,31,Pagi/6 hari,,2022/2023-2,"19,800",25,1,1,4,67,11,0,11,24,2,35,28,62,27,1,82,6,1,9,11,16,12,22,18,35,54,SMA 2013 IPS,Telkom Speedy,11,9,11,
Nusa Tenggara Barat,Kota Bima,Mpunda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E3B1B821-5A4B-41FF-9CEC-22391BE3D857,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50204727,SMAS AL HIDAYAH,50204727,JL. SOEKARNO HATTA,MONGGONAO,KEC. MPUNDA,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Alhidayah Bima,AC7894,1325/1977.P,08-03-1977,435/C.2/SP,01-08-1978,Lihat SK Operasional,2019-06-21 10,B,"5,675",1. XL (GSM),2. Telkom Speedy,PLN,,037443255,sma_alhidayahkobi@yahoo.com,http,-8.458261700000,118.741366700000,24,55,23,4,Pagi/6 hari,,2022/2023-2,"2,200",0,0,1,0,6,4,12,3,18,0,5,1,8,16,0,24,0,4,5,1,7,2,5,0,7,17,SMA 2013 IPS,XL (GSM),1,1,2,
Nusa Tenggara Barat,Kota Bima,Mpunda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7E13FAEF-72B8-4C9B-AFD1-1048A746E829,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50204728,SMAS AL MA ARIF,50204728,Jln Sukun No. 5 Karara Monggonao,MONGGONAO,KEC. MPUNDA,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan LEMBAGA PENDIDIKAN AL MAARIF,AC7907,324/120.6/414/1986,,,,Silakan Upload SK,,B,"2,348",,2.,,,42937,sma_almaarifkobi@yahoo.com,http,-8.458098300000,118.740395000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Nusa Tenggara Barat,Kota Bima,Mpunda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B6E3D42C-601D-4E5E-A33F-D6475CC193A2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69919008,SMK KEPERAWATAN SURYA MANDIRI BIMA,69919008,JL. GAJAH MADA NO. 19 KEL. PENATOI,PENATOI,KEC. MPUNDA,KOTA BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Surya Mandiri Bima,AF9434,AHU-91.AH.02.02-TAHUN 2011,14-07-2011,1690/130.21.420/C/2014,05-11-2014,Lihat SK Operasional,2020-08-24 19,C,"2,000",1. Telkom Speedy,2. Telkom Speedy,PLN,0374647601,0374647601,smkkesehatansmb@gmail.com,http,-8.458500000000,118.748700000000,18,10,57,4,Pagi/6 hari,,2022/2023-2,"2,200",4,0,1,1,5,2,8,4,13,0,4,1,6,12,0,16,2,1,7,2,4,2,0,2,4,14,SMK 2013 REV. Asisten Keperawatan,Telkom Speedy,2,1,1,0
Nusa Tenggara Barat,Kota Bima,Mpunda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/46BAAFCB-8A77-4085-89A0-F9DDBFDCB767,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50204717,SMKN 2 KOTA BIMA,50204717,JLN. GATOT SUBROTO,MANDE,KEC. MPUNDA,KOTA BIMA,PROV. NUSA TENGGARA BARAT,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,135/O/1989,14-03-1989,135/O/1989,14-03-1989,Lihat SK Operasional,2020-09-03 09,A,"38,625",1. Telkomsel Flash,2. Telkom Speedy,PLN,,037443201,smknduakobi@yahoo.com,http,-8.471126700000,118.742153300000,136,827,37,40,Pagi/6 hari,,2022/2023-2,"19,722",33,1,1,3,77,18,1,40,62,2,49,23,78,58,1,121,14,3,18,25,38,23,15,14,67,69,SMK 2013 REV. Kimia Industri,Telkomsel Flash,12,14,14,0
