prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,program_/_layanan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_13
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8FE90347-5505-4D7A-83DA-1216216F8D9B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728340,MAS LABORATORIUM IAIN SU,60728340,JL. SUTOMO/IAIN NO. 1,GAHARU,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,01,01-01-1900,,,Silakan Upload SK,,B,"4,000",,2.,,,,,,3.627208000000,98.681787000000,0,186,293,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C4C2978C-52D6-4C7E-83C4-E1A1A0776C0D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70007614,MAS TAHFIZH ULUMUL QUR'AN,70007614,JL. TIMOR UJUNG NO. 5 MEDAN,GAHARU,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,AHU-0011543.AH.01.04 TAHUN 2019,15-08-2019,153 TAHUN 2020,06-02-2020,Lihat SK Operasional,2021-02-03 07,B,0,,2.,,,,,,3.599900000000,98.677700000000,0,42,36,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4A515191-A9A4-491E-9310-138FEE6A894D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69970685,SDLB WHITE LIGHT SCHOOL MEDAN,69970685,Jl. Gaharu No. 55,GAHARU,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.8/1055/DIS PM PPTSP/6/XVII.2/XI/2017,22-11-2017,421.8/1055/DIS PM PPTSP/6/XVII.2/XI/2017,22-11-2017,Lihat SK Operasional,2017-12-08 11,,0,,2.,,,,sdlbwhitelightschool@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/107606DB-2EF5-E011-8AA7-81D87A36E052,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10259464,SLB C YPAC MEDAN,10259464,Jl. Adinegoro No. 2 Medan,GAHARU,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pembinaan Anak Cacat,AW7754,407/105/A/1998,14-02-1964,421.1/1754,26-08-2014,Lihat SK Operasional,2021-11-24 14,A,"4,574",1.,2.,PLN,0614523015,061 4523015,slbypacmedan@yahoo.com,,3.599900000000,98.683000000000,19,57,32,18,Pagi/6 hari,,2022/2023-2,"11,000",13,0,0,3,5,0,19,0,14,0,0,5,12,7,0,19,0,0,2,4,3,4,3,3,4,15,"SDLB, SMPLB,  dan SMLB",1,2,1,1,1,1,2,2,2,2,1,2,Pendidikan Khusus SMALB 2013,Indosat IM3,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/004006DB-2EF5-E011-8B88-73B416B94B37,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10259467,SLB D YPAC MEDAN,10259467,Jl. Adinegoro No 2 Medan,GAHARU,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pembinaan Anak Cacat,AW7754,408/105/A/1998,08-04-1974,421.1/1755,26-08-2014,Lihat SK Operasional,2021-11-24 14,A,"4,574",1. -,2. Telkom Speedy,PLN,0614523015,0614523015,slbypacmedan@yahoo.com,,3.599500000000,98.683000000000,8,21,13,12,Pagi/6 hari,,2022/2023-2,"5,500",5,0,0,2,3,0,11,0,5,0,0,3,4,4,0,8,0,1,3,0,1,0,2,1,2,6,"TKLB, SDLB, SMPLB,  dan SMLB",1,1,1,1,1,1,1,1,1,1,1,1,TKLB 2013,Tidak Ada,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E82B2797-1B8D-4A25-8EA1-4136840D8D43,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69973275,SMA SWASTA BANGUN INSAN MANDIRI,69973275,Jl. Bambu II No. 62,DURIAN,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN SEKOLAH BANGUN INSAN MANDIRI,AE9512,421.3/1152/DIS PM PPTSP/6/XVII.1/XII/2017,14-12-2017,421.3/1152/DIS PM PPTSP/6/XVII.1/XII/2017,14-12-2017,Lihat SK Operasional,2018-02-21 16,A,"1,318",1. Lainnya (Kabel),2. Telkom Speedy,PLN,,0616636702,sma.bim18@gmail.com,http,3.619263100000,98.683817400000,20,112,88,8,Sehari Penuh/5 hari,,2022/2023-2,"10,000",8,4,1,6,0,0,23,0,20,0,0,0,4,16,0,10,10,9,4,2,3,1,1,0,8,12,,,,,,,,,,,3,3,2,SMA 2013 Bhs&Budaya,Lainnya (Kabel),
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4B9D83F7-8970-4514-A6EB-6466541CD230,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69895929,SMA SWASTA IMELDA,69895929,Jalan Bilal No. 24,PULO BRAYAN DARAT I,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Imelda Medan,AE9528,421.3/1345,12-10-2020,421.3/1345,12-10-2020,Lihat SK Operasional,2022-02-27 09,A,"4,407",1. Telkomsel Flash,2. Telkom Speedy,PLN,,06180088956,smaimelda.mdn@gmail.com,,3.622800000000,98.676400000000,18,91,165,10,Pagi/6 hari,,2022/2023-2,"2,200",10,3,1,3,0,0,20,0,18,0,0,0,2,16,0,12,6,10,3,2,1,1,1,0,5,13,,,,,,,,,,,4,3,3,SMA 2013 IPS,Telkomsel Flash,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5E75C910-6F0D-4B25-930D-5DB4C237BAB3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70003934,SMA Swasta Methodist Pelita Kasih,70003934,Jl. Jati No. 96,PULO BRAYAN BENGKEL,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Pelita Kasih Methodist Mu En,AW8428,421.3/97/DIS PMPPTSP/6/I/2020,21-01-2020,421.3/97/DIS PMPPTSP/6/I/2020,21-01-2020,Lihat SK Operasional,2020-09-01 08,,"5,275",1. Linknet,2. Lainnya (Serat Optik),PLN & Diesel,0616628296,0616628296,yppk.smamuen@muenshcool.com,http,3.601288400000,98.678171900000,13,17,13,3,Sehari Penuh/5 hari,,2022/2023-2,"66,000",3,1,1,2,0,0,12,3,13,0,0,0,0,13,0,12,1,9,4,0,0,0,0,0,5,8,,,,,,,,,,,1,1,1,SMA 2013 MIPA,Linknet,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0F5D0D5E-7E1B-43EF-B6C1-8182E6F0E636,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210860,SMAN 7 MEDAN,10210860,JL. TIMOR NO. 36,GAHARU,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,No. 096 / SK / B / II / 1,,,,Silakan Upload SK,,A,"5,701",1. Telkomsel Flash,2. Telkom Speedy,PLN,4557332,4557332,sman7medan@gmail.com,http,3.601100000000,98.678900000000,71,403,619,29,Pagi/6 hari,,2022/2023-2,"33,000",28,3,1,19,45,0,2,24,29,0,19,23,42,29,0,63,8,14,6,10,5,9,8,19,22,49,,,,,,,,,,,11,9,9,SMA 2013 MIPA,Telkomsel Flash,
Sumatera Utara,Kota Medan,Medan Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C197AEB9-68D6-4F55-97F6-A47A235529DD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210814,SMAS ADVENT 1 MEDAN,10210814,JL. VETERAN NO. 34,GANG BUNTU,KEC. MEDAN TIMUR,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Gereja Masehi Advent Hari Ketujuh,AB7840,375/I05/A.1988,05-08-1988,420/9040/Dikmenjur/2014,16-09-2014,Lihat SK Operasional,2020-02-19 11,Sertifikat Kedaluwarsa,576,1. Telkomsel Flash,2. Telkom Speedy,PLN,,0614140448,smaadvent1medan@gmail.com,http,3.590300000000,98.682500000000,12,31,34,6,Sehari Penuh/5 hari,,2022/2023-2,"2,300",0,0,1,1,2,0,7,4,9,0,3,0,6,6,0,9,3,3,2,1,3,0,1,2,2,10,,,,,,,,,,,2,2,2,SMA 2013 MIPA,Telkomsel Flash,
