prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Barat,Kab. Bogor,Citeureup,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/298785FE-8F56-4E54-ADD9-29875855B7E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70026820,MA Budi Guna,70026820,Jl. Raya Tajur-Leuwibilik RT/RW 04/01,TAJUR,KEC. CITEUREUP,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,1630 TAHUN 2021,08-11-2021,Silakan Upload SK (link file tidak valid) => [197468-605226-https,2022-03-14 14,,0,,2.,,,,,,.000000000000,.000000000000,0,31,50,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Citeureup,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/347CECDB-E79F-4D08-9402-3F089E095F93,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280111,MAS AL HIKMAH,20280111,Jl. Soal Agogo / H. Abu Bakar Rt.02/08,TAJUR,KEC. CITEUREUP,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,WI/I/PP.00.6/1146/1999,22-12-1999,,22-12-1999,Lihat SK Operasional,2020-01-29 15,A,0,,2.,,,,,,-6.518300000000,106.900400000000,0,209,237,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Citeureup,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0B309ACF-71FB-40BC-BAF2-5CE447DEF385,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280126,MAS ASH SHOHEH,20280126,Jl. Mayor Oking Jayaatmaja No. 30 Rt. 02 Rw.01,CITEUREUP,KEC. CITEUREUP,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.485600000000,106.882800000000,0,54,120,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Bogor,Citeureup,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/29D765C7-8404-4FD4-9890-1D419DF0129D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20252077,SMA INTERNATIONAL ISLAMIC SCHOOL OF INDONESIA,20252077,KP. HAMBALANG RT/RW 05/02,HAMBALANG,KEC. CITEUREUP,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,24-10-2002,421.3/155-Disdik,28-12-2007,Silakan Upload SK,,C,"100,000",1. Lainnya,2. Lainnya,PLN,,,altaqwa.indonesia@gmail.com,http,-6.552300000000,106.880900000000,9,2,3,2,Sehari Penuh/5 hari,,2022/2023-2,"22,000",3,0,1,2,0,0,9,1,9,0,0,0,0,9,0,8,1,2,1,4,1,1,0,0,4,5,SMA 2013 MIPA,Lainnya,1,1,0,
Jawa Barat,Kab. Bogor,Citeureup,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8C4695B4-2781-48A5-91F6-42198B73ABB8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20200603,SMAN 1 CITEUREUP,20200603,Jl. Alternatif Tengsaw-Tajur No.1,TARIKOLOT,KEC. CITEUREUP,KAB. BOGOR,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,13a/O/1998,29-01-1998,13a/O/1998,29-01-1998,Lihat SK Operasional,2015-06-22 07,A,"11,010",1. -,2. Lainnya (Serat Optik),PLN,87940141,02187940141,sman1citeureup@ymail.com,http,-6.505289300000,106.888002900000,53,451,793,35,Sehari Penuh/5 hari,,2022/2023-2,"33,000",34,5,1,8,27,15,0,11,30,0,13,10,29,24,0,48,5,6,11,5,5,10,12,4,25,28,SMA 2013 MIPA,Tidak Ada,12,12,11,
Jawa Barat,Kab. Bogor,Citeureup,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D66C4325-F0B7-4C70-9658-087C75A2316F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20232310,SMAS AL KHAIRIYAH,20232310,JL. PTP XI  HAMBALANG NO 76 DS. TAJUR CITEUREUP,TAJUR,KEC. CITEUREUP,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN ISLAM AL-KHAIRIYAH CITEUREUP,AI0502,421.3/317/Kpts/Huk/2004,04-10-2004,421.3/317/Kpts/Huk/2004,04-10-2004,Lihat SK Operasional,2018-11-12 13,B,"2,500",1. Indosat IM3,2. 3 (Tri),PLN,,87902855,alkhairiyah_sma@yahoo.com,,-6.548800000000,106.915900000000,7,36,40,3,Pagi/6 hari,,2022/2023-2,900,3,0,1,2,0,0,3,5,7,0,0,0,0,7,0,5,2,1,0,3,3,0,0,0,4,3,SMA 2013 MIPA,Indosat IM3,1,1,1,
Jawa Barat,Kab. Bogor,Citeureup,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F40FCDE8-FA1A-481F-967D-20458BD5B19C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20231299,SMAS INDOCEMENT,20231299,JL. RAYA PUSPA NEGARA NO. 1 KEL. PUSPANEGARA,PUSPANEGARA,KEC. CITEUREUP,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Indocement,AI0564,AHU-AH.01.06-0011107,19-09-2018,421.3/318/Kpts/Huk/2004,04-10-2004,Lihat SK Operasional,2021-08-05 17,A,"11,618",1. Telkom Speedy,2. Telkom Speedy,PLN,02187940131,02187940131,smaindocementyes@gmail.com,http,-6.483800000000,106.878700000000,22,216,283,14,Sehari Penuh/5 hari,,2022/2023-2,"3,200",16,3,0,6,0,0,19,8,20,0,2,0,9,13,0,22,0,10,1,3,2,1,1,4,7,15,SMA 2013 MIPA,Telkom Speedy,5,5,4,
Jawa Barat,Kab. Bogor,Citeureup,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/56BC3274-E071-4EA9-A0AF-81D1F93B9B0D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20254122,SMAS PUSPA MEKAR,20254122,KP. NYANGKOKOT RT.04 RW.05,GUNUNG SARI,KEC. CITEUREUP,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Puspa Mekar Permata,AI0495,005,06-01-2016,412.3/184-Disdik,16-12-2008,Lihat SK Operasional,2020-09-01 07,B,"1,305",1. 3 (Tri),2. Telkomsel Flash,PLN,,,puspamekarsma@gmail.com,http,-6.501800000000,106.901600000000,22,77,99,10,Pagi/6 hari,,2022/2023-2,"3,499",12,0,1,2,0,0,22,3,22,0,0,0,1,21,0,5,17,13,3,5,0,0,0,1,10,12,SMA 2013 MIPA,3 (Tri),2,4,4,
Jawa Barat,Kab. Bogor,Citeureup,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B6B96623-75F8-42C7-92D9-1E00057DA23F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20200675,SMAS TRIPLE J CITEUREUP,20200675,"JL. LANDBOUW , DS. KARANG ASEM BARAT NO.25",KARANG ASEM BARAT,KEC. CITEUREUP,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi","YAYASAN TRIPLE ""J""",AI0521,884/I 02/Kep/E 91,06-02-1991,884/I 02/Kep/E 91,06-02-1991,Lihat SK Operasional,2020-09-01 07,A,"4,550",1. Lainnya,2. Telkom Speedy,PLN,02187913786,8762245,smatriplej13@yahoo.com,http,-6.485500000000,106.866700000000,11,61,96,5,Pagi/6 hari,,2022/2023-2,"6,399",6,0,2,1,0,0,10,5,11,0,0,0,4,7,0,10,1,5,3,0,1,0,1,1,5,6,SMA 2013 MIPA,Lainnya,2,2,1,
Jawa Barat,Kab. Bogor,Citeureup,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/21EED59D-E5EF-4A77-920F-8BE3BD9929C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69957149,SMK AL MURQONIYAH,69957149,Kp. Tajur Tapos Rt 021/007,HAMBALANG,KEC. CITEUREUP,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL-MURQONIYAH,AI0518,147/SK/YPAM/VII/2015,13-07-2015,421.9/Kep.30/I/SMK-BPMPT/XII/2016,30-12-2016,Silakan Upload SK (link file tidak valid) => [84011-62876-161319-57651142-878083434.PDF],2017-01-16 14,C,"32,100",1. -,2. Telkomsel Flash,PLN,,,smkalmurqoniah15@gmail.com,,-6.528900000000,106.884900000000,14,161,36,7,Siang/6 hari,,2022/2023-2,"6,600",5,0,1,0,0,0,12,3,14,0,0,0,1,13,2,8,4,2,7,0,4,0,1,0,11,3,SMK 2013 REV. Teknik Elektronika Industri,Tidak Ada,3,2,2,0
