prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Barat,Kab. Karawang,Kotabaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80BFA958-2B00-437D-9D56-2748D370A741,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280375,MAS AL AHLIYAH,20280375,Jl. Jenderal Sudirman No.19 Kp. Bakan Maja Rt/rw. 015/006,SARIMULYA,KEC. KOTABARU,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,AHU-6634.AH.01.04,11-10-2011,3.10.06.05.02,28-02-1981,Lihat SK Operasional,2022-01-07 05,A,0,,2.,,,,,,-6.410500000000,107.476800000000,0,91,215,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Jawa Barat,Kab. Karawang,Kotabaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F9EB8E84-6722-459D-9AF5-6F8CADE50B6A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70024784,SMA Islam Terpadu Kharisma Darussalam,70024784,Jl. Raya Bypass Jomin Rt 011 Rw 02,JOMIN TIMUR,KEC. KOTABARU,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN KHARISMA DARUSSALAM,AW9224,8/011050/DPMPTSP/XII/2021,29-12-2021,8/011050/DPMPTSP/XII/2021,29-12-2021,Lihat SK Operasional,2022-01-21 15,,"2,183",1. Biznet (Serat Optik),2. Biznet (Serat Optik),PLN,,,,,-6.419500000000,107.483200000000,10,15,20,2,Pagi/6 hari,,2022/2023-2,"4,400",3,0,1,2,0,0,11,0,10,0,0,0,0,10,1,6,3,5,5,0,0,0,0,0,3,7,SMA 2013 MIPA,Biznet (Serat Optik),1,1,0,
Jawa Barat,Kab. Karawang,Kotabaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3675C0B3-1E75-4E88-AB27-D8D610F1B1DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20237371,SMAN 1 CIKAMPEK,20237371,JL. IR. H. JUANDA CIKAMPEK,JOMIN BARAT,KEC. KOTABARU,KAB. KARAWANG,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,106/S.K/B/III/’65-66,29-07-1966,106/S.K/B/III/’65-66,29-07-1966,Lihat SK Operasional,2022-03-27 00,A,"10,057",1. Lainnya,2. Telkom Speedy,PLN,02648303322,02648303322,smancikampek@gmail.com,http,-6.420988800000,107.473094400000,63,356,816,33,Sehari Penuh/5 hari,,2022/2023-2,"5,500",22,1,1,18,30,13,1,19,36,0,10,17,35,28,0,59,4,15,7,8,4,7,7,15,30,33,SMA 2013 MIPA,Lainnya,11,11,11,
Jawa Barat,Kab. Karawang,Kotabaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C91DFA7E-88C2-4DD6-A1B8-A3BC754C55A8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20237389,SMAS PGRI CIKAMPEK,20237389,JL. IR. H. JUANDA,JOMIN BARAT,KEC. KOTABARU,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perwakilan YPLP PGRI Provinsi Jawa Barat,AA1655,503.640/365/DPVK,07-01-1989,123/I02.Kep/E.78,22-12-1978,Lihat SK Operasional,2022-03-23 06,A,"5,050",1. Telkom Speedy,2. Telkom Speedy,PLN,8386291,313845,smapgrickp@yahoo.co.id,http,-6.415800000000,107.477000000000,9,73,182,9,Pagi/6 hari,,2022/2023-2,"3,500",16,2,1,5,0,0,8,3,9,0,0,0,4,5,0,7,2,2,1,1,0,2,1,2,3,6,SMA 2013 MIPA,Telkom Speedy,3,3,3,
Jawa Barat,Kab. Karawang,Kotabaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6A95738C-B645-48C7-9FAB-524C78A3F60C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69946696,SMK INSAN TAZAKKA,69946696,Jl Ir. H. Juanda No 27 Kp. Sukaseuri RT 002 RW 001,SARIMULYA,KEC. KOTABARU,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN INSAN TAZAKKA,AL3557,AHU-02744.50.10.2014,17-06-2014,421.9/Kep.09/I/SMK-BPMPT/V/2016,26-05-2016,Lihat SK Operasional,2016-08-03 11,B,"4,580",1. -,2. Biznet (Serat Optik),PLN,,,smk.insantazakka@yahoo.com,,-6.417900000000,107.469700000000,43,626,450,32,Sehari Penuh/5 hari,,2022/2023-2,"82,500",32,0,1,0,0,1,38,10,43,0,0,0,7,36,2,25,16,12,13,4,8,3,2,1,24,19,SMK 2013 REV. Teknik Pemesinan,Tidak Ada,12,10,10,0
Jawa Barat,Kab. Karawang,Kotabaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/854FB674-06EB-44AA-B275-000C194DF613,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69958940,SMK MUHAMMADIYAH 2 CIKAMPEK,69958940,Jl. Karangsalam No.1,PUCUNG,KEC. KOTABARU,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Barat,AO5349,005/KEP/IV.O/D/2015.,15-05-2015,421.9/Kep.05/I/SMK-BPMPT/V/2016,26-05-2016,Lihat SK Operasional,2017-02-04 06,B,"2,112",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,02648303485,smkmuhammadiyah2cikampek@gmail.com,http,-6.398100000000,107.469000000000,47,447,284,23,Sehari Penuh/5 hari,,2022/2023-2,63,25,0,1,2,1,2,36,9,45,0,1,1,8,39,2,33,12,20,5,2,5,6,6,3,29,18,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Lainnya (Serat Optik),9,7,7,0
Jawa Barat,Kab. Karawang,Kotabaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EAFFDBD8-888C-401E-BDDB-BA2EB1D0A101,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69948410,SMK PGRI 2 KOTABARU,69948410,JL. IR. H. JUANDA KOTABARU,JOMIN BARAT,KEC. KOTABARU,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perwakilan YPLP PGRI Provinsi Jawa Barat,AA1655,115,18-05-2016,421.9/KEP.10/I/SMK-BPMPT/,26-05-2016,Lihat SK Operasional,2016-08-31 09,B,0,1. Telkom Speedy,2. Telkom Speedy,PLN,,313845,smkpgri2_ktb@gmail.com,,-6.362574400000,107.544983300000,7,52,40,6,Sehari Penuh/5 hari,,2022/2023-2,"3,000",3,0,1,1,0,0,7,2,7,0,0,0,4,3,0,5,2,2,0,1,0,2,1,1,2,5,SMK 2013 REV. Teknik Komputer dan Jaringan,Telkom Speedy,2,2,2,0
Jawa Barat,Kab. Karawang,Kotabaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7A97CB16-34F2-4FD9-B962-AB805902BD2B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20253346,SMKS BIMA NUSANTARA,20253346,Jl. Ir.H.Juanda,JOMIN BARAT,KEC. KOTABARU,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Bima Nusantara Hidayatulllah,AL3529,3746,19-08-2008,421.3/Kep.409/Huk/2009,12-06-2009,Lihat SK Operasional,2020-09-01 07,A,"10,000",1. -,2. Telkom Speedy,PLN,0264314241,0264314241,bimanusantarasmk@gmail.com,http,-6.421200000000,107.474200000000,9,54,77,6,Pagi/6 hari,,2022/2023-2,"4,200",12,2,1,2,0,0,9,3,9,0,0,0,1,8,1,6,2,5,1,2,1,0,0,0,4,5,SMK 2013 REV. Farmasi Klinis dan Komunitas,Tidak Ada,4,1,1,0
Jawa Barat,Kab. Karawang,Kotabaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9EBBF4B7-183F-4775-94D2-FCDAE4BD3E5C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20265291,SMKS PEMBANGUNAN GLOBAL,20265291,Jl. Sukatani Barat No 99,PANGULAH UTARA,KEC. KOTABARU,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Sartika Putri,AL3574,02/SK.KT.YAS-SP/V/2009,12-05-2009,421.3/Kep.747-Huk/2010,26-11-2010,Lihat SK Operasional,2015-11-05 09,B,"5,069",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN & Diesel,,02642654499,smk.pembangunanglobal@gmail.com,http,-6.393200000000,107.488400000000,15,92,49,9,Sehari Penuh/6 hari,,2022/2023-2,"2,200",7,0,1,4,0,0,11,9,15,0,0,0,1,14,0,13,2,6,1,1,4,1,1,1,7,8,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,Lainnya (Serat Optik),2,3,4,0
Jawa Barat,Kab. Karawang,Kotabaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CF2A8DB1-7DD7-4472-BC9F-7552CAE8A27A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20217796,SMKS PGRI CIKAMPEK,20217796,Jl. Ir. H.Juanda-Bayur,JOMIN BARAT,KEC. KOTABARU,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Perwakilan YPLP PGRI Provinsi Jawa Barat,AA1655,982/I.O2.1/Kep/OT/2000,31-03-2000,982/I.O2.1/Kep/OT/2000,31-03-2000,Lihat SK Operasional,2016-02-16 09,B,"5,050",1. Biznet (Kabel),2. Biznet (Serat Optik),PLN,2648386295,2648386295,smkpgrickp.2016@gmail.com,http,-6.416300000000,107.477500000000,21,411,130,17,Pagi/6 hari,,2022/2023-2,"33,000",11,0,1,2,0,0,24,3,20,0,1,0,5,16,2,13,6,6,6,0,3,3,3,0,14,7,SMK 2013 REV. Teknik Mekanik Industri,Biznet (Kabel),6,6,5,0
