prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Nusa Tenggara Timur,Kab. Kupang,Kupang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4F4F4613-8AF9-49C0-8C77-3C3593B0D641,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69883571,SMA KRISTEN PANDHEGA JAYA,69883571,JL. RAYA TILONG DAM KM.5,OELNASI,KEC. KUPANG TENGAH,KAB. KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pandhega Jaya,AI7149,332/KEP/HK/2014,14-08-2014,332/KEP/HK/2014,14-08-2014,Silakan Upload SK (link file tidak valid) => [735891-362877--],2022-11-17 14,B,"10,000",1. Telkom Speedy,2. Telkomsel Flash,PLN,,,operator@pandhegajaya.sch.id,http,-10.149625000000,123.727254000000,9,34,53,5,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"16,600",6,5,1,4,0,0,11,4,9,0,0,0,0,9,0,6,3,3,3,2,1,0,0,0,5,4,1,2,2,
Nusa Tenggara Timur,Kab. Kupang,Kupang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C4934CD6-4767-4810-BC6C-0049A51CF660,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70007712,SMA PLUS KRISTEN REHOBOT OEBELO,70007712,"JLN. TIMOR RAYA KM 21, DESA OEBELO",OEBELO,KEC. KUPANG TENGAH,KAB. KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN REHOBOT JAKARTA,AH9916,001/SK-KY/YRJ/SMAPKRO/VIII/2020,14-08-2020,DPMPTSP.421.5/13/PTSP/I/2021,26-01-2021,Lihat SK Operasional,2021-08-25 14,C,400,1. -,2. Telkomsel Flash,PLN,02145842381,,kristensmaplus@gmail.com,http,-10.108100000000,123.746000000000,10,21,14,6,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,300",6,2,0,2,1,1,7,3,9,0,1,0,1,9,0,7,3,6,2,1,1,0,0,0,0,10,2,2,2,
Nusa Tenggara Timur,Kab. Kupang,Kupang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/899F699F-074A-4FFD-BBE6-3F127571D6F7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70005897,SMAK Kupang,70005897,JALAN PUSTU,MATA AIR,KEC. KUPANG TENGAH,KAB. KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMAK,Kementerian Agama,Yayasan Pendidikan Syalom,AC7946,0035/SK/YPS/I/2018,10-01-2018,NOMOR 472 TAHUN 2020,17-11-2020,Lihat SK Operasional,2021-08-09 11,C,"7,100",1. Telkomsel Flash,2. Linknet,PLN,,,smakkpg@gmail.com,,-10.135300000000,123.695500000000,16,42,31,3,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,885,3,1,0,2,1,0,12,4,15,0,0,1,1,15,0,8,8,8,6,0,0,1,0,1,6,10,,,,
Nusa Tenggara Timur,Kab. Kupang,Kupang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00B9C2D6-40E5-4DFF-AF85-3376CD168C89,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300273,SMAN 1 KUPANG TENGAH,50300273,JL. TIMOR RAYA KM. 18,TANAH MERAH,KEC. KUPANG TENGAH,KAB. KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,02/02/2005,02-02-2005,DPMPTSP.421.5/99/PTSP/VI/2021,17-06-2021,Lihat SK Operasional,2023-03-10 16,B,"20,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sman1kuteng@gmail.com,http,-10.179100000000,123.738000000000,44,245,292,17,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"3,200",10,2,1,1,19,3,0,22,25,0,13,6,17,27,0,41,3,8,8,7,7,7,3,4,14,30,6,6,5,
Nusa Tenggara Timur,Kab. Kupang,Kupang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C454550A-CD8B-418F-896A-184A3942CBB5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69768296,SMAN 2 KUPANG TENGAH,69768296,JL TILONG DAM,OELNASI,KEC. KUPANG TENGAH,KAB. KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,343/KEP/HK/2011,04-08-2011,343/KEP/HK/2011,04-08-2011,Lihat SK Operasional,2015-08-31 00,Sertifikat Kedaluwarsa,"20,000",1. Telkomsel Flash,2. -,PLN,,,tilongsmandu@gmail.com,http,-10.167300000000,123.735100000000,23,107,112,8,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",8,0,1,2,8,3,0,12,15,0,6,2,6,17,0,20,3,5,4,7,5,2,0,0,6,17,3,2,3,
Nusa Tenggara Timur,Kab. Kupang,Kupang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B78EC7C7-948E-47A1-9020-021E2E107242,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300243,SMAS ADVENT NUSRA,50300243,JL. TIMOR RAYA KM. 18,NOELBAKI,KEC. KUPANG TENGAH,KAB. KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan GEREJA MASEHI ADVENT NUSA TENGGARA DAERAH NUSA TENGGARA,AC8694,112/IUM/1966,06-12-1966,DPMPTSP.421.5/128/PTSP/VIII/2021,05-08-2021,Lihat SK Operasional,2023-01-31 09,B,130,1. Lainnya (Kabel),2. Telkom Speedy,PLN,0380855154,0380855154,smasdventnusra@gmail.com,http,-10.117100000000,123.721100000000,16,58,82,6,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Kabel),"5,500",10,3,1,2,0,0,9,9,16,0,0,0,3,13,0,13,3,6,4,2,0,1,0,3,8,8,2,2,2,
Nusa Tenggara Timur,Kab. Kupang,Kupang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/51BACA99-51C1-4050-A42D-00836BC673A2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69822789,SMAS ELPIDA,69822789,"JL. TIMOR RAYA KM. 16, KOMPLEKS TERMINAL NOELBAKI",NOELBAKI,KEC. KUPANG TENGAH,KAB. KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Elpida-YAPERINDO KUPANG,AC7966,001/YPE/SE/VII/2013,15-07-2013,445/KEP/HK/2013,16-08-2013,Lihat SK Operasional,2020-03-17 20,C,800,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smaselpida@gmail.com,http,-10.126500000000,123.711300000000,20,66,61,6,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",6,0,1,0,4,0,16,1,16,0,3,1,4,16,0,17,3,7,4,5,1,2,1,0,5,15,2,2,2,
Nusa Tenggara Timur,Kab. Kupang,Kupang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/213478A1-1A33-47EA-8AF5-95F910CAFFD1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300258,SMAS KRISTEN TARUS TENGAH,50300258,JL. TIMOR RAYA KM. 14,MATA AIR,KEC. KUPANG TENGAH,KAB. KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YAPENKRIS MEUSINE KUPANG GMIT,AN6751,129/I.1b/Cc-1988,01-07-1988,2260/I.21.C2/I/88,17-06-1988,Silakan Upload SK (link file tidak valid) => [346818-19196--],2020-08-28 07,B,"8,022",1. -,2. -,PLN,,03808551106,smakristen.tarus@yahoo.co.id,http,-10.135600000000,123.693000000000,17,26,17,6,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,9,1,1,1,5,0,7,6,12,0,5,0,4,13,1,13,3,6,4,0,1,3,3,0,3,14,2,2,2,
Nusa Tenggara Timur,Kab. Kupang,Kupang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ECA1641D-87A1-47D2-BFC3-6CF86C6202EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50306573,SMAS REFORMASI PLUS,50306573,"JL. TIMOR RAYA  KM. 14,5",NOELBAKI,KEC. KUPANG TENGAH,KAB. KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN REFORMASI NOELBAKI,AC7947,421/ 3328 /2005,13-10-2005,421/ 3328 /2005,13-10-2005,Lihat SK Operasional,2020-03-17 13,B,"198,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smas.reformasi.plus@gmail.com,http,-10.131800000000,123.697100000000,24,177,219,12,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"3,300",11,1,1,2,0,0,32,0,24,0,0,0,1,23,0,19,5,4,10,6,1,1,2,0,11,13,4,4,4,
Nusa Tenggara Timur,Kab. Kupang,Kupang Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/804B87F6-1821-41E6-B617-A322D3E9B761,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69905530,SMK KRISTEN ELPIDA INFORMATIKA,69905530,JL.TIMOR RAYA,NOELBAKI,KEC. KUPANG TENGAH,KAB. KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Elpida-YAPERINDO KUPANG,AC7966,,10-09-2012,571/KEP/HK/2012,10-09-2012,Lihat SK Operasional,2018-04-30 20,C,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,yantotefa@gmail.com,,-10.128800500000,123.710693900000,11,59,72,11,SMK 2013 REV.  Produksi dan Siaran Program Radio,Sehari Penuh/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",3,0,1,0,1,0,10,1,10,0,1,0,1,10,0,10,1,2,6,2,1,0,0,0,5,6,6,4,1,0
